category,texture,installed_source,status,region,art_kind,target,dimensions,sha256,note
dock,gfx/interface/illustrations/location/dock/north_german/north_german_dock3_metadata_os2654x440_d426x140_t.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\dock\north_german\north_german_dock3_metadata_os2654x440_d426x140_t.dds,replaced_ad1,germanic_celtic,dock,main_menu\gfx\interface\illustrations\location\dock\north_german\north_german_dock3_metadata_os2654x440_d426x140_t.dds,767x186,e47c27d101db863d30a1530534b316478281298524397b2197769b087cdec913,generated four-up against exact installed EU5 references
dock,gfx/interface/illustrations/location/dock/syrian/syrian_dock1_metadata_os2654x440_d426x140_t.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\dock\syrian\syrian_dock1_metadata_os2654x440_d426x140_t.dds,replaced_ad1,iranian_syrian,dock,main_menu\gfx\interface\illustrations\location\dock\syrian\syrian_dock1_metadata_os2654x440_d426x140_t.dds,767x186,9f2ddfb8fd8bb1344bda1cc4ce04d8549926f2ff535ed63270347a401b2e0f7a,generated four-up against exact installed EU5 references
dock,gfx/interface/illustrations/location/dock/syrian/syrian_dock2_metadata_os2654x440_d426x140_t.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\dock\syrian\syrian_dock2_metadata_os2654x440_d426x140_t.dds,replaced_ad1,iranian_syrian,dock,main_menu\gfx\interface\illustrations\location\dock\syrian\syrian_dock2_metadata_os2654x440_d426x140_t.dds,767x186,ad5f31c96148b35ca8368c4f151589bb5ebf1b517cf7e457959de191e6249117,generated four-up against exact installed EU5 references
dock,gfx/interface/illustrations/location/dock/syrian/syrian_dock3_metadata_os2654x440_d426x140_t.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\dock\syrian\syrian_dock3_metadata_os2654x440_d426x140_t.dds,replaced_ad1,iranian_syrian,dock,main_menu\gfx\interface\illustrations\location\dock\syrian\syrian_dock3_metadata_os2654x440_d426x140_t.dds,767x186,ad5f31c96148b35ca8368c4f151589bb5ebf1b517cf7e457959de191e6249117,generated four-up against exact installed EU5 references
factories,gfx/interface/illustrations/location/factories/ashanti_factory_metadata_os2654x440_d0x10.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\factories\ashanti_factory_metadata_os2654x440_d0x10.dds,replaced_ad1,african,workshop,main_menu\gfx\interface\illustrations\location\factories\ashanti_factory_metadata_os2654x440_d0x10.dds,148x152,a9d0c4aa45d6f484b0f274a7814581c35de7c0b7ea8af611ad41f08f7c5ffbbd,generated four-up against exact installed EU5 references
factories,gfx/interface/illustrations/location/factories/asian_factory_metadata_os2654x440_d0x10.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\factories\asian_factory_metadata_os2654x440_d0x10.dds,replaced_ad1,han,workshop,main_menu\gfx\interface\illustrations\location\factories\asian_factory_metadata_os2654x440_d0x10.dds,152x131,255957c11c5887948010a9acf4f8c09ba0fe03f54009751388e73dd444b449af,generated four-up against exact installed EU5 references
factories,gfx/interface/illustrations/location/factories/aztec_factory_metadata_os2654x440_d0x00.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\factories\aztec_factory_metadata_os2654x440_d0x00.dds,replaced_ad1,mesoamerican,workshop,main_menu\gfx\interface\illustrations\location\factories\aztec_factory_metadata_os2654x440_d0x00.dds,129x156,000ba38fdf6dc63f61930f435a8debea64d841cfcb5607148068e2c2ec95170c,generated four-up against exact installed EU5 references
factories,gfx/interface/illustrations/location/factories/byzantium_factory_metadata_os2654x440_d0x0.dds,<GAME_DIR>\game\dlc\D008_fate_of_the_phoenix\main_menu\gfx\interface\illustrations\location\factories\byzantium_factory_metadata_os2654x440_d0x0.dds,replaced_ad1,roman,workshop,main_menu\gfx\interface\illustrations\location\factories\byzantium_factory_metadata_os2654x440_d0x0.dds,168x166,d12cfa1401df1de738057d0850f86a7756580e91ea6263fc9c38b77be4518c62,generated four-up against exact installed EU5 references
factories,gfx/interface/illustrations/location/factories/indian_factory_metadata_os2654x440_d0x00.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\factories\indian_factory_metadata_os2654x440_d0x00.dds,replaced_ad1,indian,workshop,main_menu\gfx\interface\illustrations\location\factories\indian_factory_metadata_os2654x440_d0x00.dds,190x171,37b3931a504a2bec0ecc1a2a2e0a344cd005969f2d71e91c5e25509425ccb50c,generated four-up against exact installed EU5 references
factories,gfx/interface/illustrations/location/factories/iroquois_factory_metadata_os2654x440_d0x0.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\factories\iroquois_factory_metadata_os2654x440_d0x0.dds,replaced_ad1,woodland,workshop,main_menu\gfx\interface\illustrations\location\factories\iroquois_factory_metadata_os2654x440_d0x0.dds,160x160,bf6a60250470e88fff7cfd218875f78ff178c22ce1030aaeff0f96f668d23b2b,generated four-up against exact installed EU5 references
factories,gfx/interface/illustrations/location/factories/north_german_factory_metadata_os2654x440_d0x00.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\factories\north_german_factory_metadata_os2654x440_d0x00.dds,replaced_ad1,germanic_celtic,workshop,main_menu\gfx\interface\illustrations\location\factories\north_german_factory_metadata_os2654x440_d0x00.dds,132x156,43b97d304f2438bffcc38dd166d215a5bf8a4875376e823a9daf55fc8034bc02,generated four-up against exact installed EU5 references
factories,gfx/interface/illustrations/location/factories/syrian_factory_metadata_os2654x440_d0x00.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\factories\syrian_factory_metadata_os2654x440_d0x00.dds,replaced_ad1,iranian_syrian,workshop,main_menu\gfx\interface\illustrations\location\factories\syrian_factory_metadata_os2654x440_d0x00.dds,134x154,5d740fffad321d56c71aca7e1c5e3f9415e53aeccd04f7fff6c09cd8b3cf2bb4,generated four-up against exact installed EU5 references
fortification,gfx/interface/illustrations/location/fortification/byzantium_bastion_metadata_os2654x440_d0x50.dds,<GAME_DIR>\game\dlc\D008_fate_of_the_phoenix\main_menu\gfx\interface\illustrations\location\fortification\byzantium_bastion_metadata_os2654x440_d0x50.dds,replaced_ad1,roman,fortification,main_menu\gfx\interface\illustrations\location\fortification\byzantium_bastion_metadata_os2654x440_d0x50.dds,250x122,5c6b96dc6ce6697191fe1cd5e5a2aac51a9e73da27d06e6eeed25e264745a3c7,generated four-up against exact installed EU5 references
fortification,gfx/interface/illustrations/location/fortification/byzantium_castle_metadata_os2654x440_d0x75.dds,<GAME_DIR>\game\dlc\D008_fate_of_the_phoenix\main_menu\gfx\interface\illustrations\location\fortification\byzantium_castle_metadata_os2654x440_d0x75.dds,replaced_ad1,roman,fortification,main_menu\gfx\interface\illustrations\location\fortification\byzantium_castle_metadata_os2654x440_d0x75.dds,225x108,5bfb9ecb98cd7dc14f15cea4c2895864348220b5e67ff5fd2c53c08b4f0483c5,generated four-up against exact installed EU5 references
fortification,gfx/interface/illustrations/location/fortification/byzantium_fortress_metadata_os2654x440_d0x70.dds,<GAME_DIR>\game\dlc\D008_fate_of_the_phoenix\main_menu\gfx\interface\illustrations\location\fortification\byzantium_fortress_metadata_os2654x440_d0x70.dds,replaced_ad1,roman,fortification,main_menu\gfx\interface\illustrations\location\fortification\byzantium_fortress_metadata_os2654x440_d0x70.dds,349x113,f60f47782cb9ad7cafd92034191ed5c99705cd8ee1d3ad871e9df6ec15ef9a98,generated four-up against exact installed EU5 references
fortification,gfx/interface/illustrations/location/fortification/byzantium_starfort_metadata_os2654x440_d0x80.dds,<GAME_DIR>\game\dlc\D008_fate_of_the_phoenix\main_menu\gfx\interface\illustrations\location\fortification\byzantium_starfort_metadata_os2654x440_d0x80.dds,replaced_ad1,roman,fortification,main_menu\gfx\interface\illustrations\location\fortification\byzantium_starfort_metadata_os2654x440_d0x80.dds,445x125,d6439d6f4a7a821576b05bbe0916e2738b07e94239e83c7c65e6ab544091ed3e,generated four-up against exact installed EU5 references
fortifications,gfx/interface/illustrations/location/fortifications/ashanti/ashanti_bastion_metadata_os2654x440_d0x50.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\fortifications\ashanti\ashanti_bastion_metadata_os2654x440_d0x50.dds,replaced_ad1,african,fortification,main_menu\gfx\interface\illustrations\location\fortifications\ashanti\ashanti_bastion_metadata_os2654x440_d0x50.dds,290x124,c06fac87a6e712ee2971f8534a8fbd6ed1ac25fd13274a6e1a64357418235110,generated four-up against exact installed EU5 references
fortifications,gfx/interface/illustrations/location/fortifications/ashanti/ashanti_castle_metadata_os2654x440_d0x85.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\fortifications\ashanti\ashanti_castle_metadata_os2654x440_d0x85.dds,replaced_ad1,african,fortification,main_menu\gfx\interface\illustrations\location\fortifications\ashanti\ashanti_castle_metadata_os2654x440_d0x85.dds,262x96,ea47d9a19b8125201bb5ea7bcd3dceeaf64a842f4963302b1b3e2d97d9c50c7f,generated four-up against exact installed EU5 references
fortifications,gfx/interface/illustrations/location/fortifications/ashanti/ashanti_fortress_metadata_os2654x440_d0x85.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\fortifications\ashanti\ashanti_fortress_metadata_os2654x440_d0x85.dds,replaced_ad1,african,fortification,main_menu\gfx\interface\illustrations\location\fortifications\ashanti\ashanti_fortress_metadata_os2654x440_d0x85.dds,550x110,e022e40541ceaee56845fb04fe268db909c225fcf52ff4d577841d5c7035b6ab,generated four-up against exact installed EU5 references
fortifications,gfx/interface/illustrations/location/fortifications/ashanti/ashanti_starfort_metadata_os2654x440_d0x80.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\fortifications\ashanti\ashanti_starfort_metadata_os2654x440_d0x80.dds,replaced_ad1,african,fortification,main_menu\gfx\interface\illustrations\location\fortifications\ashanti\ashanti_starfort_metadata_os2654x440_d0x80.dds,470x110,eab0cff2b2da0e75845fb169c5f96d67bb9cccfdbe1dd1872eb8f92786f34425,generated four-up against exact installed EU5 references
fortifications,gfx/interface/illustrations/location/fortifications/asian/asian_bastion_metadata_os2654x440_d0x80.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\fortifications\asian\asian_bastion_metadata_os2654x440_d0x80.dds,replaced_ad1,han,fortification,main_menu\gfx\interface\illustrations\location\fortifications\asian\asian_bastion_metadata_os2654x440_d0x80.dds,260x120,0d93d67bf7a74f981e6e20260ca47b20d426a5977167a9cbd986739e28853fda,generated four-up against exact installed EU5 references
fortifications,gfx/interface/illustrations/location/fortifications/asian/asian_castle_metadata_os2654x440_d0x50.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\fortifications\asian\asian_castle_metadata_os2654x440_d0x50.dds,replaced_ad1,han,fortification,main_menu\gfx\interface\illustrations\location\fortifications\asian\asian_castle_metadata_os2654x440_d0x50.dds,268x117,5ef92ee4345b8287de366741ad2cfe67c7f82761d2248a786d3c6741f739bb2b,generated four-up against exact installed EU5 references
fortifications,gfx/interface/illustrations/location/fortifications/asian/asian_fortress_metadata_os2654x440_d0x20.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\fortifications\asian\asian_fortress_metadata_os2654x440_d0x20.dds,replaced_ad1,han,fortification,main_menu\gfx\interface\illustrations\location\fortifications\asian\asian_fortress_metadata_os2654x440_d0x20.dds,589x177,0f6719336625f60cbebd8d521d382eb3b7487f69559f97e8faa4afcd2dab9ea5,generated four-up against exact installed EU5 references
fortifications,gfx/interface/illustrations/location/fortifications/asian/asian_starfort_metadata_os2654x440_d0x55.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\fortifications\asian\asian_starfort_metadata_os2654x440_d0x55.dds,replaced_ad1,han,fortification,main_menu\gfx\interface\illustrations\location\fortifications\asian\asian_starfort_metadata_os2654x440_d0x55.dds,311x120,47b1bc180fb9779214890f158bfad4ed51e31be54bf926c390ddfe32def62247,generated four-up against exact installed EU5 references
fortifications,gfx/interface/illustrations/location/fortifications/aztec/aztec_bastion_metadata_os2654x440_d0x65.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\fortifications\aztec\aztec_bastion_metadata_os2654x440_d0x65.dds,replaced_ad1,mesoamerican,fortification,main_menu\gfx\interface\illustrations\location\fortifications\aztec\aztec_bastion_metadata_os2654x440_d0x65.dds,282x106,e5bbfb1318728e7dff672377ed96f2f279bc538d33997a54be7cc9ee6de55006,generated four-up against exact installed EU5 references
fortifications,gfx/interface/illustrations/location/fortifications/aztec/aztec_castle_metadata_os2654x440_d0x100.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\fortifications\aztec\aztec_castle_metadata_os2654x440_d0x100.dds,replaced_ad1,mesoamerican,fortification,main_menu\gfx\interface\illustrations\location\fortifications\aztec\aztec_castle_metadata_os2654x440_d0x100.dds,248x82,357ee0399471b40e33e6473f3c2dfec4018c5029542f7a6f68a199b1ad24eb48,generated four-up against exact installed EU5 references
fortifications,gfx/interface/illustrations/location/fortifications/aztec/aztec_fortress_metadata_os2654x440_d0x50.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\fortifications\aztec\aztec_fortress_metadata_os2654x440_d0x50.dds,replaced_ad1,mesoamerican,fortification,main_menu\gfx\interface\illustrations\location\fortifications\aztec\aztec_fortress_metadata_os2654x440_d0x50.dds,486x136,9786b92da035344494cb91db8d394d22532440899c29792ba6e856fd0650a411,generated four-up against exact installed EU5 references
fortifications,gfx/interface/illustrations/location/fortifications/aztec/aztec_starfort_metadata_os2654x440_d0x80.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\fortifications\aztec\aztec_starfort_metadata_os2654x440_d0x80.dds,replaced_ad1,mesoamerican,fortification,main_menu\gfx\interface\illustrations\location\fortifications\aztec\aztec_starfort_metadata_os2654x440_d0x80.dds,316x100,cb54fb06e8947c0d2670dce9a0ce80bed9d1ed12f5c5717e472780b2494de976,generated four-up against exact installed EU5 references
fortifications,gfx/interface/illustrations/location/fortifications/indian/indian_bastion_metadata_os2654x440_d0x40.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\fortifications\indian\indian_bastion_metadata_os2654x440_d0x40.dds,replaced_ad1,indian,fortification,main_menu\gfx\interface\illustrations\location\fortifications\indian\indian_bastion_metadata_os2654x440_d0x40.dds,308x170,0d3c5ed7decd1219c4ab19f95cb46dedbd18ffb8abfff56869fd218b93690ac0,generated four-up against exact installed EU5 references
fortifications,gfx/interface/illustrations/location/fortifications/indian/indian_castle_metadata_os2654x440_d0x50.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\fortifications\indian\indian_castle_metadata_os2654x440_d0x50.dds,replaced_ad1,indian,fortification,main_menu\gfx\interface\illustrations\location\fortifications\indian\indian_castle_metadata_os2654x440_d0x50.dds,270x135,310ce9cd4b7a31c0da351e72c07b83ff12cfcd5aee9262cbca867d8c99d1274c,generated four-up against exact installed EU5 references
fortifications,gfx/interface/illustrations/location/fortifications/indian/indian_fortress_metadata_os2654x440_d0x35.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\fortifications\indian\indian_fortress_metadata_os2654x440_d0x35.dds,replaced_ad1,indian,fortification,main_menu\gfx\interface\illustrations\location\fortifications\indian\indian_fortress_metadata_os2654x440_d0x35.dds,654x154,bf7af6aec5067436c3fe254786458b573c2da3aca3431dd8aab0964ae866dc7f,generated four-up against exact installed EU5 references
fortifications,gfx/interface/illustrations/location/fortifications/indian/indian_starfort_metadata_os2654x440_d0x55.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\fortifications\indian\indian_starfort_metadata_os2654x440_d0x55.dds,replaced_ad1,indian,fortification,main_menu\gfx\interface\illustrations\location\fortifications\indian\indian_starfort_metadata_os2654x440_d0x55.dds,385x147,56c03e635f48a893044c000c7331e58632ed97eee27385539da42561c6f4e91b,generated four-up against exact installed EU5 references
fortifications,gfx/interface/illustrations/location/fortifications/iroquois/iroquois_bastion_metadata_os2654x440_d0x70.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\fortifications\iroquois\iroquois_bastion_metadata_os2654x440_d0x70.dds,replaced_ad1,woodland,fortification,main_menu\gfx\interface\illustrations\location\fortifications\iroquois\iroquois_bastion_metadata_os2654x440_d0x70.dds,280x130,262967a3c992234997e00c6650d4be3d880b67c892cfe7b0e807c222552e8884,generated four-up against exact installed EU5 references
fortifications,gfx/interface/illustrations/location/fortifications/iroquois/iroquois_castle_metadata_os2654x440_d0x70.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\fortifications\iroquois\iroquois_castle_metadata_os2654x440_d0x70.dds,replaced_ad1,woodland,fortification,main_menu\gfx\interface\illustrations\location\fortifications\iroquois\iroquois_castle_metadata_os2654x440_d0x70.dds,332x124,f98e42ede354db891cdc48c917331fb4a1a1e2a438545dcab5d13285776bfdde,generated four-up against exact installed EU5 references
fortifications,gfx/interface/illustrations/location/fortifications/iroquois/iroquois_fortress_metadata_os2654x440_d0x50.dds,<GAME_DIR>\game\main_menu\gfx\interface\illustrations\location\fortifications\iroquois\iroquois_fortress_metadata_os2654x440_d0x50.dds,replaced_ad1,woodland,fortification,main_menu\gfx\interface\illustrations\location\fortifications\iroquois\iroquois_fortress_metadata_os2654x440_d0x50.dds,546x152,d8825fdf34fbdaf79c4ccb8d47ad110718cf31ccece7d8dc1a8b2ff379ea480d,generated four-up against exact installed EU5 references
