location,culture,historical_name,source,confidence,note
anamur,antq_cilician_trachean,Syke,PLE:648784;PLN:648784/syke;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 648784/syke; nearest installed city field at 1.61px; lower-confidence map proxy.
andravida,antq_greek_koine,Pheia,PLE:570592;PLN:570592/pheia;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 570592/pheia; nearest installed city field at 2.25px; lower-confidence map proxy.
antequera,antq_bastulian,Iluro,PLE:256225;PLN:256225/iluro;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 256225/iluro; nearest installed city field at 2.42px; lower-confidence map proxy.
anuradhapura,antq_sinhala,Palaesimundum,PLE:49863;PLN:49863/palaesimundum;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 49863/palaesimundum; nearest installed city field at 1.90px; lower-confidence map proxy.
aqaba,antq_parthian,Ailana,PLE:746700;PLN:746700/ailana;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 746700/ailana; nearest installed city field at 2.94px; lower-confidence map proxy.
arroyo,antq_vettonian,Norba,PLE:256327;PLN:256327/norba;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 256327/norba; nearest installed city field at 3.10px; lower-confidence map proxy.
astros,antq_greek_koine,Selinous,PLE:570660;PLN:570660/selinous;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 570660/selinous; nearest installed city field at 2.61px; lower-confidence map proxy.
atfih,antq_egyptian,Bakchias,PLE:736896;PLN:736896/bakchias;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 736896/bakchias; nearest installed city field at 2.87px; lower-confidence map proxy.
baena,antq_turdetanian,Cisimbrium,PLE:265867;PLN:265867/cisimbrium;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 265867/cisimbrium; nearest installed city field at 1.94px; lower-confidence map proxy.
bandirma,antq_greek_koine,Poimanenon,PLE:511368;PLN:511368/poimanenon;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 511368/poimanenon; nearest installed city field at 2.75px; lower-confidence map proxy.
bar_le_duc,antq_leucian,Caturicis,PLE:108872;PLN:108872/caturicis;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 108872/caturicis; nearest installed city field at 2.07px; lower-confidence map proxy.
barca,antq_greek_koine,Chairekla,PLE:373767;PLN:373767/chairekla;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 373767/chairekla; nearest installed city field at 2.97px; lower-confidence map proxy.
barcelos,antq_bracaran,Avobriga,PLE:260499;PLN:260499/avobriga;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 260499/avobriga; nearest installed city field at 3.22px; lower-confidence map proxy.
bayramic,antq_greek_koine,Lamponia,PLE:550678;PLN:550678/lamponia;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 550678/lamponia; nearest installed city field at 1.95px; lower-confidence map proxy.
bedia,antq_colchian,Gyenos,PLE:857143;PLN:857143/gyenos;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 857143/gyenos; nearest installed city field at 2.46px; lower-confidence map proxy.
beersheba,antq_judean,Elousa,PLE:687890;PLN:687890/elousa;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 687890/elousa; nearest installed city field at 2.05px; lower-confidence map proxy.
belley,antq_ambarrian,Augusta,PLE:167659;PLN:167659/augusta;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 167659/augusta; nearest installed city field at 2.29px; lower-confidence map proxy.
beni_suef,antq_egyptian,Krialon,PLE:736948;PLN:736948/krialon;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 736948/krialon; nearest installed city field at 2.87px; lower-confidence map proxy.
bergheim,antq_istvaeonic,Tiberiacum,PLE:109378;PLN:109378/tiberiacum;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 109378/tiberiacum; nearest installed city field at 2.51px; lower-confidence map proxy.
besni,antq_comanaean,Adatha,PLE:658366;PLN:658366/adatha;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 658366/adatha; nearest installed city field at 1.98px; lower-confidence map proxy.
bonifacio,antq_ligurian,Phikaria,PLE:472112;PLN:472112/phikaria;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 472112/phikaria; nearest installed city field at 3.17px; lower-confidence map proxy.
bosa,antq_nuragic,Cornus,PLE:471907;PLN:471907/cornus;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 471907/cornus; nearest installed city field at 2.18px; lower-confidence map proxy.
bost,antq_saka,Biyt,PLE:59747;PLN:59747/biyt;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 59747/biyt; nearest installed city field at 1.85px; lower-confidence map proxy.
boston,antq_corieltauvian,Bannovallum,PLE:79314;PLN:79314/bannovallum;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 79314/bannovallum; nearest installed city field at 1.73px; lower-confidence map proxy.
bovino,antq_oscan_umbrian,Vibinates,PLE:442851;PLN:442851/vibinates;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 442851/vibinates; nearest installed city field at 1.75px; lower-confidence map proxy.
calahorra,antq_arevacian,Augustobriga,PLE:246208;PLN:246208/augustobriga;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 246208/augustobriga; nearest installed city field at 1.79px; lower-confidence map proxy.
caltagirone,antq_greek_koine,Bidis,PLE:462113;PLN:462113/name.2015-10-02.4365565151;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 462113/name.2015-10-02.4365565151; nearest installed city field at 2.42px; lower-confidence map proxy.
cardona,antq_ausetanian,Sigarra,PLE:246655;PLN:246655/sigarra;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 246655/sigarra; nearest installed city field at 2.34px; lower-confidence map proxy.
carpio,antq_turdetanian,Onuba,PLE:265985;PLN:265985/onuba;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 265985/onuba; nearest installed city field at 2.11px; lower-confidence map proxy.
caserta,antq_latin,Teanum Sidicinum,PLE:433146;PLN:433146/teanum-sidicinum;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 433146/teanum-sidicinum; nearest installed city field at 3.12px; lower-confidence map proxy.
cassel,antq_belgic,Castellum Menapiorum,PLE:108865;PLN:108865/castellum-menapiorum;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 108865/castellum-menapiorum; nearest installed city field at 3.16px; lower-confidence map proxy.
castellon_de_la_plana,antq_iberian,Saguntum,PLE:266021;PLN:266021/saguntum;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 266021/saguntum; nearest installed city field at 3.08px; lower-confidence map proxy.
catalca,antq_thracian,Selymbrie,PLE:511414;PLN:511414/selymbrie;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 511414/selymbrie; nearest installed city field at 2.64px; lower-confidence map proxy.
cazorla,antq_oretan,Fraxinum,PLE:265900;PLN:265900/fraxinum;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 265900/fraxinum; nearest installed city field at 2.11px; lower-confidence map proxy.
cegani,antq_getic,Durostorum,PLE:216800;PLN:216800/durostorum;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 216800/durostorum; nearest installed city field at 3.15px; lower-confidence map proxy.
chalons_champagne,antq_remian,Durocatalaunum,PLE:108944;PLN:108944/durocatalaunum;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 108944/durocatalaunum; nearest installed city field at 2.30px; lower-confidence map proxy.
cheffia,antq_phoenician_punic,Thagaste,PLE:315198;PLN:315198/thagaste;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 315198/thagaste; nearest installed city field at 1.86px; lower-confidence map proxy.
chieri,antq_cisalpine_gallic,Pollentia,PLE:383745;PLN:383745/pollentia;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 383745/pollentia; nearest installed city field at 1.84px; lower-confidence map proxy.
cieza,antq_iberian,Begastrum,PLE:265826;PLN:265826/begastrum;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 265826/begastrum; nearest installed city field at 2.80px; lower-confidence map proxy.
cine,antq_ionian,Euromos,PLE:599616;PLN:599616/euromos;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 599616/euromos; nearest installed city field at 2.48px; lower-confidence map proxy.
civitavecchia,antq_latin,Blera,PLE:413054;PLN:413054/blera;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 413054/blera; nearest installed city field at 2.58px; lower-confidence map proxy.
coblenz,antq_istvaeonic,Confluentes,PLE:108903;PLN:108903/confluentes;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 108903/confluentes; nearest installed city field at 2.37px; lower-confidence map proxy.
colmenar,antq_celtiberian,Mantua,PLE:236534;PLN:236534/mantua;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 236534/mantua; nearest installed city field at 2.99px; lower-confidence map proxy.
constantina,antq_turdetanian,Munigua,PLE:256318;PLN:256318/munigua;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 256318/munigua; nearest installed city field at 2.58px; lower-confidence map proxy.
corleone,antq_greek_koine,Triokala,PLE:462525;PLN:462525/triokala;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 462525/triokala; nearest installed city field at 1.58px; lower-confidence map proxy.
coucy,antq_suessionian,Contra Aginnum,PLE:108905;PLN:108905/contra-aginnum;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 108905/contra-aginnum; nearest installed city field at 2.27px; lower-confidence map proxy.
csantangelo,antq_oscan_umbrian,Hatria,PLE:413163;PLN:413163/hatria;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 413163/hatria; nearest installed city field at 2.67px; lower-confidence map proxy.
damanhur,antq_egyptian,Psenemphaia,PLE:727208;PLN:727208/psenemphaia;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 727208/psenemphaia; nearest installed city field at 1.66px; lower-confidence map proxy.
dara,antq_parthian,Zizia,PLE:678458;PLN:678458/zizia;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 678458/zizia; nearest installed city field at 2.52px; lower-confidence map proxy.
deir_qamar,antq_phoenician_punic,Porphyreon Polis,PLE:678338;PLN:678338/porphyreon-polis;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 678338/porphyreon-polis; nearest installed city field at 3.10px; lower-confidence map proxy.
demirci,antq_lydian,Pereudos,PLE:609373;PLN:609373/pereudos;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 609373/pereudos; nearest installed city field at 1.93px; lower-confidence map proxy.
durango,antq_autrigonian,Veleia,PLE:246232;PLN:246232/veleia;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 246232/veleia; nearest installed city field at 1.96px; lower-confidence map proxy.
duren,antq_istvaeonic,Iuliacum,PLE:109068;PLN:109068/iuliacum;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 109068/iuliacum; nearest installed city field at 2.84px; lower-confidence map proxy.
dwarahat,antq_indo_aryan,Adisdara,PLE:59656;PLN:59656/adisdara;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 59656/adisdara; nearest installed city field at 2.40px; lower-confidence map proxy.
edremit,antq_greek_koine,Attea,PLE:550473;PLN:550473/attea;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 550473/attea; nearest installed city field at 3.11px; lower-confidence map proxy.
eichstatt,antq_suebian,Venaxamodurum,PLE:119019;PLN:119019/venaxamodurum;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 119019/venaxamodurum; nearest installed city field at 2.03px; lower-confidence map proxy.
el_burullus,antq_egyptian,Bolbitine,PLE:727085;PLN:727085/bolbitine;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 727085/bolbitine; nearest installed city field at 2.47px; lower-confidence map proxy.
el_ksour,antq_phoenician_punic,Thugga Terebenthina,PLE:324834;PLN:324834/thugga-terebenthina;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 324834/thugga-terebenthina; nearest installed city field at 2.47px; lower-confidence map proxy.
el_milia,antq_phoenician_punic,Milev,PLE:305109;PLN:305109/milev;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 305109/milev; nearest installed city field at 1.70px; lower-confidence map proxy.
el_tor,antq_aramaic,Rhaithou,PLE:746806;PLN:746806/rhaithou;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 746806/rhaithou; nearest installed city field at 2.13px; lower-confidence map proxy.
elbistan,antq_leucosyrian,Ablastha,PLE:628917;PLN:628917/ablastha;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 628917/ablastha; nearest installed city field at 2.89px; lower-confidence map proxy.
ensisheim,antq_germanic,Uruncis,PLE:177649;PLN:177649/uruncis;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 177649/uruncis; nearest installed city field at 1.56px; lower-confidence map proxy.
farah,antq_saka,Phra,PLE:29718;PLN:29718/phra;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 29718/phra; nearest installed city field at 2.94px; lower-confidence map proxy.
farsala,antq_greek_koine,Xyniai,PLE:541174;PLN:541174/xyniai;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 541174/xyniai; nearest installed city field at 2.08px; lower-confidence map proxy.
fehervar,antq_pannonian,Gorsium,PLE:197287;PLN:197287/gorsium;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 197287/gorsium; nearest installed city field at 2.15px; lower-confidence map proxy.
ferrol,antq_artabrian,Phlaouia Lambris,PLE:236600;PLN:236600/phlaouia-lambris;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 236600/phlaouia-lambris; nearest installed city field at 1.64px; lower-confidence map proxy.
finike,antq_lycian,Phoinix,PLE:639056;PLN:639056/phoinix;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 639056/phoinix; nearest installed city field at 2.63px; lower-confidence map proxy.
francavilla,antq_oscan_umbrian,Manduria,PLE:442644;PLN:442644/manduria;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 442644/manduria; nearest installed city field at 1.91px; lower-confidence map proxy.
gemerek,antq_cappadocian,Eulepa,PLE:628974;PLN:628974/eulepa;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 628974/eulepa; nearest installed city field at 1.55px; lower-confidence map proxy.
geneve,antq_helvetian,Boutae,PLE:167685;PLN:167685/boutae;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 167685/boutae; nearest installed city field at 2.88px; lower-confidence map proxy.
gergal,antq_turdetanian,Turaniana,PLE:266074;PLN:266074/turaniana;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 266074/turaniana; nearest installed city field at 2.88px; lower-confidence map proxy.
glubocica,antq_pannonian,Ad Fines,PLE:206879;PLN:206879/ad-fines;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 206879/ad-fines; nearest installed city field at 3.17px; lower-confidence map proxy.
grafenau,antq_suebian,Quintana,PLE:118919;PLN:118919/quintana;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 118919/quintana; nearest installed city field at 3.04px; lower-confidence map proxy.
guzelhisar,antq_ionian,Amyzon,PLE:599489;PLN:599489/amyzon;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 599489/amyzon; nearest installed city field at 3.15px; lower-confidence map proxy.
haguenau,antq_germanic,Brocomagus,PLE:108828;PLN:108828/brocomagus;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 108828/brocomagus; nearest installed city field at 1.77px; lower-confidence map proxy.
hatunsaray,antq_phrygian,Takourtha,PLE:648787;PLN:648787/takourtha;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 648787/takourtha; nearest installed city field at 1.76px; lower-confidence map proxy.
iskenderun,antq_cilician_pedian,Issos,PLE:658490;PLN:658490/issos;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 658490/issos; nearest installed city field at 2.54px; lower-confidence map proxy.
isparta,antq_cabalian,Keraia,PLE:638913;PLN:638913/keraia;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 638913/keraia; nearest installed city field at 2.98px; lower-confidence map proxy.
jableh,antq_parthian,Paltos,PLE:668332;PLN:668332/paltos;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 668332/paltos; nearest installed city field at 3.20px; lower-confidence map proxy.
jaen,antq_oretan,Ebura,PLE:265882;PLN:265882/ebura;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 265882/ebura; nearest installed city field at 2.60px; lower-confidence map proxy.
jumilla,antq_iberian,Segisa,PLE:266035;PLN:266035/segisa;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 266035/segisa; nearest installed city field at 2.93px; lower-confidence map proxy.
kafr_saqr,antq_egyptian,Diokleous Kome,PLE:727110;PLN:727110/diokleous-kome;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 727110/diokleous-kome; nearest installed city field at 3.02px; lower-confidence map proxy.
kalavryta,antq_greek_koine,Thelpousa,PLE:570722;PLN:570722/thelpousa;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 570722/thelpousa; nearest installed city field at 2.43px; lower-confidence map proxy.
karahisar_i_teke,antq_pamphylian,Perge,PLE:639048;PLN:639048/perge;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 639048/perge; nearest installed city field at 2.52px; lower-confidence map proxy.
karytaina,antq_greek_koine,Andania,PLE:570079;PLN:570079/andania;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 570079/andania; nearest installed city field at 2.15px; lower-confidence map proxy.
kelibia,antq_phoenician_punic,Curubis,PLE:314943;PLN:314943/curubis;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 314943/curubis; nearest installed city field at 1.89px; lower-confidence map proxy.
kerma,antq_blemmyan,Acina,PLE:805589;PLN:805589/acina;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 805589/acina; nearest installed city field at 1.61px; lower-confidence map proxy.
kezlev,antq_scythian,Kerkinitis,PLE:226658;PLN:226658/kerkinitis;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 226658/kerkinitis; nearest installed city field at 3.20px; lower-confidence map proxy.
kljuc,antq_illyrian,Leusaba,PLE:197350;PLN:197350/leusaba;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 197350/leusaba; nearest installed city field at 2.82px; lower-confidence map proxy.
krk,antq_iapodian,Curicum,PLE:197235;PLN:197235/curicum;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 197235/curicum; nearest installed city field at 2.79px; lower-confidence map proxy.
krupanj,antq_scordiscan,Domavium,PLE:207088;PLN:207088/domavium;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 207088/domavium; nearest installed city field at 2.82px; lower-confidence map proxy.
kyparissia,antq_greek_koine,Pylos,PLE:570640;PLN:570640/pylos;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 570640/pylos; nearest installed city field at 2.69px; lower-confidence map proxy.
kyrenia,antq_aramaic,Makaria,PLE:707570;PLN:707570/makaria;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 707570/makaria; nearest installed city field at 2.63px; lower-confidence map proxy.
larino,antq_oscan_umbrian,Uscosium,PLE:433177;PLN:433177/uscosium;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 433177/uscosium; nearest installed city field at 2.65px; lower-confidence map proxy.
leiria,antq_lusitanian,Collippo,PLE:256120;PLN:256120/collippo;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 256120/collippo; nearest installed city field at 1.79px; lower-confidence map proxy.
leon,antq_asturian,Baedunia,PLE:236364;PLN:236364/baedunia;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 236364/baedunia; nearest installed city field at 3.00px; lower-confidence map proxy.
leukas,antq_greek_koine,Panormos,PLE:531041;PLN:531041/panormos;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 531041/panormos; nearest installed city field at 2.14px; lower-confidence map proxy.
lichtenfels,antq_suebian,Menosgada,PLE:123101;PLN:123101/menosgada;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 123101/menosgada; nearest installed city field at 3.02px; lower-confidence map proxy.
livorno,antq_etruscan,Vada Volaterrana,PLE:403288;PLN:403288/vada-volaterrana;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 403288/vada-volaterrana; nearest installed city field at 3.16px; lower-confidence map proxy.
lucena,antq_turdetanian,Ventipo,PLE:256511;PLN:256511/ventipo;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 256511/ventipo; nearest installed city field at 2.74px; lower-confidence map proxy.
lusta,antq_scythian,Lagyra,PLE:226674;PLN:226674/lagyra;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 226674/lagyra; nearest installed city field at 2.16px; lower-confidence map proxy.
macerata,antq_oscan_umbrian,Aesis,PLE:413002;PLN:413002/aesis;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 413002/aesis; nearest installed city field at 3.14px; lower-confidence map proxy.
malatya,antq_comanaean,Leugaisa,PLE:629027;PLN:629027/leugaisa;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 629027/leugaisa; nearest installed city field at 1.67px; lower-confidence map proxy.
manavgat,antq_pamphylian,Seleukeia,PLE:639099;PLN:639099/seleukeia;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 639099/seleukeia; nearest installed city field at 2.55px; lower-confidence map proxy.
manfredonia,antq_oscan_umbrian,Sipontum,PLE:442797;PLN:442797/sipontum;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 442797/sipontum; nearest installed city field at 2.54px; lower-confidence map proxy.
mapa,antq_sarmatian,Gorgippia,PLE:825265;PLN:825265/gorgippia;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 825265/gorgippia; nearest installed city field at 1.95px; lower-confidence map proxy.
mardan,antq_gandhari,Peukelaotis,PLE:59731;PLN:59731/peukelaotis;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 59731/peukelaotis; nearest installed city field at 3.02px; lower-confidence map proxy.
marmaris,antq_carian,Syme,PLE:599950;PLN:599950/syme;T2W,tier2,Wide Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 599950/syme; nearest installed city field at 2.35px; lower-confidence map proxy.
