location,culture,historical_name,source,confidence,note
gallipoliita,antq_oscan_umbrian,Uzentini,PLE:442841;PLN:442841/uzentini;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 442841/uzentini; nearest installed city field at 1.49px; lower-confidence map proxy.
gravia,antq_greek_koine,Antikyra,PLE:540642;PLN:540642/antikyra;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 540642/antikyra; nearest installed city field at 1.06px; lower-confidence map proxy.
grevena,antq_orestian,Aiginion,PLE:530787;PLN:530787/aiginion;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 530787/aiginion; nearest installed city field at 0.58px; lower-confidence map proxy.
grimsby,antq_corieltauvian,Petuaria,PLE:79639;PLN:79639/petuaria;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 79639/petuaria; nearest installed city field at 1.17px; lower-confidence map proxy.
guntur,antq_proto_telugu_kannada,Kantakossyla,PLE:50038;PLN:50038/kantakossyla;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 50038/kantakossyla; nearest installed city field at 1.44px; lower-confidence map proxy.
hazro,antq_aramaic,Nabaris,PLE:874616;PLN:874616/nabaris;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 874616/nabaris; nearest installed city field at 1.11px; lower-confidence map proxy.
huwwarin,antq_parthian,Atera,PLE:668327;PLN:668327/atera;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 668327/atera; nearest installed city field at 1.33px; lower-confidence map proxy.
idlib,antq_parthian,Seleukobelos,PLE:668364;PLN:668364/seleukobelos;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 668364/seleukobelos; nearest installed city field at 0.60px; lower-confidence map proxy.
irbid,antq_parthian,Bethezoba,PLE:678064;PLN:678064/bethezoba;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 678064/bethezoba; nearest installed city field at 1.46px; lower-confidence map proxy.
jijel,antq_phoenician_punic,Cuicul,PLE:305068;PLN:305068/cuicul;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 305068/cuicul; nearest installed city field at 0.19px; lower-confidence map proxy.
judenburg,antq_noric,Noreia,PLE:197411;PLN:197411/noreia;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 197411/noreia; nearest installed city field at 0.71px; lower-confidence map proxy.
kas,antq_lycian,Megiste,PLE:638988;PLN:638988/megiste;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 638988/megiste; nearest installed city field at 0.86px; lower-confidence map proxy.
kozluk,antq_aramaic,Cholimma,PLE:874774;PLN:874774/cholimma;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 874774/cholimma; nearest installed city field at 1.28px; lower-confidence map proxy.
kymi,antq_greek_koine,Oinoe,PLE:580039;PLN:580039/oinoe;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 580039/oinoe; nearest installed city field at 1.21px; lower-confidence map proxy.
kythnos,antq_greek_koine,Seriphos,PLE:590043;PLN:590043/seriphos;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 590043/seriphos; nearest installed city field at 1.06px; lower-confidence map proxy.
la_mamora,antq_berber,Thamusida,PLE:275734;PLN:275734/thamusida;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 275734/thamusida; nearest installed city field at 1.38px; lower-confidence map proxy.
landsberg,antq_suebian,Abodiacum,PLE:187242;PLN:187242/abodiacum;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 187242/abodiacum; nearest installed city field at 1.35px; lower-confidence map proxy.
loidoriki,antq_greek_koine,Oineon,PLE:540972;PLN:540972/oineon;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 540972/oineon; nearest installed city field at 1.15px; lower-confidence map proxy.
manacor,antq_latin,Guium,PLE:265906;PLN:265906/guium;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 265906/guium; nearest installed city field at 1.50px; lower-confidence map proxy.
mateur,antq_phoenician_punic,Elephantaria,PLE:314951;PLN:314951/elephantaria;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 314951/elephantaria; nearest installed city field at 0.93px; lower-confidence map proxy.
merv,antq_bactrian,Antiochia,PLE:961873;PLN:961873/antiochia;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 961873/antiochia; nearest installed city field at 0.49px; lower-confidence map proxy.
mystras,antq_greek_koine,Las,PLE:570417;PLN:570417/las;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 570417/las; nearest installed city field at 1.40px; lower-confidence map proxy.
nantwich,antq_british_cornovian,Salinae,PLE:79667;PLN:79667/salinae;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 79667/salinae; nearest installed city field at 0.86px; lower-confidence map proxy.
nola,antq_latin,Vicus Novaniensis,PLE:433195;PLN:433195/vicus-novaniensis;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 433195/vicus-novaniensis; nearest installed city field at 0.61px; lower-confidence map proxy.
olite,antq_vasconian,Gracurris,PLE:246435;PLN:246435/gracurris;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 246435/gracurris; nearest installed city field at 1.47px; lower-confidence map proxy.
oreos,antq_greek_koine,Kynos,PLE:540896;PLN:540896/kynos;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 540896/kynos; nearest installed city field at 0.37px; lower-confidence map proxy.
pirloganda,antq_phrygian,Thouththourbia,PLE:648795;PLN:648795/thouththourbia;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 648795/thouththourbia; nearest installed city field at 0.24px; lower-confidence map proxy.
preveza,antq_greek_koine,Nicopolis,PLE:531013;PLN:531013/nicopolis;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 531013/nicopolis; nearest installed city field at 1.24px; lower-confidence map proxy.
qusayr,antq_parthian,Triparadeisos,PLE:668393;PLN:668393/triparadeisos;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 668393/triparadeisos; nearest installed city field at 0.49px; lower-confidence map proxy.
reading,antq_british_atrebatic,Spinis,PLE:79692;PLN:79692/spinis;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 79692/spinis; nearest installed city field at 0.45px; lower-confidence map proxy.
rijeka,antq_iapodian,Lauriana,PLE:197347;PLN:197347/lauriana;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 197347/lauriana; nearest installed city field at 1.14px; lower-confidence map proxy.
ripoll,antq_indigetan,Auso,PLE:246212;PLN:246212/auso;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 246212/auso; nearest installed city field at 1.09px; lower-confidence map proxy.
safranbolu,antq_mariandynian,Kimista,PLE:844983;PLN:844983/kimista;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 844983/kimista; nearest installed city field at 0.95px; lower-confidence map proxy.
sanlucar_la_mayor,antq_turdetanian,Olontigi,PLE:256339;PLN:256339/olontigi;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 256339/olontigi; nearest installed city field at 0.69px; lower-confidence map proxy.
sansevero,antq_oscan_umbrian,Teanum Apulum,PLE:442815;PLN:442815/teanum-apulum;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 442815/teanum-apulum; nearest installed city field at 1.49px; lower-confidence map proxy.
santiago_compostela,antq_gallaecian,Turris Augusti,PLE:236698;PLN:236698/turris-augusti;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 236698/turris-augusti; nearest installed city field at 1.46px; lower-confidence map proxy.
sharuna,antq_egyptian,Tholthis,PLE:737087;PLN:737087/tholthis;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 737087/tholthis; nearest installed city field at 1.24px; lower-confidence map proxy.
stafford,antq_british_cornovian,Pennocrucium,PLE:79638;PLN:79638/pennocrucium;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 79638/pennocrucium; nearest installed city field at 1.27px; lower-confidence map proxy.
strumica,antq_paeonian,Eidomene,PLE:491586;PLN:491586/eidomene;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 491586/eidomene; nearest installed city field at 1.22px; lower-confidence map proxy.
susaco,antq_sarmatian,Pagras Limen,PLE:825407;PLN:825407/pagras-limen;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 825407/pagras-limen; nearest installed city field at 0.86px; lower-confidence map proxy.
tekouch,antq_phoenician_punic,Aquae Thibilitanae,PLE:305030;PLN:305030/aquae-thibilitanae;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 305030/aquae-thibilitanae; nearest installed city field at 1.40px; lower-confidence map proxy.
tomar,antq_lusitanian,Tubucci,PLE:256486;PLN:256486/tubucci;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 256486/tubucci; nearest installed city field at 1.30px; lower-confidence map proxy.
tripolitsa,antq_greek_koine,Oresthasion,PLE:570536;PLN:570536/oresthasion;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 570536/oresthasion; nearest installed city field at 0.94px; lower-confidence map proxy.
valenciennes,antq_belgic,Fanum Martis,PLE:108977;PLN:108977/fanum-martis;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 108977/fanum-martis; nearest installed city field at 1.03px; lower-confidence map proxy.
volterra,antq_etruscan,Volaterrae,PLE:403292;PLN:403292/volaterrae;T2,tier2,Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 403292/volaterrae; nearest installed city field at 1.26px; lower-confidence map proxy.
