location,culture,historical_name,source,confidence,note
almodovar_del_campo,antq_celtiberian,Solia,PLE:256456;PLN:256456/solia;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 256456/solia; nearest installed city field at 6.74px; far lower-confidence map proxy.
almonaster_la_real,antq_turdulian,Ilipoula,PLE:256221;PLN:256221/ilipoula;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 256221/ilipoula; nearest installed city field at 8.78px; far lower-confidence map proxy.
almunecar,antq_bastetan,Selambina,PLE:266037;PLN:266037/selambina;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 266037/selambina; nearest installed city field at 9.20px; far lower-confidence map proxy.
altinekin,antq_lycaonian,Kongoustos,PLE:619190;PLN:619190/kongoustos;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 619190/kongoustos; nearest installed city field at 10.92px; far lower-confidence map proxy.
altintas,antq_pisidian,Kidyessos,PLE:609433;PLN:609433/kidyessos;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 609433/kidyessos; nearest installed city field at 6.84px; far lower-confidence map proxy.
alvito,antq_celtician,Metallum Vipascense,PLE:256297;PLN:256297/metallum-vipascense;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 256297/metallum-vipascense; nearest installed city field at 7.74px; far lower-confidence map proxy.
amberd,antq_armenian,Kainepolis,PLE:863815;PLN:863815/kainepolis;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 863815/kainepolis; nearest installed city field at 6.99px; far lower-confidence map proxy.
amersfoort,antq_batavian,Traiectum,PLE:99046;PLN:99046/traiectum;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 99046/traiectum; nearest installed city field at 8.91px; far lower-confidence map proxy.
amesbury,antq_british_belgic,Cunetio,PLE:79409;PLN:79409/cunetio;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 79409/cunetio; nearest installed city field at 9.58px; far lower-confidence map proxy.
amol_turkmenabad,antq_sogdian,Chatracharta,PLE:29525;PLN:29525/chatracharta;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 29525/chatracharta; nearest installed city field at 9.12px; far lower-confidence map proxy.
anavarza,antq_aramaic,Adana,PLE:648548;PLN:648548/adana;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 648548/adana; nearest installed city field at 7.42px; far lower-confidence map proxy.
andria,antq_oscan_umbrian,Canusium,PLE:442525;PLN:442525/canusium;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 442525/canusium; nearest installed city field at 9.49px; far lower-confidence map proxy.
angelokastron,antq_greek_koine,Oiniadai,PLE:531016;PLN:531016/oiniadai;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 531016/oiniadai; nearest installed city field at 6.04px; far lower-confidence map proxy.
anhialo,antq_sapaean,Anchialus,PLE:216702;PLN:216702/anchialus;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 216702/anchialus; nearest installed city field at 6.11px; far lower-confidence map proxy.
aqmecit,antq_scythian,Kalos Limen,PLE:226646;PLN:226646/kalos-limen;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 226646/kalos-limen; nearest installed city field at 11.42px; far lower-confidence map proxy.
aquila,antq_oscan_umbrian,Tiora Matiene,PLE:413342;PLN:413342/tiora-matiene-1;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 413342/tiora-matiene-1; nearest installed city field at 8.97px; far lower-confidence map proxy.
ar_rabb,antq_aramaic,Idu,PLE:894008;PLN:894008/idu;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 894008/idu; nearest installed city field at 9.43px; far lower-confidence map proxy.
aracena,antq_turdulian,Lastigi,PLE:256260;PLN:256260/lastigi;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 256260/lastigi; nearest installed city field at 6.77px; far lower-confidence map proxy.
arapgir,antq_cappadocian,Sartona,PLE:629071;PLN:629071/sartona;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 629071/sartona; nearest installed city field at 11.94px; far lower-confidence map proxy.
argenta,antq_cisalpine_gallic,Vicus Aventia,PLE:393514;PLN:393514/vicus-aventia;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 393514/vicus-aventia; nearest installed city field at 6.95px; far lower-confidence map proxy.
argentan,antq_aulerci_eburovician,Noiodounon,PLE:69538;PLN:69538/noiodounon;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 69538/noiodounon; nearest installed city field at 6.92px; far lower-confidence map proxy.
arguvan,antq_cappadocian,Siniskolon,PLE:629080;PLN:629080/siniskolon;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 629080/siniskolon; nearest installed city field at 7.79px; far lower-confidence map proxy.
argyrokastro,antq_enchelean,Maiandria,PLE:530989;PLN:530989/maiandria;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 530989/maiandria; nearest installed city field at 6.62px; far lower-confidence map proxy.
aroche,antq_turdulian,Kortikata,PLE:256244;PLN:256244/kortikata;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 256244/kortikata; nearest installed city field at 7.72px; far lower-confidence map proxy.
arsuz,antq_parthian,Rhosos,PLE:658585;PLN:658585/rhosos;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 658585/rhosos; nearest installed city field at 7.24px; far lower-confidence map proxy.
arta,antq_greek_koine,Argos Amphilochikon,PLE:530809;PLN:530809/argos-amphilochikon;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 530809/argos-amphilochikon; nearest installed city field at 6.35px; far lower-confidence map proxy.
arzew,antq_berber,Tasaccora,PLE:285529;PLN:285529/tasaccora;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 285529/tasaccora; nearest installed city field at 11.36px; far lower-confidence map proxy.
ascolipiceno,antq_oscan_umbrian,Falerio,PLE:413127;PLN:413127/falerio;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 413127/falerio; nearest installed city field at 6.85px; far lower-confidence map proxy.
ashmunayn,antq_egyptian,Thone,PLE:756662;PLN:756662/thone;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 756662/thone; nearest installed city field at 11.72px; far lower-confidence map proxy.
aslanapa,antq_greek_koine,Alia,PLE:609298;PLN:609298/alia;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 609298/alia; nearest installed city field at 6.87px; far lower-confidence map proxy.
asola,antq_cisalpine_gallic,Bedriacum,PLE:383584;PLN:383584/bedriacum;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 383584/bedriacum; nearest installed city field at 8.84px; far lower-confidence map proxy.
asyut,antq_egyptian,Sbeht,PLE:756534;PLN:756534/sbeht;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 756534/sbeht; nearest installed city field at 11.72px; far lower-confidence map proxy.
auxonne,antq_lingonian,Pons Dubris,PLE:177607;PLN:177607/pons-dubris;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 177607/pons-dubris; nearest installed city field at 10.86px; far lower-confidence map proxy.
avignon,antq_cavaric,Cabellio,PLE:148027;PLN:148027/cabellio;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 148027/cabellio; nearest installed city field at 7.26px; far lower-confidence map proxy.
avila,antq_celtiberian,Obila,PLE:236361;PLN:236361/obila;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 236361/obila; nearest installed city field at 8.50px; far lower-confidence map proxy.
avlonya,antq_enchelean,Chimaira,PLE:481789;PLN:481789/chimaira;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 481789/chimaira; nearest installed city field at 7.41px; far lower-confidence map proxy.
ayamonte,antq_turdulian,Aesuris,PLE:256008;PLN:256008/aesuris;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 256008/aesuris; nearest installed city field at 9.34px; far lower-confidence map proxy.
ayas,antq_cilician_pedian,Mopsouestia,PLE:658538;PLN:658538/mopsouestia;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 658538/mopsouestia; nearest installed city field at 6.83px; far lower-confidence map proxy.
aydincik,antq_macronian,Pleuramis,PLE:857284;PLN:857284/pleuramis;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 857284/pleuramis; nearest installed city field at 10.64px; far lower-confidence map proxy.
aynuna,antq_arab,Onne,PLE:814698;PLN:814698/onne;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 814698/onne; nearest installed city field at 11.04px; far lower-confidence map proxy.
aytos,antq_sapaean,Deultum,PLE:216788;PLN:216788/deultum;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 216788/deultum; nearest installed city field at 6.14px; far lower-confidence map proxy.
azuaga,antq_lusitanian,Regina,PLE:256397;PLN:256397/regina;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 256397/regina; nearest installed city field at 6.89px; far lower-confidence map proxy.
bada_yaqub,antq_arab,Badais,PLE:814664;PLN:814664/badais;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 814664/badais; nearest installed city field at 10.75px; far lower-confidence map proxy.
baden,antq_suebian,Aquae,PLE:108748;PLN:108748/aquae;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 108748/aquae; nearest installed city field at 7.91px; far lower-confidence map proxy.
badi,antq_blemmyan,Ptolemais Theron,PLE:39409;PLN:39409/ptolemais-theron;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 39409/ptolemais-theron; nearest installed city field at 9.63px; far lower-confidence map proxy.
baghai,antq_phoenician_punic,Cedias,PLE:334525;PLN:334525/cedias;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 334525/cedias; nearest installed city field at 7.80px; far lower-confidence map proxy.
baia_de_aries,antq_dacian,Alburnus Maior,PLE:281718504;PLN:281718504/alburnus-maior;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 281718504/alburnus-maior; nearest installed city field at 8.07px; far lower-confidence map proxy.
bajaur,antq_gandhari,Masoga,PLE:59922;PLN:59922/masoga;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 59922/masoga; nearest installed city field at 9.73px; far lower-confidence map proxy.
balad_ruz,antq_aramaic,Aberta,PLE:893927;PLN:893927/aberta;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 893927/aberta; nearest installed city field at 10.52px; far lower-confidence map proxy.
balaguer,antq_ceretanian,Ilerda,PLE:246431;PLN:246431/ilerda;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 246431/ilerda; nearest installed city field at 8.30px; far lower-confidence map proxy.
balhaf,antq_himyarite,Maipha,PLE:39373;PLN:39373/maipha;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 39373/maipha; nearest installed city field at 7.18px; far lower-confidence map proxy.
baligram,antq_gandhari,Embolima,PLE:59803;PLN:59803/embolima;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 59803/embolima; nearest installed city field at 10.92px; far lower-confidence map proxy.
baliseyh,antq_trocmian,Ecobrogis,PLE:619153;PLN:619153/ecobrogis;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 619153/ecobrogis; nearest installed city field at 7.96px; far lower-confidence map proxy.
ballsh,antq_taulantian,Aulon,PLE:481750;PLN:481750/aulon;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 481750/aulon; nearest installed city field at 6.56px; far lower-confidence map proxy.
bampton,antq_dumnonian,Isca,PLE:79531;PLN:79531/isca;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 79531/isca; nearest installed city field at 8.88px; far lower-confidence map proxy.
bamyan,antq_bactrian,Karnasa,PLE:60476;PLN:60476/karnasa;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 60476/karnasa; nearest installed city field at 9.19px; far lower-confidence map proxy.
bankapura,antq_proto_telugu_kannada,Banaouasei,PLE:49895;PLN:49895/banaouasei;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 49895/banaouasei; nearest installed city field at 9.71px; far lower-confidence map proxy.
bansko,antq_macedonian,Neine,PLE:491672;PLN:491672/neine;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 491672/neine; nearest installed city field at 11.25px; far lower-confidence map proxy.
bar_sur_aube,antq_belgic,Segessera,PLE:109335;PLN:109335/segessera;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 109335/segessera; nearest installed city field at 8.24px; far lower-confidence map proxy.
bar_sur_seine,antq_senonian,Vertillum,PLE:177656;PLN:177656/vertillum;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 177656/vertillum; nearest installed city field at 6.86px; far lower-confidence map proxy.
baran,antq_panchala_prakrit,Chrisobora,PLE:59775;PLN:59775/chrisobora;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 59775/chrisobora; nearest installed city field at 11.53px; far lower-confidence map proxy.
barbastro,antq_ilergetian,Caum,PLE:246318;PLN:246318/caum;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 246318/caum; nearest installed city field at 8.94px; far lower-confidence map proxy.
barking,antq_trinovantian,Noviomagus,PLE:79623;PLN:79623/noviomagus;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 79623/noviomagus; nearest installed city field at 6.06px; far lower-confidence map proxy.
baroda,antq_indo_aryan,Minnagara,PLE:59933;PLN:59933/minnagara;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 59933/minnagara; nearest installed city field at 10.20px; far lower-confidence map proxy.
baskale,antq_armenian,Alouaka,PLE:874315;PLN:874315/alouaka;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 874315/alouaka; nearest installed city field at 6.77px; far lower-confidence map proxy.
bassein,antq_deccan_prakrit,Souppara,PLE:50282;PLN:50282/souppara;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 50282/souppara; nearest installed city field at 10.59px; far lower-confidence map proxy.
batlagundu,antq_tamil,Tainour,PLE:50295;PLN:50295/tainour;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 50295/tainour; nearest installed city field at 8.13px; far lower-confidence map proxy.
bayazit,antq_median,Teroua,PLE:874759;PLN:874759/teroua;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 874759/teroua; nearest installed city field at 9.48px; far lower-confidence map proxy.
bayramlu,antq_tibarenian,Saurania,PLE:857307;PLN:857307/saurania;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 857307/saurania; nearest installed city field at 10.30px; far lower-confidence map proxy.
beaugency,antq_carnutian,Noviodunum,PLE:138494;PLN:138494/noviodunum;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 138494/noviodunum; nearest installed city field at 6.38px; far lower-confidence map proxy.
beaujeu,antq_segusiavian,Asa Paulini,PLE:167657;PLN:167657/asa-paulini;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 167657/asa-paulini; nearest installed city field at 9.74px; far lower-confidence map proxy.
beauvais,antq_bellovacian,Caesaromagus,PLE:108844;PLN:108844/caesaromagus;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 108844/caesaromagus; nearest installed city field at 9.50px; far lower-confidence map proxy.
beja,antq_celtician,Pax Iulia,PLE:256358;PLN:256358/pax-iulia;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 256358/pax-iulia; nearest installed city field at 10.94px; far lower-confidence map proxy.
benauges,antq_viviscan,Alingo,PLE:138172;PLN:138172/alingo;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 138172/alingo; nearest installed city field at 6.62px; far lower-confidence map proxy.
benavente,antq_celtiberian,Vicus Aquarius,PLE:236713;PLN:236713/vicus-aquarius;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 236713/vicus-aquarius; nearest installed city field at 8.46px; far lower-confidence map proxy.
bergerac,antq_petrocorian,Ussubium,PLE:138635;PLN:138635/ussubium;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 138635/ussubium; nearest installed city field at 7.70px; far lower-confidence map proxy.
bethune,antq_atrebatian,Tarvenna,PLE:109366;PLN:109366/tarvenna;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 109366/tarvenna; nearest installed city field at 10.42px; far lower-confidence map proxy.
beysehir,antq_homonadean,Amblada,PLE:638741;PLN:638741/amblada;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 638741/amblada; nearest installed city field at 7.72px; far lower-confidence map proxy.
bienne,antq_helvetian,Col. Aventicum,PLE:177495;PLN:177495/col-aventicum;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 177495/col-aventicum; nearest installed city field at 8.48px; far lower-confidence map proxy.
bilbeis,antq_egyptian,Leontopolis,PLE:727147;PLN:727147/leontopolis;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 727147/leontopolis; nearest installed city field at 6.94px; far lower-confidence map proxy.
bilecik,antq_greek_koine,Sarkotyle,PLE:511409;PLN:511409/sarkotyle;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 511409/sarkotyle; nearest installed city field at 6.82px; far lower-confidence map proxy.
birecik,antq_syriac,Caphrena,PLE:658424;PLN:658424/caphrena;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 658424/caphrena; nearest installed city field at 8.70px; far lower-confidence map proxy.
birkenfeld,antq_istvaeonic,Belginum,PLE:108802;PLN:108802/belginum;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 108802/belginum; nearest installed city field at 8.53px; far lower-confidence map proxy.
birmingham,antq_dobunnic,Manduessedum,PLE:79592;PLN:79592/manduessedum;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 79592/manduessedum; nearest installed city field at 6.11px; far lower-confidence map proxy.
biskra,antq_musulamian,Thabudeos,PLE:334632;PLN:334632/thabudeos;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 334632/thabudeos; nearest installed city field at 10.29px; far lower-confidence map proxy.
bitola,antq_pelagonian,Herakleia,PLE:481861;PLN:481861/herakleia;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 481861/herakleia; nearest installed city field at 7.06px; far lower-confidence map proxy.
bivona,antq_greek_koine,Akragas,PLE:462086;PLN:462086/name.2015-09-29.4564435521;T2F,tier2,Far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 462086/name.2015-09-29.4564435521; nearest installed city field at 7.66px; far lower-confidence map proxy.
