location,culture,historical_name,source,confidence,note
dakahla,antq_egyptian,Diospolis Kato,PLE:727111;PLN:727111/diospolis-kato;T2R,tier2,Remote Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 727111/diospolis-kato; nearest installed city field at 5.80px; remote lower-confidence map proxy.
darende,antq_cappadocian,Dalanda,PLE:628962;PLN:628962/dalanda;T2R,tier2,Remote Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 628962/dalanda; nearest installed city field at 4.40px; remote lower-confidence map proxy.
darmstadt,antq_chattic,Vicus Augustanus,PLE:109423;PLN:109423/vicus-augustanus;T2R,tier2,Remote Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 109423/vicus-augustanus; nearest installed city field at 4.15px; remote lower-confidence map proxy.
daventry,antq_catuvellaunian,Bannaventa,PLE:79313;PLN:79313/bannaventa;T2R,tier2,Remote Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 79313/bannaventa; nearest installed city field at 3.47px; remote lower-confidence map proxy.
demetrias,antq_greek_koine,Larisaios,PLE:540904;PLN:540904/larisaios;T2R,tier2,Remote Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 540904/larisaios; nearest installed city field at 4.39px; remote lower-confidence map proxy.
denbigh,antq_deceanglian,Varis,PLE:79730;PLN:79730/varis;T2R,tier2,Remote Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 79730/varis; nearest installed city field at 5.51px; remote lower-confidence map proxy.
devrekani,antq_paphlagonian,Bonita,PLE:844884;PLN:844884/bonita;T2R,tier2,Remote Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 844884/bonita; nearest installed city field at 5.42px; remote lower-confidence map proxy.
digne,antq_vocontian,Reii,PLE:157805;PLN:157805/reii;T2R,tier2,Remote Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 157805/reii; nearest installed city field at 4.63px; remote lower-confidence map proxy.
dillingen,antq_suebian,Phoebiana,PLE:118904;PLN:118904/phoebiana;T2R,tier2,Remote Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 118904/phoebiana; nearest installed city field at 3.46px; remote lower-confidence map proxy.
dluk,antq_parthian,Gaziantep,PLE:534964140;PLN:534964140/gaziantep;T2R,tier2,Remote Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 534964140/gaziantep; nearest installed city field at 4.42px; remote lower-confidence map proxy.
