location,culture,historical_name,source,confidence,note
bartin,antq_mariandynian,Tios,PLE:845084;PLN:845084/tios;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 845084/tios; nearest installed city field at 15.39px; ultra-far lower-confidence map proxy.
bastam,antq_hyrcanian,Bistam,PLE:942250;PLN:942250/bistam;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 942250/bistam; nearest installed city field at 12.99px; ultra-far lower-confidence map proxy.
bayburt,antq_armenian,Tareina,PLE:874448;PLN:874448/tareina;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 874448/tareina; nearest installed city field at 14.61px; ultra-far lower-confidence map proxy.
bayeux,antq_baiocassian,Augustodurum,PLE:69471;PLN:69471/augustodurum;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 69471/augustodurum; nearest installed city field at 16.85px; ultra-far lower-confidence map proxy.
bedale,antq_brigantian,Cataractonium,PLE:89143;PLN:89143/cataractonium;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 89143/cataractonium; nearest installed city field at 12.05px; ultra-far lower-confidence map proxy.
berat,antq_taulantian,Antipatreia,PLE:481724;PLN:481724/antipatreia;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 481724/antipatreia; nearest installed city field at 12.39px; ultra-far lower-confidence map proxy.
bettiah,antq_videha_prakrit,Rhappha,PLE:60018;PLN:60018/rhappha;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 60018/rhappha; nearest installed city field at 19.81px; ultra-far lower-confidence map proxy.
bitlis,antq_armenian,Bałałēš,PLE:874438;PLN:874438/ba142a142es;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 874438/ba142a142es; nearest installed city field at 16.82px; ultra-far lower-confidence map proxy.
bodrog,antq_dacian,Ad Novas,PLE:197077;PLN:197077/ad-novas;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 197077/ad-novas; nearest installed city field at 12.86px; ultra-far lower-confidence map proxy.
brak,antq_garamantian,Baracum,PLE:354100;PLN:354100/baracum;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 354100/baracum; nearest installed city field at 19.96px; ultra-far lower-confidence map proxy.
brest,antq_armorican,Osismii,PLE:69511;PLN:69511/osismii;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 69511/osismii; nearest installed city field at 14.22px; ultra-far lower-confidence map proxy.
busayrah,antq_aramaic,Zenobia,PLE:894185;PLN:894185/zenobia;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 894185/zenobia; nearest installed city field at 17.96px; ultra-far lower-confidence map proxy.
caransebes,antq_dacian,Praetorium,PLE:207364;PLN:207364/praetorium;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 207364/praetorium; nearest installed city field at 15.30px; ultra-far lower-confidence map proxy.
castres,antq_rutenian,Carcaso,PLE:246294;PLN:246294/carcaso;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 246294/carcaso; nearest installed city field at 13.56px; ultra-far lower-confidence map proxy.
castrovillari,antq_oscan_umbrian,Aufugum,PLE:452266;PLN:452266/aufugum;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 452266/aufugum; nearest installed city field at 12.60px; ultra-far lower-confidence map proxy.
celtik,antq_lycaonian,Tolastochora,PLE:609558;PLN:609558/tolastochora;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 609558/tolastochora; nearest installed city field at 15.08px; ultra-far lower-confidence map proxy.
cetatea_alba,antq_peucinian,Aepolium,PLE:226510;PLN:226510/aepolium;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 226510/aepolium; nearest installed city field at 15.50px; ultra-far lower-confidence map proxy.
chambery,antq_ceutronian,Cularo,PLE:167734;PLN:167734/cularo;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 167734/cularo; nearest installed city field at 12.29px; ultra-far lower-confidence map proxy.
chaves,antq_lusitanian,Vicus Vagornicensis,PLE:236717;PLN:236717/vicus-vagornicensis;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 236717/vicus-vagornicensis; nearest installed city field at 12.86px; ultra-far lower-confidence map proxy.
chlef,antq_berber,Columnata,PLE:285430;PLN:285430/columnata;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 285430/columnata; nearest installed city field at 15.02px; ultra-far lower-confidence map proxy.
ciudadela_de_menorca,antq_latin,Mago,PLE:265960;PLN:265960/mago;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 265960/mago; nearest installed city field at 17.31px; ultra-far lower-confidence map proxy.
cumra,antq_lycaonian,Kodylessos,PLE:648676;PLN:648676/kodylessos;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 648676/kodylessos; nearest installed city field at 15.71px; ultra-far lower-confidence map proxy.
dabaca,antq_dacian,Napoca,PLE:207304;PLN:207304/napoca;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 207304/napoca; nearest installed city field at 14.43px; ultra-far lower-confidence map proxy.
darlington,antq_brigantian,Coriosopitum,PLE:89152;PLN:89152/coriosopitum;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 89152/coriosopitum; nearest installed city field at 12.48px; ultra-far lower-confidence map proxy.
daroca,antq_bellian,Lobeton,PLE:270340;PLN:270340/lobeton;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 270340/lobeton; nearest installed city field at 14.11px; ultra-far lower-confidence map proxy.
datia,antq_indo_aryan,Eragassa,PLE:59807;PLN:59807/eragassa;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 59807/eragassa; nearest installed city field at 14.34px; ultra-far lower-confidence map proxy.
daw_sud,antq_blemmyan,Pide,PLE:798093;PLN:798093/pide;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 798093/pide; nearest installed city field at 18.88px; ultra-far lower-confidence map proxy.
deodar,antq_indo_aryan,Thorax,PLE:60085;PLN:60085/thorax;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 60085/thorax; nearest installed city field at 14.23px; ultra-far lower-confidence map proxy.
deva,antq_dacian,Petris,PLE:207340;PLN:207340/petris;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 207340/petris; nearest installed city field at 15.58px; ultra-far lower-confidence map proxy.
dezful,antq_parthian,Beth Lapat,PLE:912873;PLN:912873/beth-lapat;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 912873/beth-lapat; nearest installed city field at 12.68px; ultra-far lower-confidence map proxy.
domakha,antq_sarmatian,Hygreis,PLE:825272;PLN:825272/hygreis;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 825272/hygreis; nearest installed city field at 21.10px; ultra-far lower-confidence map proxy.
ed_damer,antq_meroitic,Seserem,PLE:805656;PLN:805656/seserem;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 805656/seserem; nearest installed city field at 19.57px; ultra-far lower-confidence map proxy.
egirdir,antq_cabalian,Pednelissos,PLE:639046;PLN:639046/pednelissos;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 639046/pednelissos; nearest installed city field at 14.63px; ultra-far lower-confidence map proxy.
el_alamein,antq_egyptian,Pnigeus,PLE:716624;PLN:716624/pnigeus;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 716624/pnigeus; nearest installed city field at 15.01px; ultra-far lower-confidence map proxy.
el_arish,antq_aramaic,Rhinocolura,PLE:688016;PLN:688016/rhinocolura;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 688016/rhinocolura; nearest installed city field at 18.37px; ultra-far lower-confidence map proxy.
el_bahnasa,antq_egyptian,Artapatou,PLE:736894;PLN:736894/artapatou;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 736894/artapatou; nearest installed city field at 12.88px; ultra-far lower-confidence map proxy.
el_qoseir,antq_egyptian,Myos Hormos,PLE:786069;PLN:786069/myos-hormos;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 786069/myos-hormos; nearest installed city field at 12.92px; ultra-far lower-confidence map proxy.
enguzud,antq_leucosyrian,Germanikeia,PLE:658474;PLN:658474/germanikeia-1;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 658474/germanikeia-1; nearest installed city field at 12.89px; ultra-far lower-confidence map proxy.
ermenek,antq_cilician_trachean,Germanikópolis,PLE:648635;PLN:648635/germanicopolis;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 648635/germanicopolis; nearest installed city field at 14.00px; ultra-far lower-confidence map proxy.
erzurum,antq_armenian,Karin,PLE:874373;PLN:874373/karin;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 874373/karin; nearest installed city field at 18.36px; ultra-far lower-confidence map proxy.
eskil,antq_phrygian,Ardistama,PLE:648568;PLN:648568/ardistama;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 648568/ardistama; nearest installed city field at 18.51px; ultra-far lower-confidence map proxy.
faran,antq_aramaic,Pharan,PLE:746792;PLN:746792/pharan;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 746792/pharan; nearest installed city field at 19.15px; ultra-far lower-confidence map proxy.
faras,antq_blemmyan,Pachoras,PLE:795838;PLN:795838/pachoras;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 795838/pachoras; nearest installed city field at 23.99px; ultra-far lower-confidence map proxy.
feurs,antq_segusiavian,Icidmago,PLE:167791;PLN:167791/icidmago;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 167791/icidmago; nearest installed city field at 12.28px; ultra-far lower-confidence map proxy.
firuzkuh,antq_hyrcanian,Apameia Rhagiane,PLE:942286;PLN:942286/apameia-rhagiane;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 942286/apameia-rhagiane; nearest installed city field at 14.32px; ultra-far lower-confidence map proxy.
gamrun,antq_persian,Harmozon,PLE:29586;PLN:29586/harmozon;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 29586/harmozon; nearest installed city field at 12.10px; ultra-far lower-confidence map proxy.
gandia,antq_contestanian,Saetabis,PLE:266018;PLN:266018/saetabis;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 266018/saetabis; nearest installed city field at 15.38px; ultra-far lower-confidence map proxy.
gereshk,antq_saka,Gari,PLE:59824;PLN:59824/gari;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 59824/gari; nearest installed city field at 17.68px; ultra-far lower-confidence map proxy.
ghadames,antq_garamantian,Cidamus,PLE:344341;PLN:344341/cidamus;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 344341/cidamus; nearest installed city field at 21.12px; ultra-far lower-confidence map proxy.
ghazni,antq_saka,Demetrias,PLE:59694;PLN:59694/demetrias;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 59694/demetrias; nearest installed city field at 16.88px; ultra-far lower-confidence map proxy.
giresun,antq_tibarenian,Kerasous,PLE:857185;PLN:857185/kerasous-1;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 857185/kerasous-1; nearest installed city field at 17.75px; ultra-far lower-confidence map proxy.
goraghat,antq_pundra_early_historic,Puṇḍranagara,PLE:60011;PLN:60011/pun323d323ranagara;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 60011/pun323d323ranagara; nearest installed city field at 20.21px; ultra-far lower-confidence map proxy.
gorele,antq_chalybian,Philokaleia,PLE:857278;PLN:857278/philokaleia;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 857278/philokaleia; nearest installed city field at 15.88px; ultra-far lower-confidence map proxy.
grenoble,antq_allobrogian,Catorissium,PLE:167699;PLN:167699/catorissium;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 167699/catorissium; nearest installed city field at 12.83px; ultra-far lower-confidence map proxy.
gueret,antq_lemovician,Salviacum,PLE:138569;PLN:138569/salviacum;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 138569/salviacum; nearest installed city field at 13.21px; ultra-far lower-confidence map proxy.
hajipur,antq_anga_prakrit,Vaiśālī,PLE:60097;PLN:60097/vaisali;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 60097/vaisali; nearest installed city field at 14.73px; ultra-far lower-confidence map proxy.
hambantota,antq_sinhala,Maagrammon,PLE:50096;PLN:50096/maagrammon;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 50096/maagrammon; nearest installed city field at 18.25px; ultra-far lower-confidence map proxy.
haymana,antq_galatian_tectosagian,Vindia,PLE:609393;PLN:609393/vindia;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 609393/vindia; nearest installed city field at 14.39px; ultra-far lower-confidence map proxy.
hinglaj,antq_saka,Stobera,PLE:60068;PLN:60068/stobera;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 60068/stobera; nearest installed city field at 12.36px; ultra-far lower-confidence map proxy.
hudaida,antq_himyarite,Badeo,PLE:39311;PLN:39311/badeo;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 39311/badeo; nearest installed city field at 14.98px; ultra-far lower-confidence map proxy.
huth,antq_sabaean,Labaetia,PLE:39365;PLN:39365/labaetia;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 39365/labaetia; nearest installed city field at 23.63px; ultra-far lower-confidence map proxy.
imbros,antq_greek_koine,Hephaistia,PLE:550569;PLN:550569/hephaistia;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 550569/hephaistia; nearest installed city field at 15.18px; ultra-far lower-confidence map proxy.
inebolu,antq_paphlagonian,Abṓnou teîchos,PLE:844847;PLN:844847/abonouteichos;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 844847/abonouteichos; nearest installed city field at 16.13px; ultra-far lower-confidence map proxy.
jabar,antq_aramaic,Athis,PLE:668201;PLN:668201/athis;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 668201/athis; nearest installed city field at 14.79px; ultra-far lower-confidence map proxy.
jerez_de_los_caballeros,antq_lusitanian,Nertobriga Concordia Iulia,PLE:256325;PLN:256325/nertobriga-concordia-iulia;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 256325/nertobriga-concordia-iulia; nearest installed city field at 12.59px; ultra-far lower-confidence map proxy.
jijial,antq_gandhari,Aornos,PLE:59687;PLN:59687/aornos;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 59687/aornos; nearest installed city field at 14.34px; ultra-far lower-confidence map proxy.
jonzac,antq_santonian,Burdigala,PLE:138248;PLN:138248/burdigala;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 138248/burdigala; nearest installed city field at 12.65px; ultra-far lower-confidence map proxy.
kandahar,antq_saka,Cufis,PLE:59669;PLN:59669/cufis;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 59669/cufis; nearest installed city field at 17.92px; ultra-far lower-confidence map proxy.
karapinar,antq_phrygian,Barata,PLE:648582;PLN:648582/barata;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 648582/barata; nearest installed city field at 12.33px; ultra-far lower-confidence map proxy.
karvuna,antq_thracian,Marcianopolis,PLE:216878;PLN:216878/marcianopolis;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 216878/marcianopolis; nearest installed city field at 15.90px; ultra-far lower-confidence map proxy.
kayal,antq_tamil,Kolchoi,PLE:50064;PLN:50064/kolchoi-1;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 50064/kolchoi-1; nearest installed city field at 13.86px; ultra-far lower-confidence map proxy.
kebili,antq_phoenician_punic,Ad Templum,PLE:344287;PLN:344287/ad-templum;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 344287/ad-templum; nearest installed city field at 15.30px; ultra-far lower-confidence map proxy.
kelkit,antq_armenian,Arauraka,PLE:857037;PLN:857037/arauraka;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 857037/arauraka; nearest installed city field at 12.42px; ultra-far lower-confidence map proxy.
kesan,antq_thracian,Drabos,PLE:501404;PLN:501404/drabos;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 501404/drabos; nearest installed city field at 12.18px; ultra-far lower-confidence map proxy.
khalfut,antq_himyarite,Ausara,PLE:39301;PLN:39301/ausara;T2U,tier2,Ultra-far Tier-2 AD 1 Pleiades settlement adapter; period-valid name resource 39301/ausara; nearest installed city field at 12.65px; ultra-far lower-confidence map proxy.
