good	local_deficit	source_market	distance	their_surplus	their_available_to_trade
fruit	4.62477	Ctesiphon	3076.7234	14.59647	14.59647
fruit	4.62477	Atropatene	3110.7328	4.62531	4.62531
fruit	4.62477	Ecbatana	3394.6348	4.15856	4.15856
fruit	4.62477	Susa	3422.7224	40.937	40.937
fruit	4.62477	Meroe	3572.134	6.17931	6.17931
fruit	4.62477	Rhaga	3623.744	27.69681	27.69681
fruit	4.62477	Virú	3798	1.05385	1.05385
fruit	4.62477	Adulitan Northern Coast	3890.648	9.32588	9.32588
fruit	4.62477	Muziris	3955	9.40725	9.40725
fruit	4.62477	Palaesimundum	3986.51882	0.87744	0.87744
fruit	4.62477	Mouza	4008	56.86593	56.86593
fruit	4.62477	Barygaza	4137	8.59297	8.59297
fruit	4.62477	Brantas Coast	4219	2.47033	2.47033
fruit	4.62477	Malay Straits	4250	3.01871	3.01871
fruit	4.62477	Mon Coast	4332	5.3013	5.3013
fruit	4.62477	Angkor Borei	4485.04346	0.84058	0.84058
fruit	4.62477	Monte Albán	4560.62308	2.13594	2.13594
fruit	4.62477	Luzon Coast	4629	10.11945	10.11945
fruit	4.62477	Mekong Basin	4658.26588	2.39674	2.39674
fruit	4.62477	Pataliputra	4794.592	21.70022	21.70022
fruit	4.62477	Marakanda	4979.546	11.62418	11.62418
fruit	4.62477	Indus–Taxila Ford	5173.4608	0.68016	0.68016
fruit	4.62477	Kashgar	5762.202	3.10492	3.10492
antq_cheese_curds	4.51609	Carthago	146	0.11656	0.11656
horses	3.73423	Hippo Regius	146	0.27887	0.27887
horses	3.73423	Nemausus	165	0.53841	0.53841
horses	3.73423	Tacape	215	1.71608	3.25236
horses	3.73423	Tarentum	222	0.94644	0.94644
horses	3.73423	Šaršāl	264	3.47469	3.47469
horses	3.73423	Brundisium	267	2.94739	2.94739
horses	3.73423	Corinthus	278	0.684	0.684
horses	3.73423	Bononia	376.4316	0.72446	0.72446
horses	3.73423	Smyrna Ionia Caria Cedar	381	0.15409	0.15409
horses	3.73423	Caesaraugusta	402.97464	2.59158	3.55374
horses	3.73423	Gades	409	8.9705	9.80185
horses	3.73423	Aquileia	422	6.46906	6.80474
horses	3.73423	Byzantion	483	14.24953	14.24953
horses	3.73423	Corduba	486.42362	4.16535	4.16535
horses	3.73423	Olisipo	519	1.51464	1.51464
horses	3.73423	Antiochia ad Orontem	534	0.63166	1.68879
horses	3.73423	Judaea–Samaria–Idumaea Plain	587.08328	2.45917	2.45917
horses	3.73423	Demašq	604.7949	0.14478	0.50013
horses	3.73423	Emerita Augusta	620.13348	2.56748	3.12217
horses	3.73423	Petra	676.0148	0.93967	2.2166
horses	3.73423	Bosporan Phanagoria–Sindica	683	42.82603	44.24005
horses	3.73423	Edessa	806.92392	2.7002	2.7002
horses	3.73423	Burdigala	811	8.80901	11.08499
horses	3.73423	Ubii Ara Ubiorum Oak Meadow	1287.41206	23.40942	23.40942
horses	3.73423	Ctesiphon	3076.7234	0.6149	0.6149
horses	3.73423	Atropatene	3110.7328	2.06584	2.06584
horses	3.73423	Ecbatana	3394.6348	0	0.08253
horses	3.73423	Susa	3422.7224	7.19707	7.44175
horses	3.73423	Meroe	3572.134	1.97189	1.97189
horses	3.73423	Adulitan Northern Coast	3890.648	0.0919	0.0919
horses	3.73423	Mouza	4008	0.10313	2.41979
horses	3.73423	Brantas Coast	4219	1.981	1.981
horses	3.73423	Malay Straits	4250	0	1.35111
horses	3.73423	Mon Coast	4332	0	2.29941
horses	3.73423	Mekong Basin	4658.26588	0.45081	0.45081
horses	3.73423	Jiaozhi	4772.1321	0	0.65417
horses	3.73423	Marakanda	4979.546	23.15212	23.15212
horses	3.73423	Luoyang	5716.85	19.6842	19.6842
horses	3.73423	Kashgar	5762.202	20.41528	20.41528
horses	3.73423	Chengdu	5804.7822	3.16812	3.16812
horses	3.73423	Chang'an	6151.7138	4.86756	4.86756
fish	2.49003	Hippo Diarrhytus	128	0.28341	0.28341
fish	2.49003	Carthago	146	0.50066	0.50066
fish	2.49003	Hippo Regius	146	1.41019	1.41019
fish	2.49003	Tacape	215	5.47126	5.47126
fish	2.49003	Tarraco	217	4.55637	4.55637
fish	2.49003	Šaršāl	264	11.25748	11.25748
fish	2.49003	Brundisium	267	1.27455	1.27455
fish	2.49003	Corinthus	278	11.23468	11.23468
fish	2.49003	Gades	409	21.24987	21.24987
fish	2.49003	Aquileia	422	3.67759	3.67759
fish	2.49003	Alexandria	451	3.76921	3.76921
fish	2.49003	Byzantion	483	8.50816	8.50816
fish	2.49003	Olisipo	519	20.24388	20.24388
fish	2.49003	Colonia Berytus	525	0.62048	0.62048
fish	2.49003	Judaea–Samaria–Idumaea Plain	587.08328	1.11199	1.11199
fish	2.49003	Beroea of Syria	638.23972	0.4345	0.4345
fish	2.49003	Petra	676.0148	6.49903	6.49903
fish	2.49003	Bosporan Phanagoria–Sindica	683	14.16722	14.16722
fish	2.49003	Burdigala	811	19.62232	19.62232
fish	2.49003	Ubii Ara Ubiorum Oak Meadow	1287.41206	94.93376	94.93376
fish	2.49003	Cuicuilco	2050.47064	3.37602	3.37602
fish	2.49003	Atropatene	3110.7328	0.15502	0.15502
fish	2.49003	Ecbatana	3394.6348	0.27441	0.27441
fish	2.49003	Susa	3422.7224	11.46684	11.46684
fish	2.49003	Meroe	3572.134	3.53067	3.53067
fish	2.49003	Virú	3798	1.42251	1.42251
fish	2.49003	Adulitan Northern Coast	3890.648	6.52495	6.52495
fish	2.49003	Muziris	3955	3.3874	3.3874
fish	2.49003	Palaesimundum	3986.51882	11.78729	11.78729
fish	2.49003	Mouza	4008	52.04223	52.04223
fish	2.49003	Brantas Coast	4219	45.34751	45.34751
fish	2.49003	Malay Straits	4250	38.83842	38.83842
fish	2.49003	Mon Coast	4332	5.17144	5.17144
fish	2.49003	Angkor Borei	4485.04346	4.94032	4.94032
fish	2.49003	Monte Albán	4560.62308	4.87317	4.87317
fish	2.49003	Luzon Coast	4629	28.73446	28.73446
fish	2.49003	Mekong Basin	4658.26588	5.35442	5.35442
fish	2.49003	Panyu	4744	27.23855	27.23855
fish	2.49003	Jiaozhi	4772.1321	8.1959	8.1959
fish	2.49003	Luoyang	5716.85	119.55543	119.55543
fish	2.49003	Kashgar	5762.202	4.25124	4.25124
fish	2.49003	Chengdu	5804.7822	3.98562	3.98562
antq_fine_ceramics	1.86841	Hippo Diarrhytus	128	0	0.0542
antq_fine_ceramics	1.86841	Massilia	135	0	0.04077
antq_fine_ceramics	1.86841	Arelate	163	0	0.09444
antq_fine_ceramics	1.86841	Hadrumetum	164	0	0.05205
antq_fine_ceramics	1.86841	Mutina	164.1873	0	0.06884
antq_fine_ceramics	1.86841	Nemausus	165	0	0.03791
antq_fine_ceramics	1.86841	Tacape	215	0	0.05926
antq_fine_ceramics	1.86841	Ravenna	343.31328	0	0.09165
antq_fine_ceramics	1.86841	Bononia	376.4316	0	0.128
antq_cordage	1.58579	Hippo Diarrhytus	128	0.61587	1.14717
antq_cordage	1.58579	Massilia	135	1.0862	1.0862
antq_cordage	1.58579	Carthago	146	0	0.92602
antq_cordage	1.58579	Hippo Regius	146	0.9297	0.9297
antq_cordage	1.58579	Arelate	163	0	1.20001
antq_cordage	1.58579	Hadrumetum	164	0	1.14655
antq_cordage	1.58579	Mutina	164.1873	1.1724	1.1724
antq_cordage	1.58579	Nemausus	165	1.11636	1.11636
antq_cordage	1.58579	Narbo Martius	178	0.18654	0.9038
antq_cordage	1.58579	Tacape	215	0.84387	0.84387
antq_cordage	1.58579	Tarraco	217	0	0.59864
antq_cordage	1.58579	Mediolanum	219.70292	0.53682	0.53682
antq_cordage	1.58579	Tarentum	222	0.5952	0.64477
antq_cordage	1.58579	Corinthus	278	0	0.49311
antq_cordage	1.58579	Ravenna	343.31328	1.21841	1.21841
antq_cordage	1.58579	Caesaraugusta	402.97464	0	0.26992
antq_cordage	1.58579	Corduba	486.42362	0	0.62008
antq_cordage	1.58579	Olisipo	519	0.31136	0.31136
antq_cordage	1.58579	Colonia Berytus	525	0	0.92832
antq_cordage	1.58579	Phoenician Sidon	527	1.25811	1.25811
antq_cordage	1.58579	Antiochia ad Orontem	534	0	0.82708
antq_cordage	1.58579	Judaea–Samaria–Idumaea Plain	587.08328	0	0.99587
antq_cordage	1.58579	Emesa	592.34502	1.00279	1.00279
antq_cordage	1.58579	Demašq	604.7949	0.36691	1.07557
antq_cordage	1.58579	Emerita Augusta	620.13348	0	0.66982
antq_cordage	1.58579	Beroea of Syria	638.23972	0	0.8946
antq_cordage	1.58579	Petra	676.0148	0.27781	0.27781
antq_cordage	1.58579	Bosporan Phanagoria–Sindica	683	0.14645	0.14645
antq_cordage	1.58579	Edessa	806.92392	0.01383	0.01383
antq_cordage	1.58579	Arbela	2945.571	0	1.23082
antq_cordage	1.58579	Ecbatana	3394.6348	0	0.81741
antq_cordage	1.58579	Meroe	3572.134	0	0.09294
antq_cordage	1.58579	Rhaga	3623.744	0	0.56241
antq_cordage	1.58579	Adulitan Northern Coast	3890.648	0	0.04896
antq_cordage	1.58579	Muziris	3955	0	0.92492
antq_cordage	1.58579	Marakanda	4979.546	0.07843	0.07843
antq_cordage	1.58579	Kashgar	5762.202	0.16669	0.16669
sugar	1.40917	Hippo Diarrhytus	128	1.05475	1.98489
sugar	1.40917	Hadrumetum	164	1.98519	1.98519
sugar	1.40917	Tarraco	217	2.68149	2.86612
sugar	1.40917	Tarentum	222	4.91452	4.99651
sugar	1.40917	Šaršāl	264	3.4974	6.56281
sugar	1.40917	Corinthus	278	0.70676	0.70676
sugar	1.40917	Smyrna Ionia Caria Cedar	381	1.66465	1.66465
sugar	1.40917	Gades	409	3.56016	3.56016
sugar	1.40917	Alexandria	451	12.57671	14.21398
sugar	1.40917	Corduba	486.42362	3.64942	5.00849
sugar	1.40917	Phoenician Sidon	527	1.74187	2.00971
sugar	1.40917	Demašq	604.7949	0.87989	0.87989
sugar	1.40917	Beroea of Syria	638.23972	1.55387	1.80145
sugar	1.40917	Ctesiphon	3076.7234	2.27264	2.27264
sugar	1.40917	Susa	3422.7224	4.19069	4.19069
sugar	1.40917	Rhaga	3623.744	1.74074	2.78189
sugar	1.40917	Adulitan Northern Coast	3890.648	2.64894	2.64894
sugar	1.40917	Muziris	3955	3.23543	3.23543
sugar	1.40917	Mouza	4008	6.51739	6.51739
sugar	1.40917	Barygaza	4137	7.53907	8.36237
sugar	1.40917	Brantas Coast	4219	1.65106	1.65106
sugar	1.40917	Malay Straits	4250	2.42515	2.42515
sugar	1.40917	Mon Coast	4332	0.82248	0.82248
sugar	1.40917	Mekong Basin	4658.26588	1.88995	1.88995
sugar	1.40917	Panyu	4744	14.86278	14.86278
sugar	1.40917	Jiaozhi	4772.1321	3.58517	3.58517
sugar	1.40917	Pataliputra	4794.592	34.86999	34.86999
sugar	1.40917	Marakanda	4979.546	0.43406	0.43406
sugar	1.40917	Indus–Taxila Ford	5173.4608	10.82733	10.82733
sugar	1.40917	Chengdu	5804.7822	1.44792	1.44792
silver	1.17056	Hippo Diarrhytus	128	1.00756	1.00756
silver	1.17056	Mediolanum	219.70292	0.92127	0.92127
silver	1.17056	Brundisium	267	6.37108	6.37108
silver	1.17056	Smyrna Ionia Caria Cedar	381	3.56641	3.56641
silver	1.17056	Gades	409	0.78721	0.78721
silver	1.17056	Aquileia	422	8.36354	8.39732
silver	1.17056	Lugdunum	433.42518	0.54698	0.54698
silver	1.17056	Corduba	486.42362	0.94551	0.94551
silver	1.17056	Olisipo	519	0.66543	0.89204
silver	1.17056	Antiochia ad Orontem	534	0	0.91017
silver	1.17056	Bosporan Phanagoria–Sindica	683	0.90153	0.90153
silver	1.17056	Edessa	806.92392	0.80895	0.80895
silver	1.17056	Burdigala	811	4.5575	4.5575
silver	1.17056	Ubii Ara Ubiorum Oak Meadow	1287.41206	6.27738	6.27738
silver	1.17056	Maya Lowlands	1807.50822	0.85126	0.85126
silver	1.17056	Cuicuilco	2050.47064	3.78147	3.78147
silver	1.17056	Atropatene	3110.7328	1.21775	1.21775
silver	1.17056	Susa	3422.7224	0.63142	0.63142
silver	1.17056	Rhaga	3623.744	1.93912	1.93912
silver	1.17056	Virú	3798	5.88983	5.88983
silver	1.17056	Barygaza	4137	2.1864	2.1864
silver	1.17056	Malay Straits	4250	0.75312	0.75312
silver	1.17056	Monte Albán	4560.62308	1.87547	1.87547
silver	1.17056	Panyu	4744	6.54689	6.54689
silver	1.17056	Jiaozhi	4772.1321	1.84431	1.84431
silver	1.17056	Marakanda	4979.546	3.24463	3.24463
silver	1.17056	Luoyang	5716.85	26.9979	26.9979
silver	1.17056	Kashgar	5762.202	1.90036	1.90036
goods_gold	1.04964	Mediolanum	219.70292	0.92132	0.92132
goods_gold	1.04964	Brundisium	267	1.88618	1.90778
goods_gold	1.04964	Corinthus	278	0.91468	0.91468
goods_gold	1.04964	Gades	409	7.61283	7.61283
goods_gold	1.04964	Aquileia	422	3.35656	4.4062
goods_gold	1.04964	Byzantion	483	0.60552	0.60552
goods_gold	1.04964	Petra	676.0148	1.34677	1.88157
goods_gold	1.04964	Ubii Ara Ubiorum Oak Meadow	1287.41206	3.29838	3.29838
goods_gold	1.04964	Cuicuilco	2050.47064	2.72486	2.72486
goods_gold	1.04964	Ctesiphon	3076.7234	0.72028	0.72028
goods_gold	1.04964	Atropatene	3110.7328	0.95168	0.95168
goods_gold	1.04964	Susa	3422.7224	0.62765	0.62765
goods_gold	1.04964	Meroe	3572.134	8.10709	8.10709
goods_gold	1.04964	Virú	3798	4.81264	4.81264
goods_gold	1.04964	Adulitan Northern Coast	3890.648	1.96816	1.96816
goods_gold	1.04964	Muziris	3955	0.65014	0.65014
goods_gold	1.04964	Mouza	4008	6.84326	6.84326
goods_gold	1.04964	Barygaza	4137	0.88384	0.88384
goods_gold	1.04964	Brantas Coast	4219	1.68065	1.68065
goods_gold	1.04964	Malay Straits	4250	7.60941	7.60941
goods_gold	1.04964	Mon Coast	4332	2.00982	2.00982
goods_gold	1.04964	Luzon Coast	4629	0.812	0.812
goods_gold	1.04964	Panyu	4744	4.50649	4.50649
goods_gold	1.04964	Marakanda	4979.546	2.59867	2.59867
goods_gold	1.04964	Indus–Taxila Ford	5173.4608	1.44454	1.44454
goods_gold	1.04964	Luoyang	5716.85	44.39618	44.39618
goods_gold	1.04964	Kashgar	5762.202	0.53836	0.53836
goods_gold	1.04964	Chengdu	5804.7822	1.40449	1.40449
goods_gold	1.04964	Chang'an	6151.7138	3.11404	3.11404
antq_iron_hardware	0.90519	Hippo Diarrhytus	128	0.96821	0.96821
antq_iron_hardware	0.90519	Massilia	135	0.94772	0.94772
antq_iron_hardware	0.90519	Carthago	146	0.15114	0.8043
antq_iron_hardware	0.90519	Hippo Regius	146	0.89418	0.89418
antq_iron_hardware	0.90519	Arelate	163	0	1.00796
antq_iron_hardware	0.90519	Hadrumetum	164	0.96442	0.96442
antq_iron_hardware	0.90519	Mutina	164.1873	0.98519	0.98519
antq_iron_hardware	0.90519	Nemausus	165	0	0.94011
antq_iron_hardware	0.90519	Narbo Martius	178	0.51653	0.77107
antq_iron_hardware	0.90519	Tacape	215	0.7048	0.7048
antq_iron_hardware	0.90519	Tarraco	217	0	0.52652
antq_iron_hardware	0.90519	Mediolanum	219.70292	0.47511	0.47511
antq_iron_hardware	0.90519	Tarentum	222	0	0.56302
antq_iron_hardware	0.90519	Corinthus	278	0.43839	0.43839
antq_iron_hardware	0.90519	Ravenna	343.31328	0.98581	0.98581
antq_iron_hardware	0.90519	Bononia	376.4316	0	1.03234
antq_iron_hardware	0.90519	Caesaraugusta	402.97464	0	0.25991
antq_iron_hardware	0.90519	Corduba	486.42362	0.54552	0.54552
antq_iron_hardware	0.90519	Olisipo	519	0.29315	0.29315
antq_iron_hardware	0.90519	Colonia Berytus	525	0	1.01094
antq_iron_hardware	0.90519	Phoenician Sidon	527	1.04286	1.04286
antq_iron_hardware	0.90519	Antiochia ad Orontem	534	0	0.67705
antq_iron_hardware	0.90519	Judaea–Samaria–Idumaea Plain	587.08328	0.81869	0.81869
antq_iron_hardware	0.90519	Emesa	592.34502	1.15258	1.15258
antq_iron_hardware	0.90519	Demašq	604.7949	0.88813	0.88813
antq_iron_hardware	0.90519	Emerita Augusta	620.13348	0	0.58565
antq_iron_hardware	0.90519	Beroea of Syria	638.23972	0	0.69768
antq_iron_hardware	0.90519	Petra	676.0148	0.20351	0.20351
antq_iron_hardware	0.90519	Bosporan Phanagoria–Sindica	683	0.01444	0.07704
antq_iron_hardware	0.90519	Arbela	2945.571	0	1.0309
antq_iron_hardware	0.90519	Ecbatana	3394.6348	0	0.69333
antq_iron_hardware	0.90519	Meroe	3572.134	0	0.08596
antq_iron_hardware	0.90519	Rhaga	3623.744	0	0.46667
antq_iron_hardware	0.90519	Adulitan Northern Coast	3890.648	0	0.0644
antq_iron_hardware	0.90519	Marakanda	4979.546	0.4297	0.4297
antq_iron_hardware	0.90519	Kashgar	5762.202	0.02166	0.02166
cloth	0.61233	Hippo Diarrhytus	128	0.98781	0.98781
cloth	0.61233	Massilia	135	0.98031	0.98031
cloth	0.61233	Carthago	146	0	0.84548
cloth	0.61233	Hippo Regius	146	0.87588	0.87588
cloth	0.61233	Arelate	163	0	1.00735
cloth	0.61233	Hadrumetum	164	0.85987	0.98707
cloth	0.61233	Mutina	164.1873	1.09787	1.09787
cloth	0.61233	Nemausus	165	0.69405	0.96912
cloth	0.61233	Narbo Martius	178	0.96971	0.96971
cloth	0.61233	Tacape	215	0.4734	0.91426
cloth	0.61233	Tarraco	217	0.23795	0.73035
cloth	0.61233	Mediolanum	219.70292	0.6977	0.6977
cloth	0.61233	Tarentum	222	0	0.7512
cloth	0.61233	Brundisium	267	0	0.35847
cloth	0.61233	Corinthus	278	0	0.6532
cloth	0.61233	Ravenna	343.31328	0.93959	0.93959
cloth	0.61233	Bononia	376.4316	0.26451	1.11526
cloth	0.61233	Caesaraugusta	402.97464	0	0.57236
cloth	0.61233	Alexandria	451	0	0.24818
cloth	0.61233	Olisipo	519	0.58815	0.58815
cloth	0.61233	Antiochia ad Orontem	534	0	0.76498
cloth	0.61233	Judaea–Samaria–Idumaea Plain	587.08328	0.18375	0.18375
cloth	0.61233	Emerita Augusta	620.13348	0.766	0.766
cloth	0.61233	Maya Lowlands	1807.50822	1.2778	1.2778
cloth	0.61233	Arbela	2945.571	0	1.07071
cloth	0.61233	Ecbatana	3394.6348	0	0.56634
cloth	0.61233	Rhaga	3623.744	0	0.44022
cloth	0.61233	Indus–Taxila Ford	5173.4608	1.00735	1.00735
pottery	0.556	Antiochia ad Orontem	534	0	0.34776
pottery	0.556	Beroea of Syria	638.23972	0	0.10373
pottery	0.556	Cuicuilco	2050.47064	0.19014	1.05761
pottery	0.556	Virú	3798	1.03597	1.03597
pottery	0.556	Luzon Coast	4629	0	0.87104
pottery	0.556	Kashgar	5762.202	1.0084	1.0084
saffron	0.43719	Hippo Diarrhytus	128	2.4815	2.4815
saffron	0.43719	Massilia	135	4.23029	4.23029
saffron	0.43719	Arelate	163	-2.58095	3.07355
saffron	0.43719	Nemausus	165	3.1725	3.1725
saffron	0.43719	Narbo Martius	178	1.89681	2.97322
saffron	0.43719	Tacape	215	-0.22787	1.87699
saffron	0.43719	Tarraco	217	0.69151	0.69151
saffron	0.43719	Tarentum	222	2.16523	2.16523
saffron	0.43719	Šaršāl	264	0.36807	0.36807
saffron	0.43719	Brundisium	267	1.5579	1.5579
saffron	0.43719	Corinthus	278	-1.39802	0.717
saffron	0.43719	Bononia	376.4316	1.05752	1.05752
saffron	0.43719	Smyrna Ionia Caria Cedar	381	-8.92332	10.0882
saffron	0.43719	Caesaraugusta	402.97464	-0.41209	3.8182
saffron	0.43719	Gades	409	0.48344	0.48344
saffron	0.43719	Aquileia	422	0.18821	0.18821
saffron	0.43719	Lugdunum	433.42518	-1.21646	1.95604
saffron	0.43719	Alexandria	451	14.50975	14.59718
saffron	0.43719	Corduba	486.42362	-2.35291	1.84585
saffron	0.43719	Olisipo	519	2.0961	2.0961
saffron	0.43719	Antiochia ad Orontem	534	-0.29201	0.71919
saffron	0.43719	Judaea–Samaria–Idumaea Plain	587.08328	1.08229	1.08229
saffron	0.43719	Demašq	604.7949	1.0112	1.0112
saffron	0.43719	Emerita Augusta	620.13348	0.01882	0.01882
saffron	0.43719	Beroea of Syria	638.23972	2.12183	2.12183
saffron	0.43719	Petra	676.0148	-1.54226	0.62229
saffron	0.43719	Edessa	806.92392	-3.4692	1.53774
saffron	0.43719	Burdigala	811	0.82008	0.82008
saffron	0.43719	Arbela	2945.571	2.84114	2.84114
saffron	0.43719	Ctesiphon	3076.7234	0.3645	0.3645
saffron	0.43719	Atropatene	3110.7328	-1.74171	1.09943
saffron	0.43719	Ecbatana	3394.6348	-4.13408	3.92404
saffron	0.43719	Susa	3422.7224	3.78574	3.78574
saffron	0.43719	Meroe	3572.134	-3.22292	3.24787
saffron	0.43719	Rhaga	3623.744	2.79098	2.79098
saffron	0.43719	Adulitan Northern Coast	3890.648	2.8723	3.76096
saffron	0.43719	Marakanda	4979.546	-1.46818	0.48793
saffron	0.43719	Kashgar	5762.202	1.03746	1.03746
incense	0.25	Cuicuilco	2050.47064	-2.60012	2.84617
incense	0.25	Adulitan Northern Coast	3890.648	4.25719	4.28719
incense	0.25	Muziris	3955	-2.66305	10.22902
incense	0.25	Palaesimundum	3986.51882	11.63044	11.63044
incense	0.25	Mouza	4008	11.79658	11.79658
incense	0.25	Barygaza	4137	2.52346	2.52346
incense	0.25	Brantas Coast	4219	1.30545	1.30545
incense	0.25	Malay Straits	4250	1.97644	1.97644
incense	0.25	Mon Coast	4332	2.40949	2.40949
incense	0.25	Angkor Borei	4485.04346	0.99936	0.99936
incense	0.25	Monte Albán	4560.62308	2.81572	2.81572
incense	0.25	Mekong Basin	4658.26588	0.86811	0.86811
incense	0.25	Panyu	4744	2.51529	2.51529
incense	0.25	Jiaozhi	4772.1321	1.90567	1.90567
incense	0.25	Pataliputra	4794.592	2.14403	2.14403
incense	0.25	Marakanda	4979.546	0.90315	0.90315
incense	0.25	Luoyang	5716.85	0.43365	0.46365
antq_papyrus	0.15	Alexandria	451	0	2.78515
millet	0.06664	Carthago	146	0.99622	0.99622
millet	0.06664	Hippo Regius	146	0.91725	0.91725
millet	0.06664	Nemausus	165	0.39712	0.39712
millet	0.06664	Tacape	215	1.85134	1.85134
millet	0.06664	Mediolanum	219.70292	1.59588	1.59588
millet	0.06664	Šaršāl	264	7.99104	7.99104
millet	0.06664	Gades	409	31.94692	31.94692
millet	0.06664	Aquileia	422	13.33287	13.33287
millet	0.06664	Lugdunum	433.42518	22.16264	22.16264
millet	0.06664	Byzantion	483	8.23267	8.23267
millet	0.06664	Bosporan Phanagoria–Sindica	683	36.77736	36.77736
millet	0.06664	Burdigala	811	18.08654	18.08654
millet	0.06664	Ubii Ara Ubiorum Oak Meadow	1287.41206	73.85695	73.85695
millet	0.06664	Arbela	2945.571	0.566	0.566
millet	0.06664	Ctesiphon	3076.7234	3.98591	3.98591
millet	0.06664	Meroe	3572.134	37.22304	37.22304
millet	0.06664	Adulitan Northern Coast	3890.648	10.76486	10.76486
millet	0.06664	Muziris	3955	19.39963	19.39963
millet	0.06664	Mouza	4008	6.22992	6.22992
millet	0.06664	Barygaza	4137	50.49711	50.49711
millet	0.06664	Brantas Coast	4219	11.25254	11.25254
millet	0.06664	Malay Straits	4250	11.87436	11.87436
millet	0.06664	Mon Coast	4332	11.785	11.785
millet	0.06664	Angkor Borei	4485.04346	1.88185	1.88185
millet	0.06664	Luzon Coast	4629	2.53855	2.53855
millet	0.06664	Mekong Basin	4658.26588	7.65322	7.65322
millet	0.06664	Jiaozhi	4772.1321	6.88997	6.88997
millet	0.06664	Marakanda	4979.546	2.25549	2.25549
millet	0.06664	Indus–Taxila Ford	5173.4608	1.15324	1.15324
millet	0.06664	Luoyang	5716.85	60.78235	60.78235
millet	0.06664	Kashgar	5762.202	3.3334	3.3334
millet	0.06664	Chang'an	6151.7138	44.30379	44.30379
coal	0.04	Massilia	135	1.0575	1.0575
coal	0.04	Brundisium	267	5.28751	5.28751
coal	0.04	Caesaraugusta	402.97464	1.05752	1.05752
coal	0.04	Aquileia	422	1.9322	2.0122
coal	0.04	Lugdunum	433.42518	3.17246	3.17246
coal	0.04	Byzantion	483	0.99094	0.99094
coal	0.04	Bosporan Phanagoria–Sindica	683	3.87402	3.87402
coal	0.04	Burdigala	811	3.12743	3.12743
coal	0.04	Ubii Ara Ubiorum Oak Meadow	1287.41206	18.31236	18.31236
