# Generated by tools/ownership_map.py --write; do not edit.
tag,engine_tag,location,tenure,source,confidence,note
ADI,ADI,erbil,own_control_core,P8.2;OCD;PLE,secure,Adiabene capital proxy
AES,AES,salaspils,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,saldus,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,selpils,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,sierpc,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,siewierz,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,sigulda,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,sochaczew,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,sokolow,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,sroda_slaska,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,st_martin,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,straupe,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,strzelce_opolskie,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,sulechow,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,suraz,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,suure_jaani,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,swidnica,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,swiecie,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,sycow,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,szczytno,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,szprotawa,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,szrensk,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,tallinn,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,tarczyn,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,tartu,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,tczew,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,tesin,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,tilsit,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,toolse,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,torun,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,toszek,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,trzebnica,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,tuchola,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,tukums,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,tykocin,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,valjala,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,valka,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,valmiera,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,vasknarva,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,vastseliina,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,ventspils,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,vilaka,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,viljandi,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,vonnu,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,warsaw,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,wegorzewo,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,wehlau,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,windenburg,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,wizna,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,wolow,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,wroclaw,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,zagan,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,zakroczym,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,zambrow,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,zary,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,ziebice,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,zielona_gora,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AES,AES,zlotoryja,own_control_core,P8.7;CAH-XI,contested,Residual Baltic SoP frame after named frontier anchors
AKS,AKS,abala,own_control_core,P8.5;PER,contested,Emerging Aksumite northern highland frame
AKS,AKS,abiy_addi,own_control_core,P8.5;PER,contested,Emerging Aksumite northern highland frame
AKS,AKS,adigrat,own_control_core,P8.5;PER,contested,Emerging Aksumite northern highland frame
AKS,AKS,adwa,own_control_core,P8.5;PER,contested,Emerging Aksumite northern highland frame
AKS,AKS,afrera,own_control_core,P8.5;PER,contested,Emerging Aksumite central highland frame
AKS,AKS,agaro,own_control_core,P8.5;PER,contested,Emerging Aksumite southern highland frame
AKS,AKS,agordat,own_control_core,P8.5;PER,contested,Emerging Aksumite northern highland frame
AKS,AKS,agula,own_control_core,P8.5;PER,contested,Emerging Aksumite northern highland frame
AKS,AKS,aheyya_fagg,own_control_core,P8.5;PER,contested,Emerging Aksumite central highland frame
AKS,AKS,ambat,own_control_core,P8.5;PER,contested,Emerging Aksumite central highland frame
AKS,AKS,amora_gadal,own_control_core,P8.5;PER,contested,Emerging Aksumite central highland frame
AKS,AKS,ankober,own_control_core,P8.5;PER,contested,Emerging Aksumite central highland frame
AKS,AKS,antalo,own_control_core,P8.5;PER,contested,Emerging Aksumite central highland frame
AKS,AKS,asaita,own_control_core,P8.5;PER,contested,Emerging Aksumite central highland frame
AKS,AKS,asmara,own_control_core,P8.5;PER,contested,Emerging Aksumite northern highland frame
AKS,AKS,assab,own_control_core,P8.5;PER,contested,Emerging Aksumite northern highland frame
AKS,AKS,axum,own_control_core,P8.5;PER,contested,Emerging Aksumite northern highland frame
AKS,AKS,badabedi,own_control_core,P8.5;PER,contested,Emerging Aksumite central highland frame
AKS,AKS,bahir_dar,own_control_core,P8.5;PER,contested,Emerging Aksumite southern highland frame
AKS,AKS,balho,own_control_core,P8.5;PER,contested,Emerging Aksumite northern highland frame
AKS,AKS,barara,own_control_core,P8.5;PER,contested,Emerging Aksumite southern highland frame
AKS,AKS,bayul,own_control_core,P8.5;PER,contested,Emerging Aksumite northern highland frame
AKS,AKS,bazin,own_control_core,P8.5;PER,contested,Emerging Aksumite northern highland frame
AKS,AKS,bilo,own_control_core,P8.5;PER,contested,Emerging Aksumite southern highland frame
AKS,AKS,bonga,own_control_core,P8.5;PER,contested,Emerging Aksumite southern highland frame
AKS,AKS,bossa,own_control_core,P8.5;PER,contested,Emerging Aksumite southern highland frame
AKS,AKS,buri,own_control_core,P8.5;PER,contested,Emerging Aksumite northern highland frame
AKS,AKS,chercher,own_control_core,P8.5;PER,contested,Emerging Aksumite central highland frame
AKS,AKS,dahlak,own_control_core,P8.5;PER,contested,Emerging Aksumite northern highland frame
AKS,AKS,dallol,own_control_core,P8.5;PER,contested,Emerging Aksumite northern highland frame
AKS,AKS,dangila,own_control_core,P8.5;PER,contested,Emerging Aksumite southern highland frame
AKS,AKS,debarq,own_control_core,P8.5;PER,contested,Emerging Aksumite central highland frame
AKS,AKS,debarwa,own_control_core,P8.5;PER,contested,Emerging Aksumite northern highland frame
AKS,AKS,debra_berhan,own_control_core,P8.5;PER,contested,Emerging Aksumite central highland frame
AKS,AKS,debra_warq,own_control_core,P8.5;PER,contested,Emerging Aksumite southern highland frame
AKS,AKS,debre_bizen,own_control_core,P8.5;PER,contested,Emerging Aksumite northern highland frame
AKS,AKS,debre_libanos,own_control_core,P8.5;PER,contested,Emerging Aksumite central highland frame
AKS,AKS,debre_tabor,own_control_core,P8.5;PER,contested,Emerging Aksumite central highland frame
AKS,AKS,dekemhare,own_control_core,P8.5;PER,contested,Emerging Aksumite northern highland frame
AKS,AKS,dima,own_control_core,P8.5;PER,contested,Emerging Aksumite southern highland frame
AKS,AKS,edd,own_control_core,P8.5;PER,contested,Emerging Aksumite northern highland frame
AKS,AKS,enjebara,own_control_core,P8.5;PER,contested,Emerging Aksumite southern highland frame
AKS,AKS,fofa,own_control_core,P8.5;PER,contested,Emerging Aksumite southern highland frame
AKS,AKS,gambo,own_control_core,P8.5;PER,contested,Emerging Aksumite southern highland frame
AKS,AKS,gannata_giyorgis,own_control_core,P8.5;PER,contested,Emerging Aksumite central highland frame
AKS,AKS,gendebelo,own_control_core,P8.5;PER,contested,Emerging Aksumite central highland frame
AKS,AKS,gonder,own_control_core,P8.5;PER,contested,Emerging Aksumite central highland frame
AKS,AKS,hadiya,own_control_core,P8.5;PER,contested,Emerging Aksumite southern highland frame
AKS,AKS,hayq,own_control_core,P8.5;PER,contested,Emerging Aksumite central highland frame
AKS,AKS,hirmata,own_control_core,P8.5;PER,contested,Emerging Aksumite southern highland frame
AKS,AKS,ilimo,own_control_core,P8.5;PER,contested,Emerging Aksumite southern highland frame
AKS,AKS,jibat,own_control_core,P8.5;PER,contested,Emerging Aksumite southern highland frame
AKS,AKS,keren,own_control_core,P8.5;PER,contested,Emerging Aksumite northern highland frame
AKS,AKS,killelu,own_control_core,P8.5;PER,contested,Emerging Aksumite central highland frame
AKS,AKS,kombolcha,own_control_core,P8.5;PER,contested,Emerging Aksumite central highland frame
AKS,AKS,kosoge,own_control_core,P8.5;PER,contested,Emerging Aksumite central highland frame
AKS,AKS,kubar,own_control_core,P8.5;PER,contested,Emerging Aksumite central highland frame
AKS,AKS,lalibela,own_control_core,P8.5;PER,contested,Emerging Aksumite central highland frame
AKS,AKS,lieka,own_control_core,P8.5;PER,contested,Emerging Aksumite southern highland frame
AKS,AKS,maldarede,own_control_core,P8.5;PER,contested,Emerging Aksumite southern highland frame
AKS,AKS,manadeley,own_control_core,P8.5;PER,contested,Emerging Aksumite central highland frame
AKS,AKS,massawa,own_control_core,P8.5;PER,contested,Emerging Aksumite northern highland frame
AKS,AKS,mekele,own_control_core,P8.5;PER,contested,Emerging Aksumite northern highland frame
AKS,AKS,mendefera,own_control_core,P8.5;PER,contested,Emerging Aksumite northern highland frame
AKS,AKS,mora_eth,own_control_core,P8.5;PER,contested,Emerging Aksumite central highland frame
AKS,AKS,nafka,own_control_core,P8.5;PER,contested,Emerging Aksumite northern highland frame
AKS,AKS,nora_eth,own_control_core,P8.5;PER,contested,Emerging Aksumite central highland frame
AKS,AKS,obock,own_control_core,P8.5;PER,contested,Emerging Aksumite northern highland frame
AKS,AKS,rahayta,own_control_core,P8.5;PER,contested,Emerging Aksumite northern highland frame
AKS,AKS,saqqa,own_control_core,P8.5;PER,contested,Emerging Aksumite southern highland frame
AKS,AKS,senafe,own_control_core,P8.5;PER,contested,Emerging Aksumite northern highland frame
AKS,AKS,sharka,own_control_core,P8.5;PER,contested,Emerging Aksumite southern highland frame
AKS,AKS,shire,own_control_core,P8.5;PER,contested,Emerging Aksumite northern highland frame
AKS,AKS,soddo,own_control_core,P8.5;PER,contested,Emerging Aksumite southern highland frame
AKS,AKS,sokota,own_control_core,P8.5;PER,contested,Emerging Aksumite central highland frame
AKS,AKS,tadbaba,own_control_core,P8.5;PER,contested,Emerging Aksumite central highland frame
AKS,AKS,tadjoura,own_control_core,P8.5;PER,contested,Emerging Aksumite northern highland frame
AKS,AKS,tembesha,own_control_core,P8.5;PER,contested,Emerging Aksumite northern highland frame
AKS,AKS,tesenei,own_control_core,P8.5;PER,contested,Emerging Aksumite northern highland frame
AKS,AKS,tsana,own_control_core,P8.5;PER,contested,Emerging Aksumite central highland frame
AKS,AKS,waldeba,own_control_core,P8.5;PER,contested,Emerging Aksumite central highland frame
AKS,AKS,wej,own_control_core,P8.5;PER,contested,Emerging Aksumite central highland frame
AKS,AKS,worabe,own_control_core,P8.5;PER,contested,Emerging Aksumite southern highland frame
AKS,AKS,yeha,own_control_core,P8.5;PER,contested,Emerging Aksumite northern highland frame
AKS,AKS,ziqwala,own_control_core,P8.5;PER,contested,Emerging Aksumite southern highland frame
AKS,AKS,zula,own_control_core,P8.5;PER,contested,Emerging Aksumite northern highland frame
ALA,XCF,alkhan_kala,own_control_core,P8.7;CAH-XI,contested,Alanian north-Caucasus frame
ALA,XCF,argun,own_control_core,P8.7;CAH-XI,contested,Alanian north-Caucasus frame
ALA,XCF,arkhyz,own_control_core,P8.7;CAH-XI,contested,Alanian north-Caucasus frame
ALA,XCF,boynak,own_control_core,P8.7;CAH-XI,contested,Alanian north-Caucasus frame
ALA,XCF,chegem,own_control_core,P8.7;CAH-XI,contested,Alanian north-Caucasus frame
ALA,XCF,dzhulat,own_control_core,P8.7;CAH-XI,contested,Alanian north-Caucasus frame
ALA,XCF,endirey,own_control_core,P8.7;CAH-XI,contested,Alanian north-Caucasus frame
