cohort,key,name,master,circle_safe,dark_blue_field,style_pass,opaque_pixels,transparent_pixels,ring_rgb,navy_ring_fraction,sha256,near_duplicate_dhash
named_roman,antq_castrum_argentoratum,Castrum Argentoratum,assets_queue/generated/antq_castrum_argentoratum_128.png,true,true,true,11300,4352,23/31/47,0.877,55e74fdb63bf9cded2dc4fc165aa24824b3a5cfa496bef8d9c2afbe1423cef0d,
named_roman,antq_castrum_aliso,Castrum Aliso (Haltern),assets_queue/generated/antq_castrum_aliso.png,true,true,true,11300,4352,16/22/32,0.687,f15601752b4a891b8153074587ff736c2a46fbe57eafd2a32bda4f8904b065ad,
named_roman,antq_castrum_bonna,Early Bonna Camp,assets_queue/generated/antq_castrum_bonna.png,true,true,true,11300,4352,15/22/33,0.766,ead3450dc8f5e72d5eca124091704b5f38604884a629f3249785defcf258ca61,
named_roman,antq_pons_fabricius,Pons Fabricius,assets_queue/generated/antq_pons_fabricius.png,true,true,true,11300,4352,17/23/32,0.691,6075eb75b6cf429e5595a9a610afe5b85f35e29b65c102346e33f89fac8a2a6a,
named_roman,antq_pons_aemilius,Pons Aemilius,assets_queue/generated/antq_pons_aemilius.png,true,true,true,11300,4352,20/26/36,0.704,d1971ac168e9eba4d2fc530610d2d8271563ebc55af60f45ef66a600b006b1cd,
named_roman,antq_fornix_augusti,Fornix Augusti,assets_queue/generated/antq_fornix_augusti.png,true,true,true,11300,4352,21/34/56,0.997,baeb67fd7f61d4552a964fd6f908fa01c1da44c5d6c7510270587013323512d4,
named_roman,antq_porticus_ad_nationes,Porticus ad Nationes,assets_queue/generated/antq_porticus_ad_nationes.png,true,true,true,11300,4352,27/37/56,0.902,79d6f258b0cba013bfb13d45ba437e933b96afdcb96db92053a0760a09d2c6be,
named_roman,antq_porticus_octavia,Porticus Octavia,assets_queue/generated/antq_porticus_octavia.png,true,true,true,11300,4352,31/41/59,0.907,013e75fcaee8f7a253127d99287981e72bd764084a9c12fa5ae5e41b3dd7ddde,
named_roman,antq_hecatostylum,Hecatostylum,assets_queue/generated/antq_hecatostylum.png,true,true,true,11300,4352,27/38/57,0.901,6a1fe5c4b129dee4f28b48349e2ce86681c779f413b1dca9c51ac829519f8c20,
named_roman,antq_tiber_embankment,Tiber Grand Embankment,assets_queue/generated/antq_tiber_embankment.png,true,true,true,11300,4352,18/31/54,0.995,99e62c58f8894ea79da874967bc396ae8d066484fe9fa63ebaa46272717a397a,
named_roman,antq_porticus_post_navalia,Porticus post Navalia,assets_queue/generated/antq_porticus_post_navalia.png,true,true,true,11300,4352,19/32/54,0.990,f58bce19bb9d88331fb73d64d469e169df15f230b73596b9926d634a04b90083,
named_roman,antq_porticus_forum_holitorium,Forum Holitorium Portico,assets_queue/generated/antq_porticus_forum_holitorium.png,true,true,true,11300,4352,18/31/54,1.000,83cc896c70631a0b46185852987b699f8e9ea0cffcffa594354524148bf232f5,
named_roman,antq_aedes_portuni,Aedes Portuni,assets_queue/generated/antq_aedes_portuni.png,true,true,true,11300,4352,18/31/55,1.000,572dd20b0a7f9dc519af2e79e264f188fcf9e486f57a903eace1e8ff3a44a7e0,
named_roman,antq_regia,Regia,assets_queue/generated/antq_regia.png,true,true,true,11300,4352,21/32/48,1.000,abe8637393f6d580c5457b9dc4fbf731d5f5d3c509cbd8a80db103880b023bc4,
named_roman,antq_circus_flaminius,Circus Flaminius,assets_queue/generated/antq_circus_flaminius.png,true,true,true,11300,4352,22/32/49,0.989,1d0f99b09435817b7a16f0099209c94d9872208d1d45f02814b5aa69bb7e754a,
named_roman,antq_aedes_vestae,Aedes Vestae,assets_queue/generated/antq_aedes_vestae.png,true,true,true,11300,4352,21/31/47,1.000,6851dcd0ec890ce8e566f0cf5b40b8df63bbf776cd517f6aa6a595fcb61e3c6c,
named_roman,antq_aedes_saturni,Aedes Saturni,assets_queue/generated/antq_aedes_saturni.png,true,true,true,11300,4352,21/31/47,0.999,b3a2bba3a7b9fcdcc37c9d3f30b71122a13f4fd09d89fd7f57b57f869dea3d37,
named_roman,antq_miliarium_aureum,Miliarium Aureum,assets_queue/generated/antq_miliarium_aureum.png,true,true,true,11300,4352,7/13/30,0.992,96dcd4b01b9280f88261f21b42376a0a676ae0b58fecb86cb50131e4f75b5ae6,
named_roman,antq_aedes_penatium,Aedes Penatium,assets_queue/generated/antq_aedes_penatium.png,true,true,true,11300,4352,9/15/31,0.970,b0358e45cd2ae4297ad303ab9b359fcf60fe89520b312aff544f5a900a80cb11,
named_roman,antq_fornix_fabianus,Fornix Fabianus,assets_queue/generated/antq_fornix_fabianus.png,true,true,true,11300,4352,7/14/31,0.991,4df965909be0262ad3d3879d1b3f5b5bb8d2fe704f790be6a74d4feff21c79c6,
named_roman,antq_ara_saturni,Ara Saturni,assets_queue/generated/antq_ara_saturni.png,true,true,true,11300,4352,8/15/32,0.985,fe2d4bce9e8256c9dd06a327299299a51daa19f00d36909610f4dc4dd744f145,
named_roman,antq_rostra_augusti,Rostra Augusti,assets_queue/generated/antq_rostra_augusti.png,true,true,true,11300,4352,24/37/59,0.991,f8d7a2a3e6efc763efc665f8aded3222c9de2d55ef548f54552e6e8def5b70ca,
named_roman,antq_basilica_iulia,Basilica Iulia,assets_queue/generated/antq_basilica_iulia.png,true,true,true,11300,4352,33/44/62,0.904,4799831d8b76769443f0115cf857f025846eee4d7f68fce08f9d571eb842158b,
named_roman,antq_porticus_pompeiana,Porticus Pompeiana,assets_queue/generated/antq_porticus_pompeiana.png,true,true,true,11300,4352,51/56/63,0.641,b3233720daebe4e54ef8e658018b8f36bdbe9974536597149a193ede6121c6d4,
named_roman,antq_theatrum_pompei,Theatrum Pompei,assets_queue/generated/antq_theatrum_pompei.png,true,true,true,11300,4352,33/43/60,0.887,8ccab0c83c8f8f78412d49803d530dedd06053206a0ecc8179f8891f9063632c,
named_roman,antq_aedes_iovis_statoris,Aedes Iovis Statoris,assets_queue/generated/antq_aedes_iovis_statoris.png,true,true,true,11300,4352,16/25/43,0.939,12a7004bf5b809f342fa4e494c3ac95a4756dbc5190c25fd7a02a9926b7ca2e1,
named_roman,antq_curiae_veteres,Curiae Veteres,assets_queue/generated/antq_curiae_veteres.png,true,true,true,11300,4352,15/25/43,0.969,d7a5d7d9c39d7cb44dc8a190891c82a016254d5cca65b1869a6a66966072771d,
named_roman,antq_aedes_concordiae_augustae,Temple of Concordia,assets_queue/generated/antq_aedes_concordiae_augustae.png,true,true,true,11300,4352,16/26/44,0.949,6f7b1db2ee1fc768699349a025943dd4a2f0b9821d9775070c9b9c98e72031eb,
named_roman,antq_aedes_bellonae,Temple of Bellona,assets_queue/generated/antq_aedes_bellonae.png,true,true,true,11300,4352,15/25/44,0.966,d61bb95df44e3818d10d9b51cf38fbf80411fc03314aa78b00a44d678efe12f1,
named_roman,antq_aedes_iovis_tonantis,Temple of Jupiter Tonans,assets_queue/generated/antq_aedes_iovis_tonantis.png,true,true,true,11300,4352,16/27/49,0.992,8c4b6872b3c24aafcabf2aaaf0e75f9cac959d05a2f803252eb6beab823e0123,
named_roman,antq_aedes_magnae_matris,Temple of Magna Mater,assets_queue/generated/antq_aedes_magnae_matris.png,true,true,true,11300,4352,17/28/49,0.970,cf7627a7d0eac798a9cdbe9ba44ec6a6aaf2f9ad97e59edcc62f8fae620a039e,
named_roman,antq_forum_iulium,Forum Iulium,assets_queue/generated/antq_forum_iulium.png,true,true,true,11300,4352,15/25/46,0.987,2134bc4ddba7eedabb0fbf9e5dbfc3288846fc52ee680756c563ab0f1573fb33,
named_roman,antq_aedes_divi_iulii,Temple of Divus Julius,assets_queue/generated/antq_aedes_divi_iulii.png,true,true,true,11300,4352,14/24/45,0.999,19eb5ebaf5b72277ca2a70b037f4378a3232706bff6a77f8f6424e1a396e7c11,
named_roman,antq_aedes_fortunae_primigeniae,Shrine of Fortuna Primigenia,assets_queue/generated/antq_aedes_fortunae_primigeniae.png,true,true,true,11300,4352,16/29/50,0.994,fdb8610dac80497c64908ba30f9618460cbaec9658e53d330705cf4289754b6b,
named_roman,antq_puteal_libonis,Puteal Libonis,assets_queue/generated/antq_puteal_libonis.png,true,true,true,11300,4352,30/40/57,0.883,4f209d9d9414dce0afb81cf42762b4845f481b054e1ff61fcb043855fc79921d,
named_roman,antq_casa_romuli,Casa Romuli,assets_queue/generated/antq_casa_romuli.png,true,true,true,11300,4352,29/38/53,0.882,fa30bc1b982a8d25df0c0821528765cc4ca9dd0de0ffb3d7e8264c161bb86c3d,
named_roman,antq_porticus_gai_et_luci,Porticus Gai et Luci,assets_queue/generated/antq_porticus_gai_et_luci.png,true,true,true,11300,4352,44/47/56,0.665,f993f69e5a314724bfb3948f8668c0b058ac5cb4d8fe580d6b047dfd400e2731,
named_roman,antq_chalcidicum_iulium,Chalcidicum Iulium,assets_queue/generated/antq_chalcidicum_iulium.png,true,true,true,11300,4352,24/31/46,0.846,2fb0ffc5623685d7187df2f1aa2b759c21fca107737216312878feaba18c351d,
named_roman,antq_aedes_victoriae,Temple of Victoria,assets_queue/generated/antq_aedes_victoriae.png,true,true,true,11300,4352,20/30/45,0.909,9a2959d97ebba07125966a2fab3aa31dd517cbf91538e38a9096c047d1f56b9a,
named_roman,antq_castra_vetera,Castra Vetera,assets_queue/generated/antq_castra_vetera.png,true,true,true,11300,4352,27/34/43,0.745,bf449bd5fc673c64e5b8ad739c20487adf7cf394b2e31858a121c003ad8f133a,
named_roman,antq_castra_siscia,Castra Siscia,assets_queue/generated/antq_castra_siscia.png,true,true,true,11300,4352,24/32/43,0.791,90105deb88747e07b333eb5cc2cd80efcddf7351c381a1a029b4bc85f4515313,
ancient_replacement,antq_irrigation_network,Ancient Irrigation Network,assets_queue/generated/antq_irrigation_network.png,true,true,true,11300,4352,39/43/46,0.618,7988bca8aa43021dd1d15b4f6a5e1cdd1263f2d1c1cb99cefd171807c192b13d,
ancient_replacement,antq_maritime_harbor,Maritime Harbor,assets_queue/generated/antq_maritime_harbor.png,true,true,true,11300,4352,35/39/45,0.671,9b6dbecc8f3b882d42956163a9935cc8a64a965a9e1daee68f65e283120a6816,
ancient_replacement,antq_earthwork_stockade,Earthwork Stockade,assets_queue/generated/antq_earthwork_stockade.png,true,true,true,11300,4352,30/33/39,0.701,9e181c0b5f9b76be768f96d654e57aa7c6d72f82306c8c98c73fc11da1e326e0,
ancient_replacement,antq_buddhist_vihara,Buddhist Vihara,assets_queue/generated/antq_buddhist_vihara.png,true,true,true,11300,4352,36/37/42,0.681,8c738e05714ceded0aa5f3e9d95b18759b89e7bab3fae89155a056130f3cfddf,
ancient_replacement,antq_taixue_changan,Chang'an Taixue,assets_queue/generated/antq_taixue_changan.png,true,true,true,11300,4352,25/29/39,0.706,3f2ace6c2aeb006509ae937f02a4986430e57e033d1df2ef51053fe5b60405c0,
ancient_replacement,antq_library_alexandria,Library of Alexandria,assets_queue/generated/antq_library_alexandria.png,true,true,true,11300,4352,30/35/46,0.790,284edbad473df605e4cde46ece5e002a8f566c001618159c04dd1674ce77222d,
ancient_replacement,antq_pharos_alexandria,Pharos of Alexandria,assets_queue/generated/antq_pharos_alexandria.png,true,true,true,11300,4352,16/27/41,0.928,cf15605e2709f2309d6ff227f08688b2a69ec477542bbe6dbb4a10304e4f080c,
ancient_replacement,antq_second_temple_jerusalem,Second Temple,assets_queue/generated/antq_second_temple_jerusalem.png,true,true,true,11300,4352,29/33/44,0.810,1ab5657ffd5345ca667027f003976b499c1ff86d19b392c29624d771b0db5b23,
regional_family,antq_reg_olive_press,Olive Press,assets_queue/generated/antq_reg_olive_press_128.png,true,true,true,11300,4352,22/34/54,0.974,e1b980cad4c2d10a8e61a583bbe83b1520725fb6da273d92c6acccae9b0e6556,
regional_family,antq_reg_wine_press,Wine Press,assets_queue/generated/antq_reg_wine_press_128.png,true,true,true,11300,4352,25/36/55,0.956,5d73a2a5ba9752849eff772a1621fee1200ae1f5420027bec3d4ed629e0e0c47,
regional_family,antq_reg_fish_saltery,Fish Saltery,assets_queue/generated/antq_reg_fish_saltery_128.png,true,true,true,11300,4352,23/35/55,0.971,2c73af2dc3dfb2e2e2630bf4c41577e332418c69eb9422d309901c6f33d380df,
regional_family,antq_reg_pottery_kiln,Pottery Kiln,assets_queue/generated/antq_reg_pottery_kiln_128.png,true,true,true,11300,4352,29/38/55,0.900,a591e5949974106ffaad673ee573b3a8442d68659e7d703aa5b51c9901089b6a,
regional_family,antq_reg_fullonica,Textile Washing Yard,assets_queue/generated/antq_reg_fullonica_128.png,true,true,true,11300,4352,21/31/49,0.963,425481f50fc9416aeba936e24c83b2d0339ae480d5e4706818f00b3bc03671e2,
regional_family,antq_reg_glassworks,Glassworks,assets_queue/generated/antq_reg_glassworks_128.png,true,true,true,11300,4352,20/31/49,0.981,db0332c94ed143cab284837fc0ca9eb79d22d51097e880d85e77d2a6f83d2e9e,
regional_family,antq_reg_dye_workshop,Dye Workshop,assets_queue/generated/antq_reg_dye_workshop_128.png,true,true,true,11300,4352,23/32/49,0.937,e9948c1cf4225f9d724016fcc8859126623c7ce5a0548808c084862bbaba3a81,
regional_family,antq_reg_metalwork,Metalwork Shop,assets_queue/generated/antq_reg_metalwork_128.png,true,true,true,11300,4352,21/31/49,0.959,5cfa4a76cf04ca94b85aee9a3d594d5333278d47ff05ccb752ad52bee9817438,
regional_family,antq_reg_stone_yard,Stone Yard,assets_queue/generated/antq_reg_stone_yard_128.png,true,true,true,11300,4352,76/73/73,0.521,b4b1d8936e15e1cc25b9f1b62af00042141b790a94f042f6af119300cad8678b,
regional_family,antq_reg_shipyard,Antique Shipyard,assets_queue/generated/antq_reg_shipyard_128.png,true,true,true,11300,4352,49/48/51,0.566,4bc97ad7aa8c7b9278dee41356be23a56396466d12c475ec56fa35eb4318d5b5,
regional_family,antq_reg_silk_loom,Silk Loom,assets_queue/generated/antq_reg_silk_loom_128.png,true,true,true,11300,4352,43/43/47,0.634,1536511dcbcc8f183cfc48d5870246eed1bc97b6fbff35a93e90ff3c35d67b96,
regional_family,antq_reg_scriptorium,Scribal Copying Workshop,assets_queue/generated/antq_reg_scriptorium_128.png,true,true,true,11300,4352,42/43/51,0.675,23b936dfc01b35602ba4c82161bd00396206610ff46d08209d33678e637c24ea,
regional_family,antq_reg_jeweler,Jewelers' Quarter,assets_queue/generated/antq_reg_jeweler_128.png,true,true,true,11300,4352,23/30/45,0.863,66b1385fb02fab46a846a020bcab5be1f8ef0375bb9a3cc4573aca90665c5105,
regional_family,antq_reg_weapon_smith,Weapon Smithy,assets_queue/generated/antq_reg_weapon_smith_128.png,true,true,true,11300,4352,24/31/45,0.857,9afb6168363c308d982341c7f9178b3a80e280e7807f65122018059cf37851ab,
regional_family,antq_reg_cotton_weavery,Cotton Weavery,assets_queue/generated/antq_reg_cotton_weavery_128.png,true,true,true,11300,4352,22/30/46,0.886,75f7dc2f5f3212de0e013df94e7e33de822463caf73af95dbf776ff907b5e338,
regional_family,antq_reg_linen_weavery,Linen Weavery,assets_queue/generated/antq_reg_linen_weavery_128.png,true,true,true,11300,4352,27/34/47,0.865,4daf5819ad39aa6a41229123902f95707b37eb3b7ff8c43bd6835194844ee59a,
regional_family,antq_reg_alum_dyehouse,Alum Dyehouse,assets_queue/generated/antq_reg_alum_dyehouse_128.png,true,true,true,11300,4352,36/41/49,0.772,e3650482f69f3554ba89475e5ec4511ed1c3eb3150f8bd95b153fead8b62ced6,
regional_family,antq_reg_joinery,Joinery,assets_queue/generated/antq_reg_joinery_128.png,true,true,true,11300,4352,27/33/43,0.826,ffc820873ffa333fefa4dd8feef8fe1ae3bac94d78a75934f222f5c3f2bed4a3,
regional_family,antq_reg_bronze_foundry,Bronze Foundry,assets_queue/generated/antq_reg_bronze_foundry_128.png,true,true,true,11300,4352,24/32/45,0.887,aac16015f27ebf528f43eb65351c9f2a6176bc79d13985bc2cf4a1307e04e0ff,
regional_family,antq_reg_ivory_carver,Ivory Carver,assets_queue/generated/antq_reg_ivory_carver_128.png,true,true,true,11300,4352,34/39/49,0.841,1a1213901f915fa44828b5737e971af09451e2f004579dc6fd06db32b748cd68,
regional_family,antq_reg_leatherworks,Leatherworks,assets_queue/generated/antq_reg_leatherworks_128.png,true,true,true,11300,4352,47/44/46,0.579,52ebfbddaa2711a32f1382d61308014be19cde5a964d136f446edded7ded7468,
regional_family,antq_reg_amphora_depot,Transport-Jar Depot,assets_queue/generated/antq_reg_amphora_depot_128.png,true,true,true,11300,4352,51/45/42,0.441,fdd72d143514eda6617240a6a1f0b47b90babd567548fb34ff202e7de0038f82,
regional_family,antq_reg_grain_mill,Grain Mill,assets_queue/generated/antq_reg_grain_mill_128.png,true,true,true,11300,4352,52/48/49,0.546,2147ebfe4b7f2b27a3605f0a8e595f3ebf3eb1e526a8dca22c23f9ff789dec30,
regional_family,antq_reg_ropewalk,Ropewalk,assets_queue/generated/antq_reg_ropewalk_128.png,true,true,true,11300,4352,52/48/47,0.495,8983c0a87ab88b9495036d3f6bccdf0eeb288e5ad3925d166105a01728221f13,
regional_family,antq_reg_brickworks,Brickworks,assets_queue/generated/antq_reg_brickworks_128.png,true,true,true,11300,4352,51/46/43,0.521,b92c40eb27f01e4868f3d966ded31af23d7c9127014bc05051b3a008b0e7dc45,
regional_family,antq_reg_lampworks,Lamp Workshop,assets_queue/generated/antq_reg_lampworks_128.png,true,true,true,11300,4352,45/44/45,0.621,efeeb8482544c3827b3c07a16f233e14cb799261286197fc3d4b3b73ece61669,
regional_family,antq_reg_tile_yard,Tile Yard,assets_queue/generated/antq_reg_tile_yard_128.png,true,true,true,11300,4352,51/45/44,0.570,a67e6821e1c35a9a9e667435c7cc3c04bec89c89c6a308c2769cd27460ada560,
regional_family,antq_reg_papyrus_workshop,Papyrus Workshop,assets_queue/generated/antq_reg_papyrus_workshop_128.png,true,true,true,11300,4352,61/59/52,0.527,f9975596fed451b704a3d501b2e6455007d57e7b3b794f0c8b331643ca5f8ca4,
regional_family,antq_reg_incense_workshop,Incense Workshop,assets_queue/generated/antq_reg_incense_workshop_128.png,true,true,true,11300,4352,27/37/56,0.926,801ec58379d3646fe559810c3c2badf70616b03994218a8af7eb9ef770977830,
regional_family,antq_reg_basketry,Basketry,assets_queue/generated/antq_reg_basketry_128.png,true,true,true,11300,4352,29/38/55,0.898,3b82595bb7009badeb9610e505feffcb48607b45a880ebac5495505490707e88,
