tag,name,good,source_mode,status
ABN,Ahar-Banas Highland,wine,opening_market_network,pass
ABN,Ahar-Banas Highland,wool,opening_market_network,pass
ABW,American Bottom Woodland,alum,opening_market_network,pass
ABW,American Bottom Woodland,amber,opening_market_network,pass
ABW,American Bottom Woodland,antq_amber_ornaments,opening_market_network,pass
ABW,American Bottom Woodland,antq_barley,day_one_constructible,pass
ABW,American Bottom Woodland,antq_bound_codices,dated_later_unlock,pass
ABW,American Bottom Woodland,antq_bronze_wares,opening_market_network,pass
ABW,American Bottom Woodland,antq_cage_glass,dated_later_unlock,pass
ABW,American Bottom Woodland,antq_camels,day_one_constructible,pass
ABW,American Bottom Woodland,antq_carpets,opening_market_network,pass
ABW,American Bottom Woodland,antq_cheese_curds,day_one_constructible,pass
ABW,American Bottom Woodland,antq_coconut_products,opening_market_network,pass
ABW,American Bottom Woodland,antq_coconuts,day_one_constructible,pass
ABW,American Bottom Woodland,antq_cordage,day_one_constructible,pass
ABW,American Bottom Woodland,antq_cured_meat,day_one_constructible,pass
ABW,American Bottom Woodland,antq_dates,day_one_constructible,pass
ABW,American Bottom Woodland,antq_dried_fruit,opening_market_network,pass
ABW,American Bottom Woodland,antq_felt_goods,opening_market_network,pass
ABW,American Bottom Woodland,antq_fine_ceramics,opening_market_network,pass
ABW,American Bottom Woodland,antq_garnet_cloisonne,dated_later_unlock,pass
ABW,American Bottom Woodland,antq_glass_beads,opening_market_network,pass
ABW,American Bottom Woodland,antq_glasswares,opening_market_network,pass
ABW,American Bottom Woodland,antq_grain_products,day_one_constructible,pass
ABW,American Bottom Woodland,antq_iron_hardware,day_one_constructible,pass
ABW,American Bottom Woodland,antq_jade,opening_market_network,pass
ABW,American Bottom Woodland,antq_lacquerware,opening_market_network,pass
ABW,American Bottom Woodland,antq_lead_wares,opening_market_network,pass
ABW,American Bottom Woodland,antq_leather_goods,day_one_constructible,pass
ABW,American Bottom Woodland,antq_naphtha,opening_market_network,pass
ABW,American Bottom Woodland,antq_nut_pastes,opening_market_network,pass
ABW,American Bottom Woodland,antq_olive_oil,day_one_constructible,pass
ABW,American Bottom Woodland,antq_papyrus,day_one_constructible,pass
ABW,American Bottom Woodland,antq_parchment,opening_market_network,pass
ABW,American Bottom Woodland,antq_perfumes,opening_market_network,pass
ABW,American Bottom Woodland,antq_preserved_fish,day_one_constructible,pass
ABW,American Bottom Woodland,antq_rice_wine,opening_market_network,pass
ABW,American Bottom Woodland,antq_sailcloth,day_one_constructible,pass
ABW,American Bottom Woodland,antq_sesame,day_one_constructible,pass
ABW,American Bottom Woodland,antq_sesame_oil,opening_market_network,pass
ABW,American Bottom Woodland,antq_silphium,opening_market_network,pass
ABW,American Bottom Woodland,antq_soap,opening_market_network,pass
ABW,American Bottom Woodland,antq_soy_condiments,opening_market_network,pass
ABW,American Bottom Woodland,antq_tree_nuts,day_one_constructible,pass
ABW,American Bottom Woodland,antq_wax_goods,opening_market_network,pass
ABW,American Bottom Woodland,antq_yue_celadon,dated_later_unlock,pass
ABW,American Bottom Woodland,beer,day_one_constructible,pass
ABW,American Bottom Woodland,beeswax,opening_market_network,pass
ABW,American Bottom Woodland,books,opening_market_network,pass
ABW,American Bottom Woodland,chili,opening_market_network,pass
ABW,American Bottom Woodland,clay,opening_market_network,pass
ABW,American Bottom Woodland,cloth,day_one_constructible,pass
ABW,American Bottom Woodland,cloves,opening_market_network,pass
ABW,American Bottom Woodland,coal,opening_market_network,pass
ABW,American Bottom Woodland,cocoa,opening_market_network,pass
ABW,American Bottom Woodland,copper,opening_market_network,pass
ABW,American Bottom Woodland,cotton,opening_market_network,pass
ABW,American Bottom Woodland,dyes,opening_market_network,pass
ABW,American Bottom Woodland,elephants,opening_market_network,pass
ABW,American Bottom Woodland,fiber_crops,owned_rgo,pass
ABW,American Bottom Woodland,fine_cloth,opening_market_network,pass
ABW,American Bottom Woodland,fish,opening_market_network,pass
ABW,American Bottom Woodland,fruit,opening_market_network,pass
ABW,American Bottom Woodland,fur,opening_market_network,pass
ABW,American Bottom Woodland,furniture,opening_market_network,pass
ABW,American Bottom Woodland,gems,opening_market_network,pass
ABW,American Bottom Woodland,glass,opening_market_network,pass
ABW,American Bottom Woodland,goods_gold,opening_market_network,pass
ABW,American Bottom Woodland,horses,opening_market_network,pass
ABW,American Bottom Woodland,incense,opening_market_network,pass
ABW,American Bottom Woodland,iron,opening_market_network,pass
ABW,American Bottom Woodland,ivory,opening_market_network,pass
ABW,American Bottom Woodland,jewelry,opening_market_network,pass
ABW,American Bottom Woodland,lead,opening_market_network,pass
ABW,American Bottom Woodland,leather,day_one_constructible,pass
ABW,American Bottom Woodland,legumes,opening_market_network,pass
ABW,American Bottom Woodland,livestock,opening_market_network,pass
ABW,American Bottom Woodland,lumber,opening_market_network,pass
ABW,American Bottom Woodland,maize,owned_rgo,pass
ABW,American Bottom Woodland,marble,opening_market_network,pass
ABW,American Bottom Woodland,masonry,day_one_constructible,pass
ABW,American Bottom Woodland,medicaments,opening_market_network,pass
ABW,American Bottom Woodland,mercury,opening_market_network,pass
ABW,American Bottom Woodland,millet,opening_market_network,pass
ABW,American Bottom Woodland,naval_supplies,day_one_constructible,pass
ABW,American Bottom Woodland,olives,opening_market_network,pass
ABW,American Bottom Woodland,paper,opening_market_network,pass
ABW,American Bottom Woodland,pearls,opening_market_network,pass
ABW,American Bottom Woodland,pepper,opening_market_network,pass
ABW,American Bottom Woodland,potato,opening_market_network,pass
ABW,American Bottom Woodland,pottery,day_one_constructible,pass
ABW,American Bottom Woodland,rice,opening_market_network,pass
ABW,American Bottom Woodland,saffron,opening_market_network,pass
ABW,American Bottom Woodland,salt,owned_rgo,pass
ABW,American Bottom Woodland,sand,opening_market_network,pass
ABW,American Bottom Woodland,silk,opening_market_network,pass
ABW,American Bottom Woodland,silver,opening_market_network,pass
ABW,American Bottom Woodland,steel,opening_market_network,pass
ABW,American Bottom Woodland,stone,opening_market_network,pass
ABW,American Bottom Woodland,sugar,opening_market_network,pass
ABW,American Bottom Woodland,tar,day_one_constructible,pass
ABW,American Bottom Woodland,tea,opening_market_network,pass
ABW,American Bottom Woodland,tin,opening_market_network,pass
ABW,American Bottom Woodland,tobacco,opening_market_network,pass
ABW,American Bottom Woodland,tools,day_one_constructible,pass
ABW,American Bottom Woodland,weaponry,day_one_constructible,pass
ABW,American Bottom Woodland,wheat,opening_market_network,pass
ABW,American Bottom Woodland,wild_game,opening_market_network,pass
ABW,American Bottom Woodland,wine,opening_market_network,pass
ABW,American Bottom Woodland,wool,opening_market_network,pass
ACU,Acutuba Central-Amazon,alum,opening_market_network,pass
ACU,Acutuba Central-Amazon,amber,opening_market_network,pass
ACU,Acutuba Central-Amazon,antq_amber_ornaments,opening_market_network,pass
ACU,Acutuba Central-Amazon,antq_barley,day_one_constructible,pass
ACU,Acutuba Central-Amazon,antq_bound_codices,dated_later_unlock,pass
ACU,Acutuba Central-Amazon,antq_bronze_wares,opening_market_network,pass
ACU,Acutuba Central-Amazon,antq_cage_glass,dated_later_unlock,pass
ACU,Acutuba Central-Amazon,antq_camels,day_one_constructible,pass
ACU,Acutuba Central-Amazon,antq_carpets,opening_market_network,pass
ACU,Acutuba Central-Amazon,antq_cheese_curds,day_one_constructible,pass
ACU,Acutuba Central-Amazon,antq_coconut_products,opening_market_network,pass
ACU,Acutuba Central-Amazon,antq_coconuts,day_one_constructible,pass
ACU,Acutuba Central-Amazon,antq_cordage,day_one_constructible,pass
ACU,Acutuba Central-Amazon,antq_cured_meat,day_one_constructible,pass
ACU,Acutuba Central-Amazon,antq_dates,day_one_constructible,pass
ACU,Acutuba Central-Amazon,antq_dried_fruit,opening_market_network,pass
ACU,Acutuba Central-Amazon,antq_felt_goods,opening_market_network,pass
ACU,Acutuba Central-Amazon,antq_fine_ceramics,opening_market_network,pass
ACU,Acutuba Central-Amazon,antq_garnet_cloisonne,dated_later_unlock,pass
ACU,Acutuba Central-Amazon,antq_glass_beads,opening_market_network,pass
ACU,Acutuba Central-Amazon,antq_glasswares,opening_market_network,pass
ACU,Acutuba Central-Amazon,antq_grain_products,day_one_constructible,pass
ACU,Acutuba Central-Amazon,antq_iron_hardware,day_one_constructible,pass
ACU,Acutuba Central-Amazon,antq_jade,opening_market_network,pass
ACU,Acutuba Central-Amazon,antq_lacquerware,opening_market_network,pass
ACU,Acutuba Central-Amazon,antq_lead_wares,opening_market_network,pass
ACU,Acutuba Central-Amazon,antq_leather_goods,day_one_constructible,pass
ACU,Acutuba Central-Amazon,antq_naphtha,opening_market_network,pass
ACU,Acutuba Central-Amazon,antq_nut_pastes,opening_market_network,pass
ACU,Acutuba Central-Amazon,antq_olive_oil,day_one_constructible,pass
ACU,Acutuba Central-Amazon,antq_papyrus,day_one_constructible,pass
ACU,Acutuba Central-Amazon,antq_parchment,opening_market_network,pass
ACU,Acutuba Central-Amazon,antq_perfumes,opening_market_network,pass
ACU,Acutuba Central-Amazon,antq_preserved_fish,day_one_constructible,pass
ACU,Acutuba Central-Amazon,antq_rice_wine,opening_market_network,pass
ACU,Acutuba Central-Amazon,antq_sailcloth,day_one_constructible,pass
ACU,Acutuba Central-Amazon,antq_sesame,day_one_constructible,pass
ACU,Acutuba Central-Amazon,antq_sesame_oil,opening_market_network,pass
ACU,Acutuba Central-Amazon,antq_silphium,opening_market_network,pass
ACU,Acutuba Central-Amazon,antq_soap,opening_market_network,pass
ACU,Acutuba Central-Amazon,antq_soy_condiments,opening_market_network,pass
ACU,Acutuba Central-Amazon,antq_tree_nuts,day_one_constructible,pass
ACU,Acutuba Central-Amazon,antq_wax_goods,opening_market_network,pass
ACU,Acutuba Central-Amazon,antq_yue_celadon,dated_later_unlock,pass
ACU,Acutuba Central-Amazon,beer,day_one_constructible,pass
ACU,Acutuba Central-Amazon,beeswax,opening_market_network,pass
ACU,Acutuba Central-Amazon,books,opening_market_network,pass
ACU,Acutuba Central-Amazon,chili,opening_market_network,pass
ACU,Acutuba Central-Amazon,clay,opening_market_network,pass
ACU,Acutuba Central-Amazon,cloth,day_one_constructible,pass
ACU,Acutuba Central-Amazon,cloves,opening_market_network,pass
ACU,Acutuba Central-Amazon,coal,opening_market_network,pass
ACU,Acutuba Central-Amazon,cocoa,opening_market_network,pass
ACU,Acutuba Central-Amazon,copper,opening_market_network,pass
ACU,Acutuba Central-Amazon,cotton,opening_market_network,pass
ACU,Acutuba Central-Amazon,dyes,owned_rgo,pass
ACU,Acutuba Central-Amazon,elephants,opening_market_network,pass
ACU,Acutuba Central-Amazon,fiber_crops,opening_market_network,pass
ACU,Acutuba Central-Amazon,fine_cloth,opening_market_network,pass
ACU,Acutuba Central-Amazon,fish,opening_market_network,pass
ACU,Acutuba Central-Amazon,fruit,opening_market_network,pass
ACU,Acutuba Central-Amazon,fur,opening_market_network,pass
ACU,Acutuba Central-Amazon,furniture,opening_market_network,pass
ACU,Acutuba Central-Amazon,gems,opening_market_network,pass
ACU,Acutuba Central-Amazon,glass,opening_market_network,pass
ACU,Acutuba Central-Amazon,goods_gold,opening_market_network,pass
ACU,Acutuba Central-Amazon,horses,opening_market_network,pass
ACU,Acutuba Central-Amazon,incense,opening_market_network,pass
ACU,Acutuba Central-Amazon,iron,opening_market_network,pass
ACU,Acutuba Central-Amazon,ivory,opening_market_network,pass
ACU,Acutuba Central-Amazon,jewelry,opening_market_network,pass
ACU,Acutuba Central-Amazon,lead,opening_market_network,pass
ACU,Acutuba Central-Amazon,leather,day_one_constructible,pass
ACU,Acutuba Central-Amazon,legumes,opening_market_network,pass
ACU,Acutuba Central-Amazon,livestock,opening_market_network,pass
ACU,Acutuba Central-Amazon,lumber,opening_market_network,pass
ACU,Acutuba Central-Amazon,maize,opening_market_network,pass
ACU,Acutuba Central-Amazon,marble,opening_market_network,pass
ACU,Acutuba Central-Amazon,masonry,day_one_constructible,pass
ACU,Acutuba Central-Amazon,medicaments,opening_market_network,pass
ACU,Acutuba Central-Amazon,mercury,opening_market_network,pass
ACU,Acutuba Central-Amazon,millet,opening_market_network,pass
ACU,Acutuba Central-Amazon,naval_supplies,day_one_constructible,pass
ACU,Acutuba Central-Amazon,olives,opening_market_network,pass
ACU,Acutuba Central-Amazon,paper,opening_market_network,pass
ACU,Acutuba Central-Amazon,pearls,opening_market_network,pass
ACU,Acutuba Central-Amazon,pepper,opening_market_network,pass
ACU,Acutuba Central-Amazon,potato,opening_market_network,pass
ACU,Acutuba Central-Amazon,pottery,day_one_constructible,pass
ACU,Acutuba Central-Amazon,rice,opening_market_network,pass
ACU,Acutuba Central-Amazon,saffron,opening_market_network,pass
ACU,Acutuba Central-Amazon,salt,opening_market_network,pass
ACU,Acutuba Central-Amazon,sand,opening_market_network,pass
ACU,Acutuba Central-Amazon,silk,opening_market_network,pass
ACU,Acutuba Central-Amazon,silver,opening_market_network,pass
ACU,Acutuba Central-Amazon,steel,opening_market_network,pass
ACU,Acutuba Central-Amazon,stone,opening_market_network,pass
ACU,Acutuba Central-Amazon,sugar,opening_market_network,pass
ACU,Acutuba Central-Amazon,tar,day_one_constructible,pass
ACU,Acutuba Central-Amazon,tea,opening_market_network,pass
ACU,Acutuba Central-Amazon,tin,opening_market_network,pass
ACU,Acutuba Central-Amazon,tobacco,opening_market_network,pass
ACU,Acutuba Central-Amazon,tools,day_one_constructible,pass
ACU,Acutuba Central-Amazon,weaponry,day_one_constructible,pass
ACU,Acutuba Central-Amazon,wheat,opening_market_network,pass
ACU,Acutuba Central-Amazon,wild_game,opening_market_network,pass
ACU,Acutuba Central-Amazon,wine,opening_market_network,pass
ACU,Acutuba Central-Amazon,wool,opening_market_network,pass
ADI,Adiabene,alum,opening_market_network,pass
ADI,Adiabene,amber,opening_market_network,pass
ADI,Adiabene,antq_amber_ornaments,opening_market_network,pass
ADI,Adiabene,antq_barley,day_one_constructible,pass
ADI,Adiabene,antq_bound_codices,dated_later_unlock,pass
ADI,Adiabene,antq_bronze_wares,opening_market_network,pass
ADI,Adiabene,antq_cage_glass,dated_later_unlock,pass
ADI,Adiabene,antq_camels,day_one_constructible,pass
ADI,Adiabene,antq_carpets,day_one_constructible,pass
ADI,Adiabene,antq_cheese_curds,day_one_constructible,pass
ADI,Adiabene,antq_coconut_products,opening_market_network,pass
ADI,Adiabene,antq_coconuts,day_one_constructible,pass
ADI,Adiabene,antq_cordage,owned_seeded_producer,pass
ADI,Adiabene,antq_cured_meat,day_one_constructible,pass
ADI,Adiabene,antq_dates,day_one_constructible,pass
ADI,Adiabene,antq_dried_fruit,day_one_constructible,pass
ADI,Adiabene,antq_felt_goods,day_one_constructible,pass
ADI,Adiabene,antq_fine_ceramics,opening_market_network,pass
ADI,Adiabene,antq_garnet_cloisonne,dated_later_unlock,pass
ADI,Adiabene,antq_glass_beads,opening_market_network,pass
ADI,Adiabene,antq_glasswares,opening_market_network,pass
ADI,Adiabene,antq_grain_products,owned_seeded_producer,pass
ADI,Adiabene,antq_iron_hardware,owned_seeded_producer,pass
ADI,Adiabene,antq_jade,opening_market_network,pass
ADI,Adiabene,antq_lacquerware,opening_market_network,pass
ADI,Adiabene,antq_lead_wares,opening_market_network,pass
ADI,Adiabene,antq_leather_goods,day_one_constructible,pass
ADI,Adiabene,antq_naphtha,opening_market_network,pass
ADI,Adiabene,antq_nut_pastes,day_one_constructible,pass
ADI,Adiabene,antq_olive_oil,day_one_constructible,pass
ADI,Adiabene,antq_papyrus,day_one_constructible,pass
ADI,Adiabene,antq_parchment,opening_market_network,pass
ADI,Adiabene,antq_perfumes,day_one_constructible,pass
ADI,Adiabene,antq_preserved_fish,day_one_constructible,pass
ADI,Adiabene,antq_rice_wine,opening_market_network,pass
ADI,Adiabene,antq_sailcloth,day_one_constructible,pass
ADI,Adiabene,antq_sesame,day_one_constructible,pass
ADI,Adiabene,antq_sesame_oil,opening_market_network,pass
ADI,Adiabene,antq_silphium,opening_market_network,pass
ADI,Adiabene,antq_soap,opening_market_network,pass
ADI,Adiabene,antq_soy_condiments,opening_market_network,pass
ADI,Adiabene,antq_tree_nuts,day_one_constructible,pass
ADI,Adiabene,antq_wax_goods,opening_market_network,pass
ADI,Adiabene,antq_yue_celadon,dated_later_unlock,pass
ADI,Adiabene,beer,day_one_constructible,pass
ADI,Adiabene,beeswax,opening_market_network,pass
ADI,Adiabene,books,opening_market_network,pass
ADI,Adiabene,chili,opening_market_network,pass
ADI,Adiabene,clay,opening_market_network,pass
ADI,Adiabene,cloth,owned_seeded_producer,pass
ADI,Adiabene,cloves,opening_market_network,pass
ADI,Adiabene,coal,opening_market_network,pass
ADI,Adiabene,cocoa,opening_market_network,pass
ADI,Adiabene,copper,opening_market_network,pass
ADI,Adiabene,cotton,owned_rgo,pass
ADI,Adiabene,dyes,opening_market_network,pass
ADI,Adiabene,elephants,opening_market_network,pass
ADI,Adiabene,fiber_crops,opening_market_network,pass
ADI,Adiabene,fine_cloth,owned_seeded_producer,pass
ADI,Adiabene,fish,opening_market_network,pass
ADI,Adiabene,fruit,opening_market_network,pass
ADI,Adiabene,fur,opening_market_network,pass
ADI,Adiabene,furniture,day_one_constructible,pass
ADI,Adiabene,gems,opening_market_network,pass
ADI,Adiabene,glass,day_one_constructible,pass
ADI,Adiabene,goods_gold,opening_market_network,pass
ADI,Adiabene,horses,opening_market_network,pass
ADI,Adiabene,incense,opening_market_network,pass
ADI,Adiabene,iron,opening_market_network,pass
ADI,Adiabene,ivory,opening_market_network,pass
ADI,Adiabene,jewelry,day_one_constructible,pass
ADI,Adiabene,lead,opening_market_network,pass
ADI,Adiabene,leather,day_one_constructible,pass
ADI,Adiabene,legumes,opening_market_network,pass
ADI,Adiabene,livestock,opening_market_network,pass
ADI,Adiabene,lumber,opening_market_network,pass
ADI,Adiabene,maize,opening_market_network,pass
ADI,Adiabene,marble,opening_market_network,pass
ADI,Adiabene,masonry,owned_seeded_producer,pass
ADI,Adiabene,medicaments,opening_market_network,pass
ADI,Adiabene,mercury,opening_market_network,pass
ADI,Adiabene,millet,opening_market_network,pass
ADI,Adiabene,naval_supplies,day_one_constructible,pass
ADI,Adiabene,olives,opening_market_network,pass
ADI,Adiabene,paper,opening_market_network,pass
ADI,Adiabene,pearls,opening_market_network,pass
ADI,Adiabene,pepper,opening_market_network,pass
ADI,Adiabene,potato,opening_market_network,pass
ADI,Adiabene,pottery,day_one_constructible,pass
ADI,Adiabene,rice,opening_market_network,pass
ADI,Adiabene,saffron,opening_market_network,pass
ADI,Adiabene,salt,opening_market_network,pass
ADI,Adiabene,sand,opening_market_network,pass
ADI,Adiabene,silk,opening_market_network,pass
ADI,Adiabene,silver,opening_market_network,pass
ADI,Adiabene,steel,opening_market_network,pass
ADI,Adiabene,stone,opening_market_network,pass
ADI,Adiabene,sugar,opening_market_network,pass
ADI,Adiabene,tar,owned_seeded_producer,pass
ADI,Adiabene,tea,opening_market_network,pass
ADI,Adiabene,tin,opening_market_network,pass
ADI,Adiabene,tobacco,opening_market_network,pass
ADI,Adiabene,tools,owned_seeded_producer,pass
ADI,Adiabene,weaponry,day_one_constructible,pass
ADI,Adiabene,wheat,opening_market_network,pass
ADI,Adiabene,wild_game,opening_market_network,pass
ADI,Adiabene,wine,opening_market_network,pass
ADI,Adiabene,wool,opening_market_network,pass
AES,Aestii,alum,opening_market_network,pass
AES,Aestii,amber,owned_rgo,pass
AES,Aestii,antq_amber_ornaments,opening_market_network,pass
AES,Aestii,antq_barley,day_one_constructible,pass
AES,Aestii,antq_bound_codices,dated_later_unlock,pass
AES,Aestii,antq_bronze_wares,opening_market_network,pass
AES,Aestii,antq_cage_glass,dated_later_unlock,pass
AES,Aestii,antq_camels,day_one_constructible,pass
AES,Aestii,antq_carpets,opening_market_network,pass
AES,Aestii,antq_cheese_curds,day_one_constructible,pass
AES,Aestii,antq_coconut_products,opening_market_network,pass
AES,Aestii,antq_coconuts,day_one_constructible,pass
AES,Aestii,antq_cordage,day_one_constructible,pass
AES,Aestii,antq_cured_meat,day_one_constructible,pass
AES,Aestii,antq_dates,day_one_constructible,pass
AES,Aestii,antq_dried_fruit,opening_market_network,pass
AES,Aestii,antq_felt_goods,opening_market_network,pass
AES,Aestii,antq_fine_ceramics,opening_market_network,pass
AES,Aestii,antq_garnet_cloisonne,dated_later_unlock,pass
AES,Aestii,antq_glass_beads,opening_market_network,pass
AES,Aestii,antq_glasswares,opening_market_network,pass
AES,Aestii,antq_grain_products,day_one_constructible,pass
AES,Aestii,antq_iron_hardware,day_one_constructible,pass
AES,Aestii,antq_jade,opening_market_network,pass
AES,Aestii,antq_lacquerware,opening_market_network,pass
AES,Aestii,antq_lead_wares,opening_market_network,pass
AES,Aestii,antq_leather_goods,day_one_constructible,pass
AES,Aestii,antq_naphtha,opening_market_network,pass
AES,Aestii,antq_nut_pastes,opening_market_network,pass
AES,Aestii,antq_olive_oil,day_one_constructible,pass
AES,Aestii,antq_papyrus,day_one_constructible,pass
AES,Aestii,antq_parchment,opening_market_network,pass
AES,Aestii,antq_perfumes,opening_market_network,pass
