kind,key,sheet,quadrant,style_references,historical_reference
building,antq_reg_temple_precinct,buildings_05.png,bottom_left,installed EU5 direct building icons,docs/m5/roman_economy_profiles.csv; docs/m5/regional_building_families.csv; docs/m5/custom_goods.csv
building,antq_reg_bronze_workers_collegium,buildings_06.png,top_left,installed EU5 direct building icons,docs/m5/roman_economy_profiles.csv; docs/m5/regional_building_families.csv; docs/m5/custom_goods.csv
building,antq_reg_lead_pipeworks,buildings_06.png,top_right,installed EU5 direct building icons,docs/m5/roman_economy_profiles.csv; docs/m5/regional_building_families.csv; docs/m5/custom_goods.csv
building,antq_reg_unguentarium,buildings_06.png,bottom_left,installed EU5 direct building icons,docs/m5/roman_economy_profiles.csv; docs/m5/regional_building_families.csv; docs/m5/custom_goods.csv
building,antq_reg_collegia_hall,buildings_06.png,bottom_right,installed EU5 direct building icons,docs/m5/roman_economy_profiles.csv; docs/m5/regional_building_families.csv; docs/m5/custom_goods.csv
good,antq_olive_oil,goods_01.png,top_left,installed EU5 direct trade-good icons,docs/m5/roman_economy_profiles.csv; docs/m5/regional_building_families.csv; docs/m5/custom_goods.csv
good,antq_preserved_fish,goods_01.png,top_right,installed EU5 direct trade-good icons,docs/m5/roman_economy_profiles.csv; docs/m5/regional_building_families.csv; docs/m5/custom_goods.csv
good,antq_grain_products,goods_01.png,bottom_left,installed EU5 direct trade-good icons,docs/m5/roman_economy_profiles.csv; docs/m5/regional_building_families.csv; docs/m5/custom_goods.csv
good,antq_perfumes,goods_01.png,bottom_right,installed EU5 direct trade-good icons,docs/m5/roman_economy_profiles.csv; docs/m5/regional_building_families.csv; docs/m5/custom_goods.csv
good,antq_wax_goods,goods_02.png,top_left,installed EU5 direct trade-good icons,docs/m5/roman_economy_profiles.csv; docs/m5/regional_building_families.csv; docs/m5/custom_goods.csv
good,antq_soap,goods_02.png,top_right,installed EU5 direct trade-good icons,docs/m5/roman_economy_profiles.csv; docs/m5/regional_building_families.csv; docs/m5/custom_goods.csv
good,antq_bronze_wares,goods_02.png,bottom_left,installed EU5 direct trade-good icons,docs/m5/roman_economy_profiles.csv; docs/m5/regional_building_families.csv; docs/m5/custom_goods.csv
good,antq_lead_wares,goods_02.png,bottom_right,installed EU5 direct trade-good icons,docs/m5/roman_economy_profiles.csv; docs/m5/regional_building_families.csv; docs/m5/custom_goods.csv
