granularity,key,parent,kind,ad1_name,language,method,source,confidence,note,unchanged_verified
location,bay_haifa,levant_coast_sea_province,sea,Sycaminum Roadstead,Latin,attested ancient port projection,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://pleiades.stoa.org/places/678408,high,Uses ancient Sycaminum on the Haifa shore.,false
location,bay_kampong_son,mekong_coast_sea_province,sea,Prek Kampong Narrows,proto-Khmer geographic / English,deltaic geographic reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.metmuseum.org/toah/hd/funa/hd_funa.htm,low,A conservative estuarine construction for pre-Funan Cambodia.,false
location,bay_kotor,south_adriatic_sea_province,sea,Rhizon Inlet,Greek geographic,attested Illyrian port projection,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://pleiades.stoa.org/places/481983,high,The inner bay is named for ancient Rhizon.,false
location,bay_lubeck,arkona_sea_province,sea,Varinian Bay,Latin ethnonym / English,ethnogeographic coastal reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://sourcebooks.fordham.edu/source/tacitus-germania.asp,medium,Uses Tacitus's Varini for the Baltic coast.,false
location,bay_of_cadiz,gulf_cadiz_province,sea,Sinus Gaditanus,Latin,classical maritime name,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://pleiades.stoa.org/places/256178,high,The gulf is localized through Gades.,false
location,bay_of_fundy,bay_of_fundy_province,sea,Mi’kma’ki Great Tidal Passage,Mi'kmaq geographic / English,indigenous landscape reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Bay-of-Fundy,low,Uses the regional Mi'kma'ki frame and defining tides.,false
location,bay_of_islands,gulf_of_saint_lawrence_sea_zones_province,sea,Western Beothuk Island Waters,Beothuk geographic / English,indigenous coastal reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.thecanadianencyclopedia.ca/en/article/beothuk,low,Uses the Beothuk cultural landscape rather than the colonial bay name.,false
location,bay_of_quinte,lake_ontario_province,sea,Kaniatarowanenneh Eastern,Kanien’kéha geographic / English,indigenous lake reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Lake-Ontario,low,Applies an indigenous Great Lake frame to the eastern inlet.,false
location,bay_oran,alboran_sea_province,sea,Portus Magnus Approaches,Latin,attested ancient port projection,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://pleiades.stoa.org/places/285503,high,Uses Roman Portus Magnus east of modern Oran.,false
location,bay_palma,balearic_sea_province,sea,Palma Roadstead,Latin,attested Roman settlement projection,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://pleiades.stoa.org/places/265979,high,Palma is ancient but the roadstead distinguishes the location.,false
location,bay_salum,libyan_sea_province,sea,Catabathmus Littoral,Greek geographic / Latin,ancient frontier coastal reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://pleiades.stoa.org/places/716528,medium,Uses the Catabathmus frontier known to classical geographers.,false
location,bay_samana,north_hispaniola_coast_sea_province,sea,Quisqueya Northeast Sound,Taíno geographic / English,precontact island reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.nps.gov/articles/caribbean-trade-and-networks.htm,low,Uses a local island frame without retaining the colonial bay name.,false
location,bay_san_juan,arecibo_coast_sea_province,sea,Borikén Northeast Roadstead,Taíno geographic / English,precontact island reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.nps.gov/articles/caribbean-trade-and-networks.htm,low,Uses Borikén and a directional coastal descriptor.,false
location,bay_santander,cantabrian_sea_province,sea,Portus Victoriae Inlet,Latin,attested Roman harbor projection,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://pleiades.stoa.org/places/246567,high,Classical harbor associated with the Santander coast.,false
location,bay_santo_domingo,hispaniola_coast,sea,Quisqueya Ozama Roadstead,Taíno geographic / English,precontact river-mouth reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.nps.gov/articles/caribbean-trade-and-networks.htm,low,Uses the island and river rather than the colonial city.,false
location,bay_setubal,coast_of_portugal_province,sea,Caetobriga Roadstead,Latin,attested ancient port projection,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://pleiades.stoa.org/places/256070,high,The bay is named for Roman Caetobriga.,false
location,bay_tolanaro,maroserana_coast_sea_province,sea,Anosy Southeast Waters,Malagasy geographic / English,regional coastal reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Madagascar/History,low,Uses the durable Anosy region and direction.,false
location,bayali,darumbal_province,land,Darumbal Southern Hills,Darumbal geographic / English,indigenous landscape reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://aiatsis.gov.au/explore/map-indigenous-australia,low,Directional label within the researched Darumbal frame.,false
location,bayambang,pampanga_province,land,Agno Lower Plain,local geographic / English,river-basin archaeological reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.nationalmuseum.gov.ph/our-collections/archaeology/,low,Uses the Agno basin before the later town.,false
location,bayamo,bayamo_province,land,Upper Cauto Settlements,precontact Cuban geographic / English,river-basin archaeological reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Cuba/History,low,Replaces the colonial city with the river-basin frame.,false
location,bayan,choyr_province,land,Xiongnu Choyr Pastures,Xiongnu ethnogeographic / English,steppe landscape reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://academic.oup.com/edited-volume/61799/chapter-abstract/546289184,medium,Pastoral label within the eastern Gobi Xiongnu sphere.,false
location,bayan_har,golog_province,land,Amnye Machen Eastern Plateau,Qiangic geographic / English,mountain landscape reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.cambridge.org/core/books/archaeology-of-tibet/2DF0A6524D57C5D070293208EAA45B5C,medium,Uses the sacred massif and directional plateau.,false
location,bayan_har_mountains1,yushu_province,land,Upper Drichu Snow Range,Tibetic geographic / English,river-headwater reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.cambridge.org/core/books/archaeology-of-tibet/2DF0A6524D57C5D070293208EAA45B5C,medium,Names the eastern Bayan Har range through the upper Yangzi.,false
location,bayan_har_mountains2,gyahor_province,land,Upper Machu Snow Range,Tibetic geographic / English,river-headwater reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.cambridge.org/core/books/archaeology-of-tibet/2DF0A6524D57C5D070293208EAA45B5C,medium,Names the western Bayan Har range through the upper Yellow River.,false
location,bayan_susu,hulan_province,land,Yilou Hulan Plain,Chinese ethnonym / English,Han ethnogeographic reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://ctext.org/records-of-the-three-states/dong-yi/ens,medium,Uses the ancient Yilou frame and Hulan river landscape.,false
location,bayan_tumen,dalai_nuur_province,land,Xiongnu Kherlen Bend,Xiongnu ethnogeographic / English,steppe river reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://academic.oup.com/edited-volume/61799/chapter-abstract/546289184,medium,Uses the Kherlen bend within the eastern Xiongnu sphere.,false
location,bayan_ula,hailar_province,land,Xiongnu Argun Uplands,Xiongnu ethnogeographic / English,steppe frontier reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://academic.oup.com/edited-volume/61799/chapter-abstract/546289184,medium,Directional upland label on the Argun frontier.,false
location,bayana,dhundhar,land,Matsya Eastern Plain,Sanskrit ethnogeographic / English,ancient polity landscape reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Rajasthan/History,medium,Places the cell in the eastern Matsya plain.,false
location,bayanaul,bayanaul_province,land,Saryarka Eastern Hills,steppe geographic / English,archaeological landscape reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://unesdoc.unesco.org/ark:/48223/pf0000105703,medium,Uses the Saryarka uplands rather than a later settlement.,false
location,bayanday,bayanday_province,land,Upper Angara West Bank,local geographic / English,river-basin reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Angara-River,medium,Names the location from the Angara system.,false
location,bayangol,barga_province,land,Barguzin Upper Gorge,local geographic / English,river-basin reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Lake-Baikal,medium,Uses the Barguzin corridor rather than the generic Mongolian name.,false
location,bayankhot,alasha_province,land,Xiongnu Alasha Western Camp,Xiongnu ethnogeographic / English,steppe encampment reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://ctext.org/han-shu/xiong-nu-zhuan-shang/ens,medium,Locates an ancient pastoral center in western Alasha.,false
location,bayannur,hetao_province,land,Jiuyuan Western Bend,Han Chinese,Han frontier landscape reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://ctext.org/han-shu/di-li-zhi/ens,high,Uses Han Jiuyuan commandery geography on the Yellow River bend.,false
location,bayannurhong,alasha_province,land,Xiongnu Alasha Northern Wells,Xiongnu ethnogeographic / English,steppe water-point reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://ctext.org/han-shu/xiong-nu-zhuan-shang/ens,medium,Distinct northern water-point label within Alasha.,false
location,bayantsagaan,dalai_nuur_province,land,Xiongnu Dalai Grasslands,Xiongnu ethnogeographic / English,steppe landscape reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://academic.oup.com/edited-volume/61799/chapter-abstract/546289184,medium,Uses the lake grasslands within the eastern Xiongnu sphere.,false
location,bayaquitiri,baracoa_province,land,Toa Mountain Settlements,precontact Cuban geographic / English,archaeological landscape reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Cuba/History,low,Uses the Toa basin before the later local name.,false
location,bayat,cankiri_province,land,Gangra Southern Hills,Greek geographic / English,ancient city hinterland reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://pleiades.stoa.org/places/844943,high,Places the cell south of ancient Gangra.,false
location,bayazit,khoy_province,land,Artaz Eastern March,Armenian geographic / English,ancient district reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.iranicaonline.org/articles/armenian-geography,medium,Uses the ancient Armenian district Artaz.,false
location,bayburt,erzurum_province,land,Speri Western Pass,Armenian geographic / English,ancient district and pass reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.iranicaonline.org/articles/speri,medium,Uses ancient Speri rather than medieval Bayburt.,false
location,baydibek_ata,turkestan_province,land,Kangju Karatau Wells,Chinese ethnonym / English,Han-era steppe reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://depts.washington.edu/silkroad/texts/hhshu/hou_han_shu.html,medium,Water-point label in Kangju territory below Karatau.,false
location,bayei,damara_province,land,Central Namib Escarpment,local geographic / English,environmental landscape reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Namib,medium,Uses the enduring Namib escarpment.,false
location,bayeux,caennais_province,land,Augustodurum,Latin,attested Roman settlement,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://pleiades.stoa.org/places/69533,high,Ancient predecessor of Bayeux.,false
location,bayhan,sayhad_province,land,Qatabanian Bayhan Wadi,Old South Arabian / English,ancient polity and valley reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://depts.washington.edu/silkroad/texts/periplus/periplus.html,medium,Uses the Bayhan valley within Qatabanian country.,false
location,baykalovo,turinsk_province,land,Tura Eastern Forest-Steppe,archaeological geographic / English,river-basin reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Tura-River,low,Replaces a Russian town with a directional Tura landscape.,false
location,baykit,baykit_province,land,Stony Tunguska Bend,local geographic / English,river-basin reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Tunguska-River,medium,Uses the durable river bend.,false
location,baynoa,marien_province,land,Cibao Northwest Hills,precontact Hispaniolan geographic / English,archaeological landscape reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.nps.gov/articles/caribbean-trade-and-networks.htm,low,Directional construction in the precontact Cibao frame.,false
location,bayo_mountain,puma_province,land,Atacama Eastern Cordillera,Andean geographic / English,formative highland reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.metmuseum.org/toah/hd/ande/hd_ande.htm,medium,Uses the Atacama cordillera before the modern peak name.,false
location,bayombe,bena_province,land,Upper Lulua Woodlands,local geographic / English,river-basin reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Kasai-River,low,Names the location from the upper Lulua landscape.,false
location,bayonnaise_banks,futuna_province,land,Futuna Eastern Reef,Polynesian geographic / English,island reef reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Futuna-Island,medium,Uses Futuna and a directional reef descriptor.,false
location,bayonnaise_coast_1,tuvalu_coastal_sea_zones_province,sea,Funafuti Western Reef Waters,Polynesian geographic / English,atoll-water reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Tuvalu,medium,Unique western reef cell in the Tuvalu chain.,false
location,bayonnaise_coast_2,tuvalu_coastal_sea_zones_province,sea,Funafuti Eastern Reef Waters,Polynesian geographic / English,atoll-water reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Tuvalu,medium,Unique eastern reef cell in the Tuvalu chain.,false
location,bayonnaise_coast_3,tuvalu_coastal_sea_zones_province,sea,Nanumea Reef Narrows,Polynesian geographic / English,atoll-water reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Tuvalu,medium,Engine narrows named within the ancient atoll chain.,false
location,bayonne,bayonne_province,land,Lapurdum,Latin,attested Roman settlement,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://pleiades.stoa.org/places/138420,high,Ancient settlement at Bayonne.,false
location,bayono,iwur_province,land,Upper Digul Forests,local geographic / English,river-basin reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/New-Guinea,low,Uses the Digul basin before the modern settlement.,false
location,bayramic,biga_province,land,Skamandros Eastern Plain,Greek geographic / English,ancient river landscape reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://pleiades.stoa.org/places/550910,high,Names the inland plain through ancient Skamandros.,false
location,bayramlu,canik_province,land,Oinoe Highlands,Greek geographic / English,ancient port hinterland reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://pleiades.stoa.org/places/857252,medium,Uses ancient Oinoe for the adjacent mountains.,false
location,bayreuth,frankische_schweiz_province,land,Hermunduri Regnitz Headwaters,Latin ethnonym / English,ethnogeographic landscape reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://sourcebooks.fordham.edu/source/tacitus-germania.asp,medium,Places the cell in the Hermunduri uplands.,false
location,baytak,baytak_province,land,Aorsi Ilek Steppe,Latin ethnonym / English,ethnogeographic steppe reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.01.0198:book=11,medium,Uses the Aorsi and Ilek corridor.,false
location,bayul,denkelia_province,land,Adulitan Danakil Plain,Greek geographic / English,Periplus hinterland reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://depts.washington.edu/silkroad/texts/periplus/periplus.html,medium,Places the plain behind Adulis.,false
location,bayyu,bahr_el_ghazal_province,land,Western Sudd Grasslands,local geographic / English,environmental landscape reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Al-Sudd,medium,Uses the Sudd wetland margin.,false
location,baza,almeria_province,land,Basti,Latin,attested Iberian-Roman settlement,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://pleiades.stoa.org/places/265846,high,Ancient Basti replaces the later Baza form.,false
location,bazarny_syzgan,troitskoye_kuroedovo_province,land,Upper Sura Gorodets Lands,archaeological culture / English,archaeological landscape reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Volga-River,low,Uses the Gorodets horizon and Sura basin.,false
location,bazaruto_archipelago,inhambane_coast_sea_province,sea,Azanian Vilanculos Isles,Greek geographic / local / English,Periplus coastal reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://depts.washington.edu/silkroad/texts/periplus/periplus.html,medium,Places the isles along the Azanian coast.,false
location,bazas,bazadais_province,land,Cossium Vasatum,Latin,attested Roman settlement,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://pleiades.stoa.org/places/138295,high,Ancient center of the Vasates.,false
location,bazer_sakhra,constantine_province,land,Massylian Southern Plateau,Latin ethnonym / English,Numidian ethnogeographic reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://penelope.uchicago.edu/Thayer/E/Roman/Texts/Pliny_the_Elder/5*.html,medium,Directional plateau in Massylian country.,false
location,bazhai,mengzi_province,land,Dian Red-River Pass,Han Chinese ethnonym / English,Han frontier reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://ctext.org/han-shu/di-li-zhi-xia/ens,medium,Uses the Dian polity and Red River route.,false
location,bazhai_duyun,duyun_province,land,Zangke Duliu Hills,Han Chinese,Han commandery landscape reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://ctext.org/han-shu/di-li-zhi-xia/ens,medium,Local hill frame within Zangke Commandery.,false
location,bazin,bazin_province,land,Aksumite Barka March,Ge'ez geographic / English,ancient polity frontier reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Aksum-ancient-kingdom-Africa,medium,Uses the Barka corridor on the Aksumite frontier.,false
location,bazman,bampur_province,land,Gedrosian Jaz Murian Rim,Greek geographic / English,classical regional reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.01.0198:book=15,medium,Places the cell on the Jaz Murian rim in Gedrosia.,false
location,beagle_gulf,ngarinyin_jaminjung_province_coast,sea,Jaminjung Timor-Sea Inlet,Jaminjung geographic / English,indigenous coastal reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://aiatsis.gov.au/explore/map-indigenous-australia,low,Uses the Jaminjung coastal frame rather than an explorer name.,false
location,bealanana,tsimihety_province,land,Sofia Upper Highlands,local geographic / English,environmental landscape reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Madagascar/History,low,Uses the Sofia watershed in the sparsely settled north.,false
location,beami,hamtai_province,land,Upper Purari Wetlands,local geographic / English,river-basin reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/New-Guinea,low,Uses the Purari basin before the modern ethnonym label.,false
location,beanka,mailaka_province,land,Manambolo Western Plain,local geographic / English,river-basin reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Madagascar,low,Directional river landscape for early Madagascar.,false
location,bear_island,impassable_atlantic,land,Thule Southern Outlier,Greek geographic / English,classical outer-ocean construction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://penelope.uchicago.edu/Thayer/E/Roman/Texts/Strabo/2/5*.html,low,Classical northern-world framing for the uninhabited island.,false
location,bear_islands,jamesie_area_sea_zones_province,sea,Akimiski Western Shoals,indigenous geographic / English,regional marine reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Hudson-Bay,low,Uses Akimiski and a directional shoal descriptor.,false
location,bear_river_e,bear_river_province,land,Bear–Weber Eastern Uplands,archaeological geographic / English,Archaic landscape reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/topic/Archaic-culture,low,Directional cell in the Bear–Weber basin.,false
location,bear_river_w,bear_river_province,land,Bear–Weber Western Uplands,archaeological geographic / English,Archaic landscape reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/topic/Archaic-culture,low,Directional cell in the Bear–Weber basin.,false
location,beatton,dunnneza_province,land,Dane-zaa Upper Peace Lands,Dane-zaa geographic / English,indigenous river-basin reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.thecanadianencyclopedia.ca/en/article/peace-river,low,Uses the Dane-zaa and upper Peace landscape.,false
location,beaugency,orleanais_province,land,Cenabum Western Fields,Latin,ancient city hinterland reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://pleiades.stoa.org/places/138276,high,Places the cell west of Carnute Cenabum.,false
location,beaujeu,beaujolais_province,land,Segusiavi Arar Hills,Latin ethnonym / English,ethnogeographic landscape reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.01.0239:book=4,medium,Uses the Segusiavi and ancient Arar river.,false
location,beaumont_au_maine,upper_maine_province,land,Cenomani Northern Plain,Latin ethnonym / English,ethnogeographic landscape reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Strab.+4.3,medium,Directional plain in Aulerci Cenomani country.,false
location,beaune,dijonnais_province,land,Aedui Northern Vineyards,Latin ethnonym / English,ethnogeographic agricultural reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.01.0239:book=4,medium,Places the cell on the northern Aeduan vine slope.,false
location,beaupreau,anjou_province,land,Andecavi Western March,Latin ethnonym / English,ethnogeographic landscape reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://pleiades.stoa.org/places/138427,medium,Western district of the Andecavi.,false
location,beautemps_beaupre_atoll,tavuavua_province,land,Drehu Northern Atoll,Drehu geographic / English,Lapita-descended island reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Loyalty-Islands,medium,Replaces the European eponym with a Drehu frame.,false
location,beauvais,beauvaisis_province,land,Caesaromagus,Latin,attested Roman settlement,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://pleiades.stoa.org/places/108882,high,Roman center of the Bellovaci.,false
location,beauvoir,lower_poitou_province,land,Ambilatri Coastal Marsh,Latin ethnonym / English,ethnogeographic wetland reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.perseus.tufts.edu/hopper/text?doc=Perseus:text:1999.01.0239:book=4,medium,Uses the Ambilatri on the lower Poitou coast.,false
location,beaver,east_dennaakke_province,land,Lower Tanana Wintering Lands,Athabascan geographic / English,indigenous river-basin reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.nps.gov/yuch/learn/historyculture/athabaskan-culture.htm,low,Uses the Tanana river and seasonal-landscape framing.,false
location,beaver_cove,cape_scott_province,sea,Outer Wakashan Southern Cove,Wakashan ethnogeographic / English,indigenous coastal reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://research.si.edu/publication-details/?id=20829,low,Directional cove in the researched Outer Wakashan waters.,false
location,beaver_forest,dunnneza_province,land,Dane-zaa Northern Forest,Dane-zaa geographic / English,indigenous landscape reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.thecanadianencyclopedia.ca/en/article/peace-river,low,Uses a directional forest within the Dane-zaa landscape.,false
location,beaver_plain,dunnneza_province,land,Dane-zaa Eastern Plain,Dane-zaa geographic / English,indigenous landscape reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.thecanadianencyclopedia.ca/en/article/peace-river,low,Uses a directional plain within the Dane-zaa landscape.,false
location,beaverhead,agaidika_province,land,Agaidika Bitterroot Pass,Agaidika geographic / English,indigenous mountain reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://parkplanning.nps.gov/showFile.cfm?projectID=105110&sfid=676723,low,Uses the indigenous regional frame and Bitterroot route.,false
location,bebaramau_jungle,kuna_province,land,Upper Atrato Rainforest,local geographic / English,river-basin archaeological reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Choco-department-Colombia,low,Uses the upper Atrato landscape before the modern label.,false
location,bebedero_salt_pan,mamullmapu_province,land,Chadileuvú Salt Basin,Mapuche geographic / English,indigenous environmental reconstruction,installed:in_game/map_data/location_templates.txt;GEO-PROXY;https://www.britannica.com/place/Patagonia-region-Argentina,low,Names the salt pan through the Chadileuvú basin.,false
