key,name,kind,status,age,category,sheet,quadrant,master,strip,texture,mask,dimensions,compression,resolver,source,confidence,note
antq_british_chariots,British Chariots,land,complete,age_1_traditions,army_light_cavalry,assets_queue/generated/unit_icons/sheets/unit_sheet_08_africa_arabia_britain.png,bottom_left,assets_queue/generated/unit_icons/masters/antq_british_chariots.png,assets_queue/generated/unit_icons/strips/army_light_cavalry_antq_british_chariots_1080x440.png,main_menu/gfx/interface/illustrations/units/army_light_cavalry_antq_british_chariots.dds,main_menu/gfx/interface/illustrations/units/masks/army_light_cavalry_antq_british_chariots.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P14;CAH-XI;PTO-GEO-II2,contested,Obsolescent southern and western British chariot adapter rather than an assertion that every AD 1 community fielded the same force.
antq_british_hillfort_spearmen,British Hillfort Spearmen,land,complete,age_1_traditions,army_heavy_infantry,assets_queue/generated/unit_icons/sheets/unit_sheet_12_britain_hibernia.png,top_left,assets_queue/generated/unit_icons/masters/antq_british_hillfort_spearmen.png,assets_queue/generated/unit_icons/strips/army_heavy_infantry_antq_british_hillfort_spearmen_1080x440.png,main_menu/gfx/interface/illustrations/units/army_heavy_infantry_antq_british_hillfort_spearmen.dds,main_menu/gfx/interface/illustrations/units/masks/army_heavy_infantry_antq_british_hillfort_spearmen.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P8.7;P14;HE-HILLFORT;CAH-XI,contested,Regional spear-and-shield levy adapter tied to defended gathering places without claiming a uniform British formation garrison or equipment issue.
antq_camelry,Camelry,land,complete,age_1_traditions,army_light_cavalry,assets_queue/generated/unit_icons/sheets/unit_sheet_08_africa_arabia_britain.png,top_right,assets_queue/generated/unit_icons/masters/antq_camelry.png,assets_queue/generated/unit_icons/strips/army_light_cavalry_antq_camelry_1080x440.png,main_menu/gfx/interface/illustrations/units/army_light_cavalry_antq_camelry.dds,main_menu/gfx/interface/illustrations/units/masks/army_light_cavalry_antq_camelry.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P14;CAH-XI,contested,Arabian camel-mounted adapter with intentionally broad regional availability
antq_cataphracts,Cataphracts,land,complete,age_1_traditions,army_heavy_cavalry,assets_queue/generated/unit_icons/sheets/unit_sheet_07_iranian_steppe.png,top_left,assets_queue/generated/unit_icons/masters/antq_cataphracts.png,assets_queue/generated/unit_icons/strips/army_heavy_cavalry_antq_cataphracts_1080x440.png,main_menu/gfx/interface/illustrations/units/army_heavy_cavalry_antq_cataphracts.dds,main_menu/gfx/interface/illustrations/units/masks/army_heavy_cavalry_antq_cataphracts.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P14;CAH-XI,secure,Iranian and Sarmatian heavy-lancer adapter; Roman adoption remains a later advance-era outcome
antq_cilician_marines,Cilician Marine Company,land,complete,age_1_traditions,army_light_infantry,assets_queue/generated/unit_icons/sheets/unit_sheet_11_ocean_coastal.png,bottom_left,assets_queue/generated/unit_icons/masters/antq_cilician_marines.png,assets_queue/generated/unit_icons/strips/army_light_infantry_antq_cilician_marines_1080x440.png,main_menu/gfx/interface/illustrations/units/army_light_infantry_antq_cilician_marines.dds,main_menu/gfx/interface/illustrations/units/masks/army_light_infantry_antq_cilician_marines.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P14;CAH-XI,contested,Era coastal marine-company adapter without a pirate fleet or named contract claim
antq_comitatenses,Comitatenses,land,complete,age_4_reformation,army_heavy_infantry,assets_queue/generated/unit_icons/sheets/unit_sheet_02_roman_specialists.png,bottom_left,assets_queue/generated/unit_icons/masters/antq_comitatenses.png,assets_queue/generated/unit_icons/strips/army_heavy_infantry_antq_comitatenses_1080x440.png,main_menu/gfx/interface/illustrations/units/army_heavy_infantry_antq_comitatenses.dds,main_menu/gfx/interface/illustrations/units/masks/army_heavy_infantry_antq_comitatenses.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P14;NOTITIA,contested,Late Roman mobile-field-army adapter reserved for the Dominate age
antq_cretan_archers,Cretan Archers,land,complete,age_1_traditions,army_light_infantry,assets_queue/generated/unit_icons/sheets/unit_sheet_03_hellenistic.png,bottom_left,assets_queue/generated/unit_icons/masters/antq_cretan_archers.png,assets_queue/generated/unit_icons/strips/army_light_infantry_antq_cretan_archers_1080x440.png,main_menu/gfx/interface/illustrations/units/army_light_infantry_antq_cretan_archers.dds,main_menu/gfx/interface/illustrations/units/masks/army_light_infantry_antq_cretan_archers.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P14;CAH-XI,secure,Era mercenary company adapter for Hellenic military labor markets
antq_dacian_falxmen,Dacian Falxmen,land,complete,age_1_traditions,army_heavy_infantry,assets_queue/generated/unit_icons/sheets/unit_sheet_05_western_mercenaries.png,bottom_right,assets_queue/generated/unit_icons/masters/antq_dacian_falxmen.png,assets_queue/generated/unit_icons/strips/army_heavy_infantry_antq_dacian_falxmen_1080x440.png,main_menu/gfx/interface/illustrations/units/army_heavy_infantry_antq_dacian_falxmen.dds,main_menu/gfx/interface/illustrations/units/masks/army_heavy_infantry_antq_dacian_falxmen.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P14;CAH-XI,contested,Era Dacian weapon-role company adapter without a named royal or tribal contingent
antq_frankish_rhine_warband,Frankish Rhine Warband,land,complete,age_3_discovery,army_heavy_infantry,assets_queue/generated/unit_icons/sheets/unit_sheet_16_germania_late_confederations.png,bottom_left,assets_queue/generated/unit_icons/masters/antq_frankish_rhine_warband.png,assets_queue/generated/unit_icons/strips/army_heavy_infantry_antq_frankish_rhine_warband_1080x440.png,main_menu/gfx/interface/illustrations/units/army_heavy_infantry_antq_frankish_rhine_warband.dds,main_menu/gfx/interface/illustrations/units/masks/army_heavy_infantry_antq_frankish_rhine_warband.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P8.7;P14;CAM-FRK;CAH-XI,contested,"A post-AD-250 lower-Rhine confederate-warband adapter without treating earlier Batavian, Frisian, Cheruscan, or Chattian polities as already Frankish."
antq_galatian_swordsmen,Galatian Swordsmen,land,complete,age_1_traditions,army_heavy_infantry,assets_queue/generated/unit_icons/sheets/unit_sheet_05_western_mercenaries.png,top_right,assets_queue/generated/unit_icons/masters/antq_galatian_swordsmen.png,assets_queue/generated/unit_icons/strips/army_heavy_infantry_antq_galatian_swordsmen_1080x440.png,main_menu/gfx/interface/illustrations/units/army_heavy_infantry_antq_galatian_swordsmen.dds,main_menu/gfx/interface/illustrations/units/masks/army_heavy_infantry_antq_galatian_swordsmen.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P14;CAH-XI,contested,Era mercenary-company adapter for Hellenistic and Roman military labor markets; it does not create a named Galatian regiment
antq_germanic_bodyguards,Germanic Bodyguards,land,complete,age_1_traditions,army_heavy_infantry,assets_queue/generated/unit_icons/sheets/unit_sheet_05_western_mercenaries.png,top_left,assets_queue/generated/unit_icons/masters/antq_germanic_bodyguards.png,assets_queue/generated/unit_icons/strips/army_heavy_infantry_antq_germanic_bodyguards_1080x440.png,main_menu/gfx/interface/illustrations/units/army_heavy_infantry_antq_germanic_bodyguards.dds,main_menu/gfx/interface/illustrations/units/masks/army_heavy_infantry_antq_germanic_bodyguards.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P14;CAH-XI,contested,Era mercenary-company adapter; it does not pre-script a named guard corps
antq_germanic_horse,Germanic Light Horse,land,complete,age_1_traditions,army_light_cavalry,assets_queue/generated/unit_icons/sheets/unit_sheet_04_germanic.png,top_right,assets_queue/generated/unit_icons/masters/antq_germanic_horse.png,assets_queue/generated/unit_icons/strips/army_light_cavalry_antq_germanic_horse_1080x440.png,main_menu/gfx/interface/illustrations/units/army_light_cavalry_antq_germanic_horse.dds,main_menu/gfx/interface/illustrations/units/masks/army_light_cavalry_antq_germanic_horse.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P14;CAH-XI;STR-GER;OCD-GER,contested,Bounded Germanic and Celtic light-horse levy adapter; it does not claim a uniform tribal cavalry doctrine equipment ratio or campaign formation
antq_germanic_javelins,Germanic Javelin Levy,land,complete,age_1_traditions,army_light_infantry,assets_queue/generated/unit_icons/sheets/unit_sheet_04_germanic.png,bottom_right,assets_queue/generated/unit_icons/masters/antq_germanic_javelins.png,assets_queue/generated/unit_icons/strips/army_light_infantry_antq_germanic_javelins_1080x440.png,main_menu/gfx/interface/illustrations/units/army_light_infantry_antq_germanic_javelins.dds,main_menu/gfx/interface/illustrations/units/masks/army_light_infantry_antq_germanic_javelins.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P14;CAH-XI;STR-GER,contested,Bounded skirmishing-levy adapter without a uniform tribal armament claim
antq_germanic_spearmen,Germanic Spearmen,land,complete,age_1_traditions,army_heavy_infantry,assets_queue/generated/unit_icons/sheets/unit_sheet_04_germanic.png,bottom_left,assets_queue/generated/unit_icons/masters/antq_germanic_spearmen.png,assets_queue/generated/unit_icons/strips/army_heavy_infantry_antq_germanic_spearmen_1080x440.png,main_menu/gfx/interface/illustrations/units/army_heavy_infantry_antq_germanic_spearmen.dds,main_menu/gfx/interface/illustrations/units/masks/army_heavy_infantry_antq_germanic_spearmen.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P14;CAH-XI;STR-GER,contested,Bounded spear-levy adapter without a uniform Germanic tactical doctrine or equipment ratio
antq_gothic_migrant_host,Gothic Migrant Host,land,complete,age_2_renaissance,army_heavy_infantry,assets_queue/generated/unit_icons/sheets/unit_sheet_16_germania_late_confederations.png,top_left,assets_queue/generated/unit_icons/masters/antq_gothic_migrant_host.png,assets_queue/generated/unit_icons/strips/army_heavy_infantry_antq_gothic_migrant_host_1080x440.png,main_menu/gfx/interface/illustrations/units/army_heavy_infantry_antq_gothic_migrant_host.dds,main_menu/gfx/interface/illustrations/units/masks/army_heavy_infantry_antq_gothic_migrant_host.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P8.7;P14;STR-GER;CAH-XI,contested,"A migration-era host adapter for changing lower-Vistula and Pontic coalitions without scripting one inevitable route, conquest, or pan-Gothic army."
antq_han_crossbow_infantry,Han Crossbow Infantry,land,complete,age_1_traditions,army_light_infantry,assets_queue/generated/unit_icons/sheets/unit_sheet_06_han_india_nubia.png,top_left,assets_queue/generated/unit_icons/masters/antq_han_crossbow_infantry.png,assets_queue/generated/unit_icons/strips/army_light_infantry_antq_han_crossbow_infantry_1080x440.png,main_menu/gfx/interface/illustrations/units/army_light_infantry_antq_han_crossbow_infantry.dds,main_menu/gfx/interface/illustrations/units/masks/army_light_infantry_antq_han_crossbow_infantry.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P14;BHR;CAH-XI,secure,Western Han regular crossbow-infantry edge represented without inventing a specific unit establishment
antq_hellenistic_phalanx,Hellenistic Phalanx,land,complete,age_1_traditions,army_heavy_infantry,assets_queue/generated/unit_icons/sheets/unit_sheet_03_hellenistic.png,top_right,assets_queue/generated/unit_icons/masters/antq_hellenistic_phalanx.png,assets_queue/generated/unit_icons/strips/army_heavy_infantry_antq_hellenistic_phalanx_1080x440.png,main_menu/gfx/interface/illustrations/units/army_heavy_infantry_antq_hellenistic_phalanx.dds,main_menu/gfx/interface/illustrations/units/masks/army_heavy_infantry_antq_hellenistic_phalanx.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P14;CAH-XI,contested,Remnant phalanx adapter for the Black Sea Hellenistic courts rather than a universal classical unit
antq_hibernian_coastal_warbands,Hibernian Coastal Warbands,land,complete,age_1_traditions,army_heavy_infantry,assets_queue/generated/unit_icons/sheets/unit_sheet_12_britain_hibernia.png,bottom_right,assets_queue/generated/unit_icons/masters/antq_hibernian_coastal_warbands.png,assets_queue/generated/unit_icons/strips/army_heavy_infantry_antq_hibernian_coastal_warbands_1080x440.png,main_menu/gfx/interface/illustrations/units/army_heavy_infantry_antq_hibernian_coastal_warbands.dds,main_menu/gfx/interface/illustrations/units/masks/army_heavy_infantry_antq_hibernian_coastal_warbands.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P8.7;P14;PTO-GEO-II1;DARCY-IRE;NMI-IRON-AGE,contested,Coastal fighting-following adapter combining local retainers and seaway mobility without implying a standing navy named raid or Viking-era institution.
antq_hibernian_javelin_bands,Hibernian Javelin Bands,land,complete,age_1_traditions,army_light_infantry,assets_queue/generated/unit_icons/sheets/unit_sheet_12_britain_hibernia.png,bottom_left,assets_queue/generated/unit_icons/masters/antq_hibernian_javelin_bands.png,assets_queue/generated/unit_icons/strips/army_light_infantry_antq_hibernian_javelin_bands_1080x440.png,main_menu/gfx/interface/illustrations/units/army_light_infantry_antq_hibernian_javelin_bands.dds,main_menu/gfx/interface/illustrations/units/masks/army_light_infantry_antq_hibernian_javelin_bands.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P8.7;P14;PTO-GEO-II1;DARCY-IRE;NMI-IRON-AGE,contested,Light spear-and-shield gameplay role for Hibernian household musters without projecting later heroic literature or a uniform island military system backward.
antq_iberian_swordsmen,Iberian Swordsmen,land,complete,age_1_traditions,army_heavy_infantry,assets_queue/generated/unit_icons/sheets/unit_sheet_05_western_mercenaries.png,bottom_left,assets_queue/generated/unit_icons/masters/antq_iberian_swordsmen.png,assets_queue/generated/unit_icons/strips/army_heavy_infantry_antq_iberian_swordsmen_1080x440.png,main_menu/gfx/interface/illustrations/units/army_heavy_infantry_antq_iberian_swordsmen.dds,main_menu/gfx/interface/illustrations/units/masks/army_heavy_infantry_antq_iberian_swordsmen.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P14;CAH-XI,contested,Era western-Mediterranean company adapter without a named Iberian contract or troop strength
antq_indian_longbowmen,Indian Longbowmen,land,complete,age_1_traditions,army_light_infantry,assets_queue/generated/unit_icons/sheets/unit_sheet_06_han_india_nubia.png,top_right,assets_queue/generated/unit_icons/masters/antq_indian_longbowmen.png,assets_queue/generated/unit_icons/strips/army_light_infantry_antq_indian_longbowmen_1080x440.png,main_menu/gfx/interface/illustrations/units/army_light_infantry_antq_indian_longbowmen.dds,main_menu/gfx/interface/illustrations/units/masks/army_light_infantry_antq_indian_longbowmen.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P14;CAH-XI,contested,Regional longbow infantry adapter for the Indian subcontinent and Lanka
antq_legionaries,Legionaries,land,complete,age_1_traditions,army_heavy_infantry,assets_queue/generated/unit_icons/sheets/unit_sheet_01_roman_core.png,top_left,assets_queue/generated/unit_icons/masters/antq_legionaries.png,assets_queue/generated/unit_icons/strips/army_heavy_infantry_antq_legionaries_1080x440.png,main_menu/gfx/interface/illustrations/units/army_heavy_infantry_antq_legionaries.dds,main_menu/gfx/interface/illustrations/units/masks/army_heavy_infantry_antq_legionaries.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P14;CAH-XI,secure,Professional Roman heavy infantry; the numerical profile is a bounded technical role adapter
antq_liburnian,Liburnian,navy,complete,age_1_traditions,navy_galley,assets_queue/generated/unit_icons/sheets/unit_sheet_10_mediterranean_navy.png,top_left,assets_queue/generated/unit_icons/masters/antq_liburnian.png,assets_queue/generated/unit_icons/strips/navy_galley_antq_liburnian_1080x440.png,main_menu/gfx/interface/illustrations/units/navy_galley_antq_liburnian.dds,main_menu/gfx/interface/illustrations/units/masks/navy_galley_antq_liburnian.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P14;CAH-XI,secure,Light Roman galley for ramming missile fire and boarding
antq_limitanei,Limitanei,land,complete,age_4_reformation,army_heavy_infantry,assets_queue/generated/unit_icons/sheets/unit_sheet_02_roman_specialists.png,bottom_right,assets_queue/generated/unit_icons/masters/antq_limitanei.png,assets_queue/generated/unit_icons/strips/army_heavy_infantry_antq_limitanei_1080x440.png,main_menu/gfx/interface/illustrations/units/army_heavy_infantry_antq_limitanei.dds,main_menu/gfx/interface/illustrations/units/masks/army_heavy_infantry_antq_limitanei.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P14;NOTITIA,contested,Late Roman frontier-force adapter reserved for the Dominate age
antq_marcomannic_royal_retinue,Marcomannic Royal Retinue,land,complete,age_1_traditions,army_heavy_infantry,assets_queue/generated/unit_icons/sheets/unit_sheet_15_germania_opening_depth.png,top_left,assets_queue/generated/unit_icons/masters/antq_marcomannic_royal_retinue.png,assets_queue/generated/unit_icons/strips/army_heavy_infantry_antq_marcomannic_royal_retinue_1080x440.png,main_menu/gfx/interface/illustrations/units/army_heavy_infantry_antq_marcomannic_royal_retinue.dds,main_menu/gfx/interface/illustrations/units/masks/army_heavy_infantry_antq_marcomannic_royal_retinue.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P8.7;P14;STR-GER;TAC-ANN-II,contested,"A bounded royal-following adapter for Maroboduus's court without asserting a fixed guard establishment, standardized equipment, or permanent Germanic monarchy."
antq_merchant_roundship,Merchant Roundship,navy,complete,age_1_traditions,navy_transport,assets_queue/generated/unit_icons/sheets/unit_sheet_10_mediterranean_navy.png,bottom_right,assets_queue/generated/unit_icons/masters/antq_merchant_roundship.png,assets_queue/generated/unit_icons/strips/navy_transport_antq_merchant_roundship_1080x440.png,main_menu/gfx/interface/illustrations/units/navy_transport_antq_merchant_roundship.dds,main_menu/gfx/interface/illustrations/units/masks/navy_transport_antq_merchant_roundship.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P14;CAH-XI,secure,Ancient merchant carrier adapter; it is not an ocean-crossing early-modern class
antq_monsoon_dhow,Monsoon Dhow,navy,complete,age_1_traditions,navy_light_ship,assets_queue/generated/unit_icons/sheets/unit_sheet_11_ocean_coastal.png,top_left,assets_queue/generated/unit_icons/masters/antq_monsoon_dhow.png,assets_queue/generated/unit_icons/strips/navy_light_ship_antq_monsoon_dhow_1080x440.png,main_menu/gfx/interface/illustrations/units/navy_light_ship_antq_monsoon_dhow.dds,main_menu/gfx/interface/illustrations/units/masks/navy_light_ship_antq_monsoon_dhow.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P14;PER;CAH-XI,contested,Indian-Ocean coastal and monsoon sailing vessel
antq_nabataean_caravan_guards,Nabataean Caravan Guards,land,complete,age_1_traditions,army_light_cavalry,assets_queue/generated/unit_icons/sheets/unit_sheet_14_arabia.png,top_left,assets_queue/generated/unit_icons/masters/antq_nabataean_caravan_guards.png,assets_queue/generated/unit_icons/strips/army_light_cavalry_antq_nabataean_caravan_guards_1080x440.png,main_menu/gfx/interface/illustrations/units/army_light_cavalry_antq_nabataean_caravan_guards.dds,main_menu/gfx/interface/illustrations/units/masks/army_light_cavalry_antq_nabataean_caravan_guards.dds,1080x440; 3x360x440 frames,DXT1 + full mip chain,[unit_category]_[unit_type] (direct priority 2),P8.1;P8.5;P14;NABATAEA-MAP;STR-ARAB,secure,"Mounted route guards adapt Nabataea's secure caravan and desert-water setting without claiming a uniform standing corps, equipment issue, or fixed establishment."
