category,key,profile,source,source_sha256,cell,source_layout,master,texture,contract
cabinet_action,antq_han_imperial_secretariat,han,assets_queue/politics/sources/han_court_atlas.png,7d57f4dcc204afa0670c412fe1a649b257c6dcacd80dcf04d16216b6dede3380,2,six_up_painting,assets_queue/politics/masters/antq_han_imperial_secretariat_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_han_imperial_secretariat.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_han_granary_registers,han,assets_queue/politics/sources/han_court_atlas.png,7d57f4dcc204afa0670c412fe1a649b257c6dcacd80dcf04d16216b6dede3380,3,six_up_painting,assets_queue/politics/masters/antq_han_granary_registers_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_han_granary_registers.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_han_courier_relays,han,assets_queue/politics/sources/han_court_atlas.png,7d57f4dcc204afa0670c412fe1a649b257c6dcacd80dcf04d16216b6dede3380,4,six_up_painting,assets_queue/politics/masters/antq_han_courier_relays_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_han_courier_relays.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_han_frontier_command,han,assets_queue/politics/sources/han_court_atlas.png,7d57f4dcc204afa0670c412fe1a649b257c6dcacd80dcf04d16216b6dede3380,5,six_up_painting,assets_queue/politics/masters/antq_han_frontier_command_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_han_frontier_command.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_han_three_excellencies_reviews,han,assets_queue/politics/sources/han_state_offices_ii_atlas.png,b74874ce120568b763746a7c0ae809318885e4ee9ff918e5c524237e9d376e95,0,six_up_painting,assets_queue/politics/masters/antq_han_three_excellencies_reviews_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_han_three_excellencies_reviews.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_han_nine_ministers_dockets,han,assets_queue/politics/sources/han_state_offices_ii_atlas.png,b74874ce120568b763746a7c0ae809318885e4ee9ff918e5c524237e9d376e95,1,six_up_painting,assets_queue/politics/masters/antq_han_nine_ministers_dockets_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_han_nine_ministers_dockets.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_han_regional_inspector_reports,han,assets_queue/politics/sources/han_state_offices_ii_atlas.png,b74874ce120568b763746a7c0ae809318885e4ee9ff918e5c524237e9d376e95,2,six_up_painting,assets_queue/politics/masters/antq_han_regional_inspector_reports_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_han_regional_inspector_reports.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_han_household_registration_returns,han,assets_queue/politics/sources/han_state_offices_ii_atlas.png,b74874ce120568b763746a7c0ae809318885e4ee9ff918e5c524237e9d376e95,3,six_up_painting,assets_queue/politics/masters/antq_han_household_registration_returns_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_han_household_registration_returns.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_han_salt_iron_accounts,han,assets_queue/politics/sources/han_state_offices_ii_atlas.png,b74874ce120568b763746a7c0ae809318885e4ee9ff918e5c524237e9d376e95,4,six_up_painting,assets_queue/politics/masters/antq_han_salt_iron_accounts_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_han_salt_iron_accounts.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_han_grand_herald_guest_registers,han,assets_queue/politics/sources/han_state_offices_ii_atlas.png,b74874ce120568b763746a7c0ae809318885e4ee9ff918e5c524237e9d376e95,5,six_up_painting,assets_queue/politics/masters/antq_han_grand_herald_guest_registers_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_han_grand_herald_guest_registers.dds,128x128 BC7 sRGBA + full mip chain
parliament_type,antq_eastern_han_imperial_secretariat,late_han,assets_queue/politics/sources/late_han_secretariat_atlas.png,9bff557047681d86fe076b3272b199a26677568f00f6b2d557c0bc3d6b6ea7f0,0,six_up_painting,assets_queue/politics/masters/antq_eastern_han_imperial_secretariat_128.png,main_menu/gfx/interface/icons/parliament_types/antq_eastern_han_imperial_secretariat.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_late_han_secretariat_memorials,late_han,assets_queue/politics/sources/late_han_secretariat_atlas.png,9bff557047681d86fe076b3272b199a26677568f00f6b2d557c0bc3d6b6ea7f0,1,six_up_painting,assets_queue/politics/masters/antq_late_han_secretariat_memorials_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_late_han_secretariat_memorials.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_late_han_three_excellencies_evaluations,late_han,assets_queue/politics/sources/late_han_secretariat_atlas.png,9bff557047681d86fe076b3272b199a26677568f00f6b2d557c0bc3d6b6ea7f0,2,six_up_painting,assets_queue/politics/masters/antq_late_han_three_excellencies_evaluations_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_late_han_three_excellencies_evaluations.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_late_han_provincial_inspector_returns,late_han,assets_queue/politics/sources/late_han_secretariat_atlas.png,9bff557047681d86fe076b3272b199a26677568f00f6b2d557c0bc3d6b6ea7f0,3,six_up_painting,assets_queue/politics/masters/antq_late_han_provincial_inspector_returns_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_late_han_provincial_inspector_returns.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_late_han_palace_affinal_dockets,late_han,assets_queue/politics/sources/late_han_secretariat_atlas.png,9bff557047681d86fe076b3272b199a26677568f00f6b2d557c0bc3d6b6ea7f0,4,six_up_painting,assets_queue/politics/masters/antq_late_han_palace_affinal_dockets_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_late_han_palace_affinal_dockets.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_late_han_military_command_registers,late_han,assets_queue/politics/sources/late_han_secretariat_atlas.png,9bff557047681d86fe076b3272b199a26677568f00f6b2d557c0bc3d6b6ea7f0,5,six_up_painting,assets_queue/politics/masters/antq_late_han_military_command_registers_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_late_han_military_command_registers.dds,128x128 BC7 sRGBA + full mip chain
parliament_type,antq_iranian_great_council,iranian,assets_queue/politics/sources/iranian_council_atlas.png,4986d7ce7a8951994a1fb9dd3679b7cd7e89425c442960c9ce411847942972c3,0,six_up_painting,assets_queue/politics/masters/antq_iranian_great_council_128.png,main_menu/gfx/interface/icons/parliament_types/antq_iranian_great_council.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_iranian_noble_host_musters,iranian,assets_queue/politics/sources/iranian_council_atlas.png,4986d7ce7a8951994a1fb9dd3679b7cd7e89425c442960c9ce411847942972c3,1,six_up_painting,assets_queue/politics/masters/antq_iranian_noble_host_musters_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_iranian_noble_host_musters.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_iranian_royal_road_couriers,iranian,assets_queue/politics/sources/iranian_council_atlas.png,4986d7ce7a8951994a1fb9dd3679b7cd7e89425c442960c9ce411847942972c3,2,six_up_painting,assets_queue/politics/masters/antq_iranian_royal_road_couriers_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_iranian_royal_road_couriers.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_iranian_satrapal_accounts,iranian,assets_queue/politics/sources/iranian_council_atlas.png,4986d7ce7a8951994a1fb9dd3679b7cd7e89425c442960c9ce411847942972c3,3,six_up_painting,assets_queue/politics/masters/antq_iranian_satrapal_accounts_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_iranian_satrapal_accounts.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_iranian_caravan_protection,iranian,assets_queue/politics/sources/iranian_council_atlas.png,4986d7ce7a8951994a1fb9dd3679b7cd7e89425c442960c9ce411847942972c3,4,six_up_painting,assets_queue/politics/masters/antq_iranian_caravan_protection_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_iranian_caravan_protection.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_iranian_dynastic_arbitration,iranian,assets_queue/politics/sources/iranian_council_atlas.png,4986d7ce7a8951994a1fb9dd3679b7cd7e89425c442960c9ce411847942972c3,5,six_up_painting,assets_queue/politics/masters/antq_iranian_dynastic_arbitration_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_iranian_dynastic_arbitration.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_iranian_dynastic_succession_dockets,iranian,assets_queue/politics/sources/arsacid_state_offices_ii_atlas.png,48c033de6c0ecf548d271007dd1fac131af723a5a3324e26e3955d2e98875330,0,six_up_painting,assets_queue/politics/masters/antq_iranian_dynastic_succession_dockets_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_iranian_dynastic_succession_dockets.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_iranian_subkingdom_tribute_returns,iranian,assets_queue/politics/sources/arsacid_state_offices_ii_atlas.png,48c033de6c0ecf548d271007dd1fac131af723a5a3324e26e3955d2e98875330,1,six_up_painting,assets_queue/politics/masters/antq_iranian_subkingdom_tribute_returns_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_iranian_subkingdom_tribute_returns.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_iranian_royal_domain_accounts,iranian,assets_queue/politics/sources/arsacid_state_offices_ii_atlas.png,48c033de6c0ecf548d271007dd1fac131af723a5a3324e26e3955d2e98875330,2,six_up_painting,assets_queue/politics/masters/antq_iranian_royal_domain_accounts_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_iranian_royal_domain_accounts.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_iranian_mounted_host_registers,iranian,assets_queue/politics/sources/arsacid_state_offices_ii_atlas.png,48c033de6c0ecf548d271007dd1fac131af723a5a3324e26e3955d2e98875330,3,six_up_painting,assets_queue/politics/masters/antq_iranian_mounted_host_registers_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_iranian_mounted_host_registers.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_iranian_river_caravan_customs,iranian,assets_queue/politics/sources/arsacid_state_offices_ii_atlas.png,48c033de6c0ecf548d271007dd1fac131af723a5a3324e26e3955d2e98875330,4,six_up_painting,assets_queue/politics/masters/antq_iranian_river_caravan_customs_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_iranian_river_caravan_customs.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_iranian_hostage_oath_registers,iranian,assets_queue/politics/sources/arsacid_state_offices_ii_atlas.png,48c033de6c0ecf548d271007dd1fac131af723a5a3324e26e3955d2e98875330,5,six_up_painting,assets_queue/politics/masters/antq_iranian_hostage_oath_registers_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_iranian_hostage_oath_registers.dds,128x128 BC7 sRGBA + full mip chain
parliament_type,antq_sasanian_royal_council,sasanian,assets_queue/politics/sources/sasanian_royal_council_atlas.png,d5a17faa93bc77d2595f1525473c4b2ad730f6599ad47be57dec1643f00489ce,0,six_up_painting,assets_queue/politics/masters/antq_sasanian_royal_council_128.png,main_menu/gfx/interface/icons/parliament_types/antq_sasanian_royal_council.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_sasanian_grand_command_office,sasanian,assets_queue/politics/sources/sasanian_royal_council_atlas.png,d5a17faa93bc77d2595f1525473c4b2ad730f6599ad47be57dec1643f00489ce,1,six_up_painting,assets_queue/politics/masters/antq_sasanian_grand_command_office_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_sasanian_grand_command_office.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_sasanian_provincial_revenue_registers,sasanian,assets_queue/politics/sources/sasanian_royal_council_atlas.png,d5a17faa93bc77d2595f1525473c4b2ad730f6599ad47be57dec1643f00489ce,2,six_up_painting,assets_queue/politics/masters/antq_sasanian_provincial_revenue_registers_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_sasanian_provincial_revenue_registers.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_sasanian_marzban_frontier_returns,sasanian,assets_queue/politics/sources/sasanian_royal_council_atlas.png,d5a17faa93bc77d2595f1525473c4b2ad730f6599ad47be57dec1643f00489ce,3,six_up_painting,assets_queue/politics/masters/antq_sasanian_marzban_frontier_returns_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_sasanian_marzban_frontier_returns.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_sasanian_royal_post_dispatches,sasanian,assets_queue/politics/sources/sasanian_royal_council_atlas.png,d5a17faa93bc77d2595f1525473c4b2ad730f6599ad47be57dec1643f00489ce,4,six_up_painting,assets_queue/politics/masters/antq_sasanian_royal_post_dispatches_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_sasanian_royal_post_dispatches.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_sasanian_judicial_religious_petitions,sasanian,assets_queue/politics/sources/sasanian_royal_council_atlas.png,d5a17faa93bc77d2595f1525473c4b2ad730f6599ad47be57dec1643f00489ce,5,six_up_painting,assets_queue/politics/masters/antq_sasanian_judicial_religious_petitions_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_sasanian_judicial_religious_petitions.dds,128x128 BC7 sRGBA + full mip chain
parliament_type,antq_civic_assembly,civic,assets_queue/politics/sources/civic_assembly_atlas.png,3a43c68d91f7436abfa49f1d703c284fcb192a400f5d317d083992826f90c158,0,six_up_painting,assets_queue/politics/masters/antq_civic_assembly_128.png,main_menu/gfx/interface/icons/parliament_types/antq_civic_assembly.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_civic_civic_accounts,civic,assets_queue/politics/sources/civic_assembly_atlas.png,3a43c68d91f7436abfa49f1d703c284fcb192a400f5d317d083992826f90c158,1,six_up_painting,assets_queue/politics/masters/antq_civic_civic_accounts_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_civic_civic_accounts.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_civic_harbor_dues,civic,assets_queue/politics/sources/civic_assembly_atlas.png,3a43c68d91f7436abfa49f1d703c284fcb192a400f5d317d083992826f90c158,2,six_up_painting,assets_queue/politics/masters/antq_civic_harbor_dues_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_civic_harbor_dues.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_civic_citizen_muster,civic,assets_queue/politics/sources/civic_assembly_atlas.png,3a43c68d91f7436abfa49f1d703c284fcb192a400f5d317d083992826f90c158,3,six_up_painting,assets_queue/politics/masters/antq_civic_citizen_muster_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_civic_citizen_muster.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_civic_magistrate_rotations,civic,assets_queue/politics/sources/civic_assembly_atlas.png,3a43c68d91f7436abfa49f1d703c284fcb192a400f5d317d083992826f90c158,4,six_up_painting,assets_queue/politics/masters/antq_civic_magistrate_rotations_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_civic_magistrate_rotations.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_civic_sanctuary_embassies,civic,assets_queue/politics/sources/civic_assembly_atlas.png,3a43c68d91f7436abfa49f1d703c284fcb192a400f5d317d083992826f90c158,5,six_up_painting,assets_queue/politics/masters/antq_civic_sanctuary_embassies_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_civic_sanctuary_embassies.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_civic_ward_assessment_returns,civic,assets_queue/politics/sources/small_state_programmes_01.png,7424a09449823235bc0c3051587a7dee5406ae3152c0a66d61393f18201b1562,0,four_up_chroma,assets_queue/politics/masters/antq_civic_ward_assessment_returns_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_civic_ward_assessment_returns.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_civic_harbor_market_arbitration,civic,assets_queue/politics/sources/small_state_programmes_01.png,7424a09449823235bc0c3051587a7dee5406ae3152c0a66d61393f18201b1562,1,four_up_chroma,assets_queue/politics/masters/antq_civic_harbor_market_arbitration_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_civic_harbor_market_arbitration.dds,128x128 BC7 sRGBA + full mip chain
parliament_type,antq_gana_assembly,gana,assets_queue/politics/sources/gana_assembly_atlas.png,6cc71845187d386edb2c22f9f580725b6f2af0190e42128f0228512ebee42608,0,six_up_painting,assets_queue/politics/masters/antq_gana_assembly_128.png,main_menu/gfx/interface/icons/parliament_types/antq_gana_assembly.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_gana_clan_delegates,gana,assets_queue/politics/sources/gana_assembly_atlas.png,6cc71845187d386edb2c22f9f580725b6f2af0190e42128f0228512ebee42608,1,six_up_painting,assets_queue/politics/masters/antq_gana_clan_delegates_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_gana_clan_delegates.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_gana_assembly_arbitration,gana,assets_queue/politics/sources/gana_assembly_atlas.png,6cc71845187d386edb2c22f9f580725b6f2af0190e42128f0228512ebee42608,2,six_up_painting,assets_queue/politics/masters/antq_gana_assembly_arbitration_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_gana_assembly_arbitration.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_gana_confederate_muster,gana,assets_queue/politics/sources/gana_assembly_atlas.png,6cc71845187d386edb2c22f9f580725b6f2af0190e42128f0228512ebee42608,3,six_up_painting,assets_queue/politics/masters/antq_gana_confederate_muster_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_gana_confederate_muster.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_gana_road_hospitality,gana,assets_queue/politics/sources/gana_assembly_atlas.png,6cc71845187d386edb2c22f9f580725b6f2af0190e42128f0228512ebee42608,4,six_up_painting,assets_queue/politics/masters/antq_gana_road_hospitality_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_gana_road_hospitality.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_gana_communal_granaries,gana,assets_queue/politics/sources/gana_assembly_atlas.png,6cc71845187d386edb2c22f9f580725b6f2af0190e42128f0228512ebee42608,5,six_up_painting,assets_queue/politics/masters/antq_gana_communal_granaries_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_gana_communal_granaries.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_gana_clan_seat_rotation,gana,assets_queue/politics/sources/small_state_programmes_01.png,7424a09449823235bc0c3051587a7dee5406ae3152c0a66d61393f18201b1562,2,four_up_chroma,assets_queue/politics/masters/antq_gana_clan_seat_rotation_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_gana_clan_seat_rotation.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_gana_irrigation_labor_registers,gana,assets_queue/politics/sources/small_state_programmes_01.png,7424a09449823235bc0c3051587a7dee5406ae3152c0a66d61393f18201b1562,3,four_up_chroma,assets_queue/politics/masters/antq_gana_irrigation_labor_registers_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_gana_irrigation_labor_registers.dds,128x128 BC7 sRGBA + full mip chain
parliament_type,antq_confederation_council,steppe,assets_queue/politics/sources/steppe_council_atlas.png,e191587a1bf4a4fd5bdb77f2a2f0b9ef350d46fb709b20ac1e8a71c22ddb9a7b,0,six_up_painting,assets_queue/politics/masters/antq_confederation_council_128.png,main_menu/gfx/interface/icons/parliament_types/antq_confederation_council.dds,128x128 BC7 sRGBA + full mip chain
cabinet_action,antq_steppe_pasture_circuits,steppe,assets_queue/politics/sources/steppe_council_atlas.png,e191587a1bf4a4fd5bdb77f2a2f0b9ef350d46fb709b20ac1e8a71c22ddb9a7b,1,six_up_painting,assets_queue/politics/masters/antq_steppe_pasture_circuits_128.png,main_menu/gfx/interface/icons/cabinet_actions/antq_steppe_pasture_circuits.dds,128x128 BC7 sRGBA + full mip chain
